Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SqFt,$/SF
2021-03-29,Portland,97230,1961,5,3.0,700000,4175,16988,167.66467065868264,167.66
2021-03-21,Portland,97230,1964,5,4.0,690000,4019,12632,171.68449863150036,171.68
2021-04-18,Portland,97213,1924,4,3.0,875000,2564,5000,341.26365054602184,341.26
2021-02-21,Portland,97220,1959,4,2.0,716000,1650,11761,433.93939393939394,433.94
2021-04-15,Portland,97215,1939,3,3.0,680500,1920,4791,354.4270833333333,354.43
2021-02-10,Portland,97233,1979,1,1.0,1275000,650,30690,1961.5384615384614,1961.54
2021-04-14,Portland,97217,1907,3,2.0,735000,1752,2613,419.52054794520546,419.52
2021-04-14,Portland,97212,1911,4,4.0,1200000,4141,4791,289.78507606858244,289.79
2021-04-12,Portland,97215,1910,4,2.0,675000,3088,5227,218.5880829015544,218.59
2021-04-12,Portland,97217,1908,4,2.0,710000,2808,4791,252.84900284900286,252.85
2021-04-12,Portland,97212,1926,3,3.0,870000,2922,4791,297.741273100616,297.74
2021-06-14,Lake Oswego,97035,1985,4,4.0,782000,3740,10454,209.0909090909091,209.09
2021-06-11,Portland,97219,1994,3,3.0,685000,1484,5227,461.59029649595686,461.59
2021-06-17,Portland,97215,1911,4,1.0,735000,2971,3484,247.39145069000335,247.39
2021-06-17,Portland,97202,1911,4,2.0,675000,2620,3920,257.63358778625957,257.63
2021-06-17,Portland,97206,2017,4,3.0,720000,2130,3920,338.0281690140845,338.03
2021-06-17,Portland,97202,1945,3,2.0,657000,2009,6534,327.0283723245396,327.03
2021-06-17,Portland,97202,2016,3,3.0,707000,2059,1306,343.37056823700823,343.37
2021-06-15,Portland,97214,1909,3,2.0,800000,2376,3484,336.7003367003367,336.7
2021-06-15,Portland,97202,2019,4,4.0,965000,2533,4356,380.97118041847614,380.97
2021-06-15,Portland,97206,1919,3,3.0,668780,2618,3920,255.45454545454547,255.45
2021-06-15,Portland,97202,1923,5,4.0,2041500,4554,10018,448.28722002635044,448.29
2021-06-15,Portland,97202,1911,3,2.0,1000000,2898,6098,345.0655624568668,345.07
2021-06-14,Portland,97202,1892,8,3.0,1690000,4755,9583,355.41535226077815,355.42
2020-08-13,Portland,97229,1964,5,3.0,655000,3976,10454,164.738430583501,164.74
2021-06-14,Portland,97206,1911,3,3.0,680000,2650,4791,256.60377358490564,256.6
2021-06-11,Portland,97219,1925,5,6.0,2000000,5643,21344,354.421407052986,354.42
2021-06-11,Portland,97219,1988,4,4.0,1320000,4657,30491,283.4442774318231,283.44
2021-06-11,Portland,97202,1920,4,3.0,752500,2643,4791,284.71433976541806,284.71
2021-01-27,Portland,97229,2008,5,4.0,900000,3904,6969,230.5327868852459,230.53
2021-01-18,Portland,97203,2016,4,4.0,910000,2994,3049,303.94121576486305,303.94
2021-01-26,Portland,97229,2005,5,4.0,690000,4640,5227,148.70689655172413,148.71
2021-06-11,Portland,97215,2006,4,3.0,825000,2330,9147,354.0772532188841,354.08
2021-01-18,Portland,97203,1951,4,2.0,652000,2380,6098,273.9495798319328,273.95
2020-12-30,Portland,97229,2005,6,6.0,1460000,6451,16552,226.32150054255155,226.32
2021-06-11,Portland,97215,1919,6,4.0,1900000,5502,22651,345.3289712831698,345.33
2020-11-04,Portland,97203,2016,3,3.0,655000,2237,3484,292.80286097451943,292.8
2020-10-16,Portland,97203,1953,5,3.0,671000,3792,10018,176.95147679324896,176.95
2021-01-15,Portland,97229,1999,3,3.0,1400000,3639,74487,384.7210772190162,384.72
2021-06-11,Portland,97202,1958,3,2.0,675000,2238,6534,301.60857908847186,301.61
2020-09-13,Portland,97217,1951,4,4.0,718500,2402,5227,299.12572855953374,299.13
2021-01-13,Portland,97229,1952,4,3.0,1070000,3768,43560,283.9702760084926,283.97
2021-06-11,Portland,97202,1911,3,1.0,715000,2494,3920,286.6880513231756,286.69
2021-01-07,Portland,97229,2015,5,3.0,898000,3191,6098,281.41648386085865,281.42
2020-09-01,Portland,97203,2019,4,5.0,755000,3424,5227,220.50233644859813,220.5
2021-06-11,Portland,97219,1954,2,3.0,725000,3054,11761,237.39358218729535,237.39
2021-01-04,Portland,97229,1992,2,2.0,750000,1964,8712,381.87372708757636,381.87
2020-08-13,Portland,97229,2011,5,4.0,1100000,4440,6969,247.74774774774775,247.75
2021-01-04,Portland,97229,2000,4,3.0,835000,3170,7840,263.4069400630915,263.41
2021-06-11,Portland,97214,1940,3,3.0,858000,2576,4356,333.0745341614907,333.07
2020-08-13,Portland,97203,2019,6,5.0,770000,3059,3484,251.7162471395881,251.72
2020-12-27,Portland,97229,2000,4,3.0,1090000,3975,196020,274.2138364779874,274.21
2020-08-07,Portland,97229,2004,5,5.0,1200000,5573,9583,215.3238830073569,215.32
2020-12-27,Portland,97229,2000,4,3.0,1090000,4352,124581,250.45955882352942,250.46
2021-06-11,Portland,97202,1932,3,3.0,725000,2281,4791,317.84305129329243,317.84
2020-08-07,Portland,97229,2008,5,5.0,2010000,6555,8712,306.6361556064073,306.64
2020-12-24,Portland,97229,2000,4,3.0,730000,3412,7405,213.95076201641265,213.95
2020-08-02,Portland,97229,1999,5,7.0,1800000,6613,428194,272.19113866626344,272.19
2020-12-22,Portland,97229,2020,5,3.0,779950,3145,4850,247.99682034976152,248.0
2020-07-30,Portland,97217,1926,3,4.0,708000,2623,4791,269.91993900114375,269.92
2020-12-22,Portland,97229,2021,6,4.0,1104257,3851,5227,286.7455206439886,286.75
2021-06-09,Portland,97215,1894,3,2.0,1314500,2890,15681,454.84429065743944,454.84
2020-07-30,Portland,97203,1928,4,2.0,660000,3210,5662,205.60747663551402,205.61
2020-12-22,Portland,97229,2002,3,4.0,1800000,4797,897771,375.234521575985,375.23
2021-03-07,Portland,97229,2006,4,6.0,1565000,6454,11325,242.4852804462349,242.49
2020-12-21,Portland,97229,2020,4,3.0,685000,2474,5227,276.8795472918351,276.88
2021-01-27,Portland,97229,2001,4,3.0,775000,3477,6534,222.89329882082254,222.89
2021-06-09,Portland,97214,1929,5,2.0,1010000,3113,6534,324.4458721490524,324.45
2020-12-21,Portland,97229,2018,4,3.0,695000,2453,3920,283.3265389319201,283.33
2021-01-21,Portland,97229,1996,6,3.0,780500,3087,10890,252.83446712018142,252.83
2020-12-18,Portland,97229,2005,5,5.0,1250000,5152,13939,242.62422360248448,242.62
2021-06-09,Portland,97215,1927,5,3.0,860000,2541,4356,338.44942935852026,338.45
2021-01-21,Portland,97229,1987,4,3.0,860000,3340,16117,257.4850299401198,257.49
2020-12-18,Portland,97229,2005,3,3.0,719900,2930,5662,245.69965870307166,245.7
2021-01-27,Portland,97229,2000,4,3.0,727500,3312,10018,219.65579710144928,219.66
2021-01-19,Portland,97229,2017,5,4.0,985000,3905,6969,252.24071702944943,252.24
2020-12-18,Portland,97229,2015,5,3.0,780000,3558,4356,219.22428330522766,219.22
2021-06-09,Portland,97219,1963,4,5.0,1073000,4046,18295,265.20019772614927,265.2
2021-01-19,Portland,97229,1994,4,3.0,780000,3683,11761,211.78387184360577,211.78
2021-01-12,Portland,97229,2003,5,5.0,1625000,4908,16117,331.0920945395273,331.09
2021-01-27,Portland,97229,1996,4,3.0,700000,2795,8712,250.44722719141325,250.45
2020-12-18,Portland,97229,1990,3,4.0,842900,3416,87120,246.7505854800937,246.75
2021-01-10,Portland,97229,1991,4,3.0,1175000,4349,30491,270.1770521959071,270.18
2020-12-16,Portland,97229,2020,4,3.0,769950,2838,5227,271.30021141649047,271.3
2020-12-30,Portland,97229,1961,5,4.0,1127246,3124,7405,360.83418693982077,360.83
2020-12-16,Portland,97229,1999,4,3.0,680000,3212,5227,211.70610211706102,211.71
2021-01-26,Portland,97210,1929,4,2.0,760000,2960,8276,256.7567567567568,256.76
2021-06-07,Portland,97239,1929,5,4.0,1365000,5903,6969,231.23835337963746,231.24
2020-12-30,Portland,97229,1993,3,3.0,652900,2306,8712,283.1309627059844,283.13
2020-12-16,Portland,97229,2016,5,4.0,735000,3196,3920,229.97496871088862,229.97
2020-12-22,Portland,97229,1993,4,3.0,852000,3679,7840,231.58466974721392,231.58
2021-01-26,Portland,97205,1949,5,5.0,922000,3330,4791,276.87687687687685,276.88
2021-06-07,Portland,97202,1911,4,2.0,825000,2944,3920,280.23097826086956,280.23
2020-12-10,Portland,97229,2009,4,3.0,690000,2617,4791,263.6606801681314,263.66
2020-12-18,Portland,97229,1995,4,3.0,665000,3974,7841,167.3376950176145,167.34
2020-12-10,Portland,97229,2007,5,3.0,825500,3502,6098,235.72244431753285,235.72
2021-06-07,Portland,97202,1996,4,4.0,965000,3103,3484,310.9893651305189,310.99
2020-12-18,Portland,97229,1997,4,3.0,862500,3713,10890,232.29194721249664,232.29
2020-12-10,Portland,97229,2017,4,3.0,675000,2777,4356,243.06805905653582,243.07
2021-01-24,Portland,97210,1900,4,3.0,700000,3197,1742,218.95527056615578,218.96
2020-12-18,Portland,97229,1993,6,6.0,1625000,5970,20473,272.19430485762143,272.19
2020-12-10,Portland,97229,2018,5,5.0,675000,2952,3049,228.65853658536585,228.66
2020-12-16,Portland,97229,2013,5,4.0,860000,3480,6969,247.1264367816092,247.13
2020-12-08,Portland,97229,2009,5,3.0,799900,3270,5662,244.6177370030581,244.62
2020-12-14,Portland,97229,1996,4,3.0,799900,2967,7840,269.5989214694978,269.6
2021-01-21,Portland,97229,2002,4,3.0,1130000,4096,10454,275.87890625,275.88
2021-06-07,Portland,97219,1959,5,3.0,862500,2878,6098,299.6872828353023,299.69
2020-12-10,Portland,97225,1988,3,3.0,800000,2112,20908,378.7878787878788,378.79
2020-12-02,Portland,97229,2006,4,3.0,656000,3417,6098,191.9812701199883,191.98
2020-12-08,Portland,97229,1995,3,3.0,672500,3100,7840,216.93548387096774,216.94
2020-11-30,Portland,97229,2014,4,5.0,1700000,6024,18295,282.20451527224435,282.2
2021-06-06,Portland,97202,1945,4,2.0,685000,1942,6098,352.72914521112256,352.73
2021-01-19,Portland,97210,1898,2,2.0,767000,1790,2613,428.49162011173183,428.49
2020-12-08,Portland,97229,1996,5,4.0,719500,3986,8276,180.5067737079779,180.51
2020-11-29,Portland,97229,2021,6,4.0,939950,3723,4824,252.47112543647597,252.47
2021-06-03,Portland,97214,1927,3,2.0,699000,2262,4356,309.0185676392573,309.02
2020-11-29,Portland,97229,2016,4,3.0,665000,2505,3920,265.4690618762475,265.47
2020-12-07,Portland,97229,2018,6,4.0,680000,3358,5227,202.50148898153662,202.5
2021-01-19,Portland,97210,1988,4,4.0,1600000,4430,361548,361.1738148984199,361.17
2020-11-29,Portland,97229,2019,4,3.0,740000,2640,3920,280.3030303030303,280.3
2020-12-04,Portland,97229,2014,4,3.0,785000,2854,6098,275.05255781359494,275.05
2021-06-03,Portland,97215,1910,3,2.0,815000,2808,5662,290.24216524216524,290.24
2020-11-24,Portland,97229,2020,6,5.0,935525,3660,6098,255.60792349726776,255.61
2020-11-24,Portland,97229,1996,3,2.0,690000,2412,10890,286.0696517412935,286.07
2020-11-24,Portland,97229,2020,4,4.0,752995,2600,4326,289.61346153846154,289.61
2020-12-02,Portland,97229,2000,4,4.0,685000,3227,5227,212.2714595599628,212.27
2020-11-19,Portland,97229,1997,4,3.0,795000,3404,8276,233.5487661574618,233.55
2021-01-18,Portland,97210,1898,5,5.0,998000,3875,4791,257.5483870967742,257.55
2021-06-03,Portland,97215,1914,3,2.0,715000,2384,3484,299.9161073825503,299.92
2020-11-18,Portland,97229,2005,4,4.0,1215000,5363,8276,226.5523028155883,226.55
2020-11-30,Portland,97229,1994,4,3.0,803000,3648,7840,220.12061403508773,220.12
2021-01-15,Portland,97210,1994,3,3.0,935000,2633,10454,355.1082415495632,355.11
2020-11-18,Portland,97229,1995,4,4.0,705200,2794,9583,252.3979957050823,252.4
2021-06-03,Portland,97202,2011,5,3.0,870000,2585,4791,336.5570599613153,336.56
2020-11-29,Portland,97229,1978,4,3.0,1300000,3359,20037,387.0199464126228,387.02
2020-11-15,Portland,97229,2020,5,4.0,1050000,4243,5227,247.46641527221306,247.47
2020-11-29,Portland,97229,1965,3,3.0,685000,3414,26136,200.64440538957234,200.64
2020-11-15,Portland,97229,2017,5,3.0,950000,3448,4791,275.52204176334106,275.52
2021-06-03,Portland,97215,1910,3,2.0,701500,2548,3920,275.3139717425432,275.31
2020-11-13,Portland,97229,2004,4,4.0,1099000,4040,12632,272.029702970297,272.03
2020-11-24,Portland,97229,1977,5,3.0,675000,4347,14374,155.27950310559007,155.28
2021-01-15,Portland,97210,1906,4,3.0,840000,3928,3484,213.84928716904278,213.85
2020-11-12,Portland,97229,1945,4,3.0,817000,2610,48351,313.02681992337165,313.03
2020-11-24,Portland,97229,1994,3,3.0,735000,3392,7405,216.68632075471697,216.69
2021-06-03,Portland,97202,1939,6,3.0,906750,3875,7405,234.0,234.0
2020-11-12,Portland,97229,2006,5,5.0,1240000,6649,10454,186.4942096555873,186.49
2020-11-24,Portland,97229,2001,4,4.0,925000,3954,9147,233.94031360647446,233.94
2021-01-10,Portland,97229,2001,5,4.0,1325000,5161,12196,256.73319124200736,256.73
2020-11-23,Portland,97229,1993,4,3.0,720000,2343,10018,307.29833546734955,307.3
2020-11-09,Portland,97229,2000,5,3.0,732000,3047,6969,240.23629799803086,240.24
2020-11-05,Portland,97229,2020,6,4.0,949995,3783,5663,251.12212529738304,251.12
2021-06-03,Portland,97214,1941,2,1.0,705000,2087,4791,337.8054623862003,337.81
2020-11-19,Portland,97229,2002,4,3.0,795000,3486,6534,228.0550774526678,228.06
2020-11-04,Portland,97229,2009,4,3.0,655000,2546,4356,257.2663000785546,257.27
2021-01-04,Portland,97205,1922,5,4.0,2225000,4823,10018,461.3311217084802,461.33
2021-06-03,Portland,97202,1910,3,2.0,790000,3418,4791,231.12931538911644,231.13
2020-11-19,Portland,97229,1975,4,3.0,1037400,2902,30491,357.47760165403173,357.48
2020-11-18,Portland,97229,1994,4,3.0,750000,3427,11325,218.85030639042895,218.85
2020-10-30,Portland,97229,1995,4,3.0,720000,2663,7840,270.37176117161096,270.37
2020-10-30,Portland,97229,2020,4,3.0,957057,3233,4791,296.02752861119706,296.03
2020-11-18,Portland,97229,2004,5,3.0,692500,2623,6098,264.0106747998475,264.01
2021-06-03,Portland,97202,1957,4,4.0,1101000,3469,4791,317.3825309887576,317.38
2020-12-30,Portland,97225,0,3,3.0,930000,2504,6098,371.40575079872207,371.41
2020-11-15,Portland,97229,1993,4,4.0,895000,3742,12632,239.17691074291824,239.18
2020-12-30,Portland,97210,1907,4,4.0,1035000,2398,3484,431.6096747289408,431.61
2020-11-13,Portland,97229,1985,4,3.0,740000,3240,12632,228.39506172839506,228.4
2021-06-03,Portland,97202,1907,5,3.0,1289000,3459,4791,372.65105521827115,372.65
2020-11-10,Portland,97229,1995,4,3.0,729000,2760,7840,264.1304347826087,264.13
2020-10-27,Portland,97229,2020,5,3.0,725000,3385,3920,214.18020679468242,214.18
2020-12-29,Portland,97229,1999,4,4.0,1100000,3679,10890,298.9942919271541,298.99
2021-06-01,Portland,97202,1948,4,3.0,925120,2818,4791,328.28956706884316,328.29
2020-10-27,Portland,97229,2017,5,4.0,922500,3795,5227,243.08300395256916,243.08
2020-11-05,Portland,97229,2018,5,3.0,910000,3206,6969,283.8427947598253,283.84
2020-12-29,Portland,97205,1995,3,3.0,935000,2132,7840,438.55534709193245,438.56
2020-10-25,Portland,97229,2007,7,8.0,1650000,9389,87120,175.73756523591436,175.74
2020-11-05,Portland,97229,1991,4,3.0,740000,2991,9147,247.40889334670678,247.41
2021-05-28,Portland,97206,2014,4,3.0,789000,2327,3049,339.0631714654061,339.06
2020-10-21,Portland,97229,2018,4,4.0,796000,2939,3920,270.84042191221505,270.84
2020-11-04,Portland,97229,2014,3,3.0,655000,2954,3484,221.73324306025728,221.73
2020-12-27,Portland,97210,1959,4,3.0,1350000,3484,6534,387.48564867967855,387.49
2020-11-02,Portland,97229,2006,4,5.0,890000,4133,5662,215.3399467699008,215.34
2021-05-28,Portland,97206,1927,3,3.0,683000,2111,4791,323.54334438654666,323.54
2020-10-19,Portland,97229,1994,4,3.0,755000,2689,7840,280.7735217552994,280.77
2020-10-29,Portland,97229,2011,4,3.0,699900,2745,3920,254.97267759562843,254.97
2020-10-16,Portland,97229,2004,5,4.0,754500,4351,6534,173.4084118593427,173.41
2020-10-29,Portland,97229,2013,5,3.0,700000,3365,7840,208.02377414561664,208.02
2020-10-15,Portland,97229,1965,5,3.0,770000,2864,48787,268.85474860335194,268.85
2020-12-27,Portland,97229,2005,4,3.0,715000,3307,8276,216.20804354399758,216.21
2021-05-28,Portland,97201,1987,3,2.0,1050000,2708,8276,387.7400295420975,387.74
2020-10-27,Portland,97229,1992,4,4.0,820000,3810,8712,215.2230971128609,215.22
2020-10-15,Portland,97229,1994,3,3.0,732000,2780,5662,263.3093525179856,263.31
2020-10-15,Portland,97229,1997,2,2.0,720000,2079,5663,346.32034632034635,346.32
2020-10-27,Portland,97229,1993,3,2.5,820000,2104,8712,389.73384030418254,389.73
2020-12-24,Portland,97210,1890,5,3.0,1300000,4109,4791,316.3786809442687,316.38
2021-05-28,Portland,97214,1923,3,2.0,730000,2264,4356,322.4381625441696,322.44
2020-10-13,Portland,97229,2020,5,3.0,749995,3357,3485,223.412272862675,223.41
2020-10-22,Portland,97229,1989,5,4.5,1100000,5500,17000,200.0,200.0
2020-10-08,Portland,97229,2000,4,4.0,839999,3386,9583,248.08003544004725,248.08
2020-12-22,Portland,97229,2002,5,4.0,1100000,4390,7405,250.56947608200454,250.57
2021-05-28,Portland,97202,1941,3,2.0,821000,2640,4791,310.9848484848485,310.98
2020-10-19,Portland,97229,1997,4,4.0,799000,4111,8712,194.35660423254683,194.36
2020-10-08,Portland,97229,2004,4,3.0,669500,2655,4356,252.16572504708097,252.17
2020-10-16,Portland,97229,1989,5,4.0,1600000,4585,34412,348.9640130861505,348.96
2020-12-18,Portland,97229,2020,4,4.0,925000,3544,9147,261.00451467268624,261.0
2021-05-28,Portland,97214,1924,3,3.5,1300000,3323,5000,391.2127595546193,391.21
2020-10-08,Portland,97229,2004,4,3.0,799000,3572,10018,223.68421052631578,223.68
2020-10-07,Portland,97229,2016,5,4.0,740000,3374,4791,219.32424422050977,219.32
2020-10-16,Portland,97229,2002,4,4.0,980000,4051,11326,241.91557640088868,241.92
2020-12-18,Portland,97229,2003,5,4.0,825000,4374,10454,188.61454046639233,188.61
2020-10-16,Portland,97229,1991,5,3.0,780000,3335,12196,233.8830584707646,233.88
2020-10-05,Portland,97229,2016,4,3.0,740000,3144,4356,235.36895674300254,235.37
2020-10-15,Portland,97229,2003,4,3.0,765820,3450,6534,221.9768115942029,221.98
2020-10-02,Portland,97229,2007,3,3.0,680000,2556,11325,266.0406885758998,266.04
2021-05-28,Portland,97202,1938,4,2.0,740000,2470,6969,299.59514170040484,299.6
2020-10-02,Portland,97229,2010,4,3.0,760000,3062,8276,248.203788373612,248.2
2020-12-18,Portland,97221,1997,4,6.0,1000002,5006,11761,199.76068717538953,199.76
2020-10-15,Portland,97229,1992,5,7.0,2150000,6112,41817,351.76701570680626,351.77
2020-09-29,Portland,97229,1994,4,3.0,674900,2621,7405,257.497138496757,257.5
2021-05-28,Portland,97206,1947,4,2.0,760000,2490,4356,305.22088353413653,305.22
2020-10-13,Portland,97229,1994,4,3.0,895000,3300,12632,271.2121212121212,271.21
2020-09-29,Portland,97229,2005,5,3.0,670000,3945,5662,169.83523447401774,169.84
2020-12-18,Portland,97205,1963,3,3.0,975000,2465,5662,395.53752535496955,395.54
2020-09-29,Portland,97229,2020,4,3.0,796950,2995,4356,266.09348914858094,266.09
2020-10-08,Portland,97229,2003,4,3.0,798263,3229,6098,247.21678538247136,247.22
2021-05-28,Portland,97215,1938,5,4.0,805000,3648,6098,220.6688596491228,220.67
2020-10-08,Portland,97229,1985,4,4.0,656500,2612,14374,251.33996937212865,251.34
2020-12-16,Portland,97210,1984,4,3.0,822000,2424,5227,339.1089108910891,339.11
2020-09-29,Portland,97229,1998,5,4.0,1125000,3678,7405,305.87275693311585,305.87
2021-05-28,Portland,97219,1941,2,2.0,799595,2132,4356,375.04455909943715,375.04
2020-09-27,Portland,97229,2020,5,4.0,879950,3260,5663,269.9233128834356,269.92
2020-10-08,Portland,97229,2020,4,3.0,1029500,3000,7000,343.1666666666667,343.17
2020-09-24,Portland,97229,2017,5,5.0,2700000,5111,124146,528.2723537468206,528.27
2020-10-08,Portland,97229,2006,6,4.0,680000,3049,4791,223.0239422761561,223.02
2020-09-23,Portland,97229,2020,4,4.0,807195,3229,4326,249.98296686280582,249.98
2020-09-23,Portland,97229,2008,5,3.0,812000,3556,5662,228.3464566929134,228.35
2020-12-16,Portland,97229,1999,4,4.0,811000,3062,11325,264.85956890920966,264.86
2020-10-08,Portland,97229,1999,4,4.0,674950,2684,5662,251.47168405365127,251.47
2021-05-28,Portland,97219,1993,5,5.0,2034000,5318,26136,382.47461451673564,382.47
2020-09-21,Portland,97229,1997,5,4.0,839500,3431,7840,244.68085106382978,244.68
2020-10-05,Portland,97229,1970,4,3.0,1050000,5124,47480,204.91803278688525,204.92
2020-12-16,Portland,97229,1950,3,3.0,700000,3339,27878,209.64360587002096,209.64
2020-09-18,Portland,97229,2020,6,3.0,743891,3649,4792,203.86160591943,203.86
2020-10-05,Portland,97229,1975,6,4.0,859500,4297,42689,200.02327205026762,200.02
2021-05-28,Portland,97202,1923,4,3.0,900000,2790,4791,322.5806451612903,322.58
2020-09-16,Portland,97229,2016,4,4.0,1775000,4593,23086,386.4576529501415,386.46
2020-10-05,Portland,97229,1989,3,3.0,750000,2848,8712,263.3426966292135,263.34
2021-05-26,Portland,97202,2016,4,4.0,1275000,3339,4791,381.85085354896677,381.85
2020-09-15,Portland,97229,1994,3,3.0,807500,2700,5662,299.0740740740741,299.07
2020-10-05,Portland,97229,1995,4,3.0,800000,2942,8712,271.92386131883075,271.92
2021-05-26,Portland,97206,2006,4,4.0,780000,3432,3920,227.27272727272728,227.27
2020-12-14,Portland,97229,1992,4,3.0,705000,2489,9147,283.2462836480514,283.25
2020-10-05,Portland,97229,2002,5,4.0,732000,3737,7840,195.87904736419588,195.88
2021-05-26,Portland,97202,1954,5,2.0,721500,2067,4791,349.0566037735849,349.06
2020-09-07,Portland,97229,2001,4,3.0,770000,3298,6969,233.47483323226197,233.47
2020-09-04,Portland,97229,2020,4,4.0,916995,3811,5207,240.61794804513252,240.62
2020-12-13,Portland,97205,1929,5,5.0,1700000,4578,6969,371.3411970292704,371.34
2021-05-26,Portland,97236,1961,4,3.0,680000,2706,20908,251.29342202512933,251.29
2020-10-02,Portland,97229,1995,5,5.0,810000,3774,9583,214.62639109697932,214.63
2020-08-30,Portland,97229,2007,4,3.0,755000,3169,7405,238.24550331334805,238.25
2020-09-30,Portland,97229,2000,4,4.0,767400,3107,8712,246.99066623752816,246.99
2021-05-26,Portland,97201,1911,2,2.0,922705,2230,4791,413.7690582959641,413.77
2020-08-30,Portland,97229,2016,4,3.0,749000,2789,5662,268.55503764790245,268.56
2020-12-10,Portland,97210,1907,5,4.0,1135000,4021,14810,282.26809251429995,282.27
2021-05-26,Portland,97201,1936,4,4.0,1285000,4785,7841,268.54754440961335,268.55
2020-09-29,Portland,97229,1992,3,2.0,660000,2172,9147,303.8674033149171,303.87
2020-08-27,Portland,97229,2012,5,4.0,810000,3866,4791,209.51888256595964,209.52
2020-09-29,Portland,97229,1992,3,4.0,1355000,4096,43995,330.810546875,330.81
2021-05-26,Portland,97202,1921,3,2.0,860000,2403,5662,357.885975863504,357.89
2020-08-27,Portland,97229,2008,5,4.0,860000,3956,6534,217.3913043478261,217.39
2020-12-10,Portland,97229,1986,4,3.0,665000,2495,7840,266.53306613226454,266.53
2020-09-27,Portland,97229,1937,4,3.0,680000,2897,40946,234.7255781843286,234.73
2020-08-26,Portland,97229,2017,5,4.0,945000,4180,5662,226.07655502392345,226.08
2020-08-26,Portland,97229,2004,6,3.0,745000,3188,5662,233.68883312421582,233.69
2020-08-24,Portland,97229,2004,5,3.0,715000,3188,5662,224.27854454203262,224.28
2020-12-08,Portland,97229,1993,4,3.0,749000,2770,11325,270.3971119133574,270.4
2020-09-27,Portland,97229,2003,4,3.0,900000,3460,10454,260.11560693641616,260.12
2021-05-26,Portland,97266,1967,3,2.0,700000,3112,34848,224.93573264781492,224.94
2020-09-24,Portland,97229,1997,4,3.0,675000,3486,6969,193.631669535284,193.63
2020-09-24,Portland,97229,1997,4,3.0,921500,3555,10890,259.21237693389594,259.21
2021-05-26,Portland,97215,1922,4,2.0,770000,2570,4356,299.6108949416342,299.61
2020-08-18,Portland,97229,2000,5,4.0,740000,3827,8276,193.36294747844263,193.36
2021-05-26,Portland,97202,2018,4,3.0,1230000,3355,4791,366.61698956780924,366.62
2020-09-24,Portland,97229,1994,5,4.0,1565000,4709,20037,332.3423232108728,332.34
2020-08-13,Portland,97229,1995,2,2.0,739000,2019,6098,366.0227835562159,366.02
2020-08-13,Portland,97229,2002,4,3.0,859000,3401,13939,252.57277271390768,252.57
2021-05-26,Portland,97219,1950,4,3.0,890000,3564,39204,249.71941638608305,249.72
2020-08-13,Portland,97229,2005,4,3.0,675000,3111,5662,216.97203471552555,216.97
2021-05-26,Portland,97202,2018,1,3.0,1230000,3414,5001,360.2811950790861,360.28
2020-11-30,Portland,97210,1907,4,4.0,1275000,3076,4791,414.49934980494146,414.5
2020-09-24,Portland,97229,2001,3,3.0,779000,3295,7840,236.41881638846738,236.42
2021-05-26,Portland,97202,1927,5,3.0,1200000,3250,7405,369.2307692307692,369.23
2020-08-10,Portland,97229,2015,4,3.0,799000,3913,7405,204.19115767952977,204.19
2021-05-24,Portland,97214,1925,3,2.0,660000,1674,2613,394.2652329749104,394.27
2020-08-07,Portland,97229,2017,5,3.0,850000,3760,6098,226.06382978723406,226.06
2020-11-30,Portland,97210,2011,3,3.0,1100000,2329,3049,472.30571060541007,472.31
2020-08-07,Portland,97229,2017,5,3.0,850000,3760,6098,226.06382978723406,226.06
2021-05-24,Portland,97214,1929,2,1.0,675000,1463,4800,461.3807245386193,461.38
2020-09-23,Portland,97229,2000,5,3.0,697900,2756,6534,253.22931785195937,253.23
2020-08-05,Portland,97229,1995,4,3.0,693000,2748,9147,252.18340611353713,252.18
2020-11-29,Portland,97210,1909,4,6.0,1100000,5224,9583,210.5666156202144,210.57
2020-07-30,Portland,97229,2008,3,3.0,700000,2599,6534,269.3343593689881,269.33
2020-09-23,Portland,97229,1970,4,3.0,2500000,4031,74923,620.1935003721161,620.19
2020-07-30,Portland,97229,2020,5,3.0,800000,2998,4414,266.844563042028,266.84
2020-07-30,Portland,97229,2009,5,3.0,852000,3520,5662,242.04545454545453,242.05
2020-09-21,Portland,97229,2015,5,4.0,901000,4033,5662,223.40689313166376,223.41
2020-11-29,Portland,97229,2003,5,4.0,1111000,3947,9147,281.47960476311124,281.48
2020-07-28,Portland,97229,1992,3,3.0,660000,2355,6969,280.2547770700637,280.25
2020-09-21,Portland,97229,2012,4,5.0,925000,3452,19602,267.9606025492468,267.96
2020-09-16,Portland,97229,1966,4,5.0,1275000,4703,46173,271.10355092494154,271.1
2020-07-27,Portland,97229,1990,5,3.0,772500,3050,13068,253.27868852459017,253.28
2020-07-24,Portland,97229,2017,4,3.0,655000,2408,4791,272.00996677740864,272.01
2020-09-15,Portland,97229,2001,4,4.0,990000,3830,6969,258.48563968668407,258.49
2021-07-02,Portland,97229,2021,4,3.0,913077,2998,4791,304.56204136090724,304.56
2020-09-15,Portland,97229,1997,5,4.0,690000,4089,6098,168.74541452677917,168.75
2020-11-29,Portland,97229,2000,3,4.0,690500,3000,7405,230.16666666666666,230.17
