Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SqFt,$/SF
2021-06-29,Milwaukie,97267,1966,5,3.0,565800,2968,17949,190.63342318059298,190.63
2021-03-23,Portland,97239,1955,2,1.0,538500,2123,7405,253.65049458313706,253.65
2021-04-15,Portland,97220,1927,4,3.0,539000,2085,22651,258.51318944844127,258.51
2021-02-02,Portland,97217,1923,2,2.0,550000,1000,5000,550.0,550.0
2021-06-29,Portland,97236,1987,3,3.0,570000,2221,6534,256.64115263394865,256.64
2021-03-21,Portland,97219,1978,3,2.0,514000,1352,4791,380.1775147928994,380.18
2021-04-15,Portland,97212,1926,4,2.0,615000,2018,3920,304.7571853320119,304.76
2021-03-21,Portland,97219,1950,4,4.0,605000,4498,6969,134.5042240995998,134.5
2021-06-29,Portland,97212,1904,3,1.0,615000,824,5000,746.3592233009708,746.36
2021-03-21,Portland,97219,1995,4,3.0,640000,2216,10890,288.8086642599278,288.81
2021-04-15,Portland,97213,1900,2,2.0,526000,1590,4791,330.8176100628931,330.82
2021-06-29,Portland,97206,1908,4,2.0,615000,3012,4791,204.18326693227093,204.18
2021-03-21,Portland,97219,1951,4,2.0,580500,2092,9147,277.48565965583174,277.49
2021-03-18,Portland,97219,1951,5,2.0,537000,2781,6969,193.0960086299892,193.1
2021-06-29,Portland,97218,1952,3,2.0,604000,2432,4791,248.35526315789474,248.36
2021-04-15,Portland,97230,1965,4,2.0,493000,2514,9147,196.10182975338105,196.1
2021-03-18,Portland,97219,2009,4,3.0,639000,2490,5227,256.6265060240964,256.63
2021-03-18,Portland,97219,1959,3,2.0,581000,1481,7840,392.3024983119514,392.3
2021-04-15,Portland,97211,1900,3,2.0,631000,2427,4356,259.9917593737124,259.99
2021-06-28,Portland,97202,1926,2,1.0,540000,1544,3920,349.74093264248705,349.74
2021-04-15,Portland,97211,1947,3,2.0,575000,1866,4791,308.14576634512326,308.15
2021-03-17,Portland,97219,1978,3,3.0,588000,1778,4791,330.70866141732284,330.71
2021-03-17,Portland,97221,1937,3,2.0,650000,2947,10890,220.5632846963013,220.56
2021-03-15,Portland,97219,1927,3,2.0,585000,1772,4791,330.1354401805869,330.14
2021-06-28,Portland,97206,2006,3,3.0,575000,1398,2613,411.3018597997139,411.3
2021-03-15,Portland,97239,1949,3,1.5,567900,1486,10700,382.1668909825034,382.17
2021-04-15,Portland,97233,1975,3,3.0,546000,2068,7405,264.0232108317215,264.02
2021-04-15,Portland,97213,1923,2,1.0,577000,1906,4791,302.72822665267574,302.73
2021-03-15,Portland,97225,2016,3,3.0,490000,1706,2178,287.22157092614304,287.22
2021-04-15,Portland,97218,2020,3,3.0,570000,1712,2613,332.94392523364485,332.94
2021-06-28,Portland,97212,1884,2,1.0,600000,1882,7405,318.8097768331562,318.81
2021-03-12,Portland,97219,1985,3,2.0,618000,1899,10890,325.434439178515,325.43
2021-03-10,Portland,97219,1978,3,2.0,544900,1660,12196,328.2530120481928,328.25
2021-06-28,Portland,97211,1947,3,1.0,525000,2321,4791,226.19560534252477,226.2
2021-03-09,Portland,97219,1949,3,2.0,605000,2111,10018,286.5940312648034,286.59
2021-04-18,Portland,97217,1909,3,2.0,575000,2341,3049,245.62152926099958,245.62
2021-03-07,Portland,97219,1978,3,2.0,511350,1314,6969,389.1552511415525,389.16
2021-04-15,Portland,97214,2010,3,3.0,564900,1950,1306,289.6923076923077,289.69
2021-03-07,Portland,97201,1884,3,3.0,565000,2490,10454,226.90763052208834,226.91
2021-03-07,Portland,97219,1980,3,2.0,530000,1093,4791,484.903934126258,484.9
2021-06-28,Portland,97266,1948,4,3.0,523575,2336,8712,224.13313356164383,224.13
2021-02-02,Portland,97203,2004,3,3.0,485000,1416,2613,342.5141242937853,342.51
2021-03-04,Portland,97219,1995,4,3.0,617000,2447,10018,252.1454842664487,252.15
2021-04-18,Portland,97212,1938,2,1.0,600000,1950,5668,307.6923076923077,307.69
2021-03-04,Portland,97221,1939,3,2.0,650000,2119,25264,306.7484662576687,306.75
2021-02-04,Portland,97229,1999,4,3.0,650000,2512,6969,258.7579617834395,258.76
2021-06-28,Portland,97202,1950,2,1.0,565000,1246,6534,453.4510433386838,453.45
2021-03-04,Portland,97221,1953,3,2.0,630000,2020,7405,311.8811881188119,311.88
2021-04-20,Portland,97211,1910,2,1.0,560000,972,4000,576.1316872427983,576.13
2021-03-04,Portland,97225,1955,4,3.0,545000,2688,10903,202.7529761904762,202.75
2021-02-04,Portland,97225,1984,4,3.0,650000,2708,10018,240.02954209748893,240.03
2021-03-04,Portland,97221,1957,5,2.0,580000,2488,8276,233.11897106109325,233.12
2021-04-20,Portland,97211,1924,3,1.0,500000,2274,4791,219.8768689533861,219.88
2021-03-04,Portland,97219,1976,3,3.0,480000,1922,4791,249.7398543184183,249.74
2021-03-04,Portland,97219,1975,3,2.0,515000,1350,4791,381.48148148148147,381.48
2021-06-28,Portland,97217,1951,4,2.0,493000,1237,4791,398.54486661277286,398.54
2021-03-04,Portland,97219,1989,7,3.0,615000,2772,6098,221.86147186147187,221.86
2021-02-04,Portland,97229,1987,3,3.0,586500,2475,12196,236.96969696969697,236.97
2021-06-28,Portland,97266,1982,3,2.0,610000,2146,11325,284.2497670083877,284.25
2021-03-03,Portland,97239,1952,2,1.0,560000,1976,10890,283.4008097165992,283.4
2021-02-04,Portland,97217,1914,3,2.0,602000,2035,4791,295.8230958230958,295.82
2021-03-01,Portland,97219,1983,3,2.0,535000,1200,5227,445.8333333333333,445.83
2021-06-28,Portland,97206,2003,3,3.0,561250,1434,4791,391.3877266387727,391.39
2021-02-26,Portland,97219,2000,3,2.0,573000,2466,5227,232.36009732360097,232.36
2021-04-20,Portland,97218,1954,4,2.0,590000,2300,9583,256.5217391304348,256.52
2021-02-07,Portland,97217,1962,3,2.0,548500,2478,7405,221.34786117836964,221.35
2021-06-28,Portland,97206,1942,3,1.0,480000,1040,4791,461.53846153846155,461.54
2021-02-26,Portland,97219,2011,3,4.0,613000,2820,3484,217.3758865248227,217.38
2021-04-20,Portland,97212,1919,3,2.0,530000,2442,4791,217.03521703521704,217.04
2021-02-26,Portland,97239,1953,3,3.0,529900,2319,10454,228.50366537300562,228.5
2021-06-28,Portland,97236,2003,3,2.5,492500,1665,6534,295.7957957957958,295.8
2021-02-24,Portland,97219,1975,3,3.0,500000,2245,4791,222.71714922048997,222.72
2021-02-23,Portland,97219,2000,4,3.0,642500,2292,4791,280.3228621291448,280.32
2021-02-10,Portland,97217,1913,5,3.0,581156,2762,4791,210.4112961622013,210.41
2021-02-23,Portland,97219,1939,2,1.0,510000,1856,9147,274.7844827586207,274.78
2021-02-10,Portland,97229,1995,4,3.0,626000,2240,7840,279.4642857142857,279.46
2021-06-28,Portland,97216,1954,3,2.0,485000,2332,6534,207.97598627787306,207.98
2021-02-23,Portland,97219,1962,3,2.0,525000,1243,4791,422.3652453740949,422.37
2021-02-12,Portland,97229,2020,3,3.0,511990,1748,3049,292.9004576659039,292.9
2021-06-28,Portland,97213,1912,3,2.0,529900,1036,5000,511.4864864864865,511.49
2021-02-18,Lake Oswego,97035,1984,3,2.0,609000,2576,10018,236.41304347826087,236.41
2021-02-12,Portland,97217,1923,4,2.0,540000,1850,4791,291.8918918918919,291.89
2021-06-28,Portland,97213,1926,4,2.0,613721,1932,4791,317.6609730848861,317.66
2021-02-17,Portland,97219,1966,4,3.0,610000,2240,16552,272.32142857142856,272.32
2021-02-12,Portland,97203,1926,4,3.0,570000,2790,4356,204.30107526881721,204.3
2021-02-17,Portland,97219,1956,3,2.0,650000,1536,15681,423.1770833333333,423.18
2021-06-25,Portland,97213,1927,3,1.0,570000,2042,4791,279.1380999020568,279.14
2021-04-20,Portland,97213,1909,3,1.0,526500,2024,4791,260.1284584980237,260.13
2021-02-15,Portland,97219,1963,5,3.0,610000,2712,8712,224.92625368731564,224.93
2021-02-10,Portland,97219,2007,3,3.0,535000,1778,3049,300.89988751406077,300.9
2021-02-10,Portland,97221,1956,4,2.0,600000,1478,10454,405.95399188092017,405.95
2021-02-12,Portland,97217,1951,3,3.0,635000,1704,4791,372.6525821596244,372.65
2021-04-20,Portland,97212,1949,3,1.0,612000,2258,4791,271.03631532329496,271.04
2021-06-25,Portland,97230,1964,4,2.0,525000,1732,8276,303.1177829099307,303.12
2021-02-10,Portland,97219,1999,4,3.0,615000,2656,4791,231.5512048192771,231.55
2021-02-10,Portland,97219,1981,2,2.0,500000,1281,16552,390.32006245121,390.32
2021-06-25,Portland,97236,2020,3,3.0,529900,1982,3484,267.35620585267407,267.36
2021-02-07,Portland,97225,2015,3,3.0,552000,1709,2178,322.9959040374488,323.0
2021-02-12,Portland,97203,1944,3,2.0,571000,2481,6534,230.149133413946,230.15
2021-02-04,Portland,97219,1973,4,2.0,550000,1834,7840,299.8909487459106,299.89
2021-02-04,Portland,97219,2007,3,3.0,595000,2072,4356,287.1621621621622,287.16
2021-02-15,Portland,97229,2015,3,3.0,535000,1769,3484,302.43075183719617,302.43
2021-02-17,Portland,97229,1961,3,2.0,551000,1420,11325,388.0281690140845,388.03
2021-06-25,Portland,97202,1928,2,1.0,575000,1360,3920,422.79411764705884,422.79
2021-02-04,Portland,97225,1963,3,2.0,510000,1401,9147,364.0256959314775,364.03
2021-04-20,Portland,97230,1992,5,3.0,580000,2275,20037,254.94505494505495,254.95
2021-06-25,Clackamas,97015,2000,3,2.0,479000,1588,8276,301.63727959697735,301.64
2021-06-25,Portland,97220,1952,4,1.0,478000,2388,9147,200.1675041876047,200.17
2021-02-02,Portland,97219,1995,4,2.5,500000,1856,5000,269.3965517241379,269.4
2021-04-20,Portland,97211,1941,3,2.0,535000,2057,5662,260.0875060768109,260.09
2021-02-01,Portland,97239,1951,5,3.0,600001,2327,13503,257.8431456811345,257.84
2021-02-17,Portland,97203,1954,3,2.0,479210,1209,5227,396.368899917287,396.37
2021-06-25,Portland,97266,1948,3,2.0,581000,2731,16988,212.74258513365066,212.74
2021-01-29,Portland,97221,1936,3,2.0,535000,1207,10018,443.2477216238608,443.25
2021-02-18,Portland,97225,1980,3,2.0,645000,1650,21780,390.90909090909093,390.91
2021-01-29,Portland,97221,1970,4,3.0,605000,3562,8276,169.84839977540707,169.85
2021-06-25,Portland,97211,1890,3,1.0,480000,1344,2178,357.14285714285717,357.14
2021-01-27,Portland,97219,1970,3,3.0,585000,1976,6969,296.05263157894734,296.05
2021-04-20,Portland,97211,1916,3,2.0,575000,2037,4791,282.2778595974472,282.28
2021-06-25,Portland,97202,1921,3,2.0,550000,1418,4356,387.87023977433006,387.87
2021-01-27,Portland,97239,1955,3,1.0,513000,1204,6800,426.0797342192691,426.08
2021-01-26,Portland,97225,1990,4,3.0,615000,2615,7840,235.18164435946463,235.18
2021-06-25,Portland,97214,1906,2,1.0,575000,1600,3484,359.375,359.38
2021-02-21,Portland,97203,1960,3,2.0,560000,2328,4791,240.54982817869416,240.55
2021-01-24,Portland,97219,1985,3,3.0,575000,2530,7405,227.27272727272728,227.27
2021-01-21,Portland,97219,1979,3,3.0,626800,2005,12632,312.6184538653367,312.62
2021-01-19,Portland,97219,1973,4,2.0,523449,1749,4791,299.2847341337907,299.28
2021-02-21,Portland,97203,1940,3,2.0,550000,1692,4791,325.05910165484636,325.06
2021-06-25,Portland,97206,1929,3,3.0,617000,2776,4791,222.2622478386167,222.26
2021-01-18,Portland,97219,1972,3,2.0,539000,1588,4791,339.42065491183877,339.42
2021-04-22,Portland,97220,1979,4,3.0,509411,2340,6534,217.69700854700855,217.7
2021-01-18,Portland,97221,1979,3,3.0,629900,2622,5662,240.23646071700992,240.24
2021-06-25,Portland,97206,1942,3,2.0,607000,2080,5227,291.8269230769231,291.83
2021-04-22,Portland,97213,2017,3,3.0,580000,1828,3049,317.28665207877464,317.29
2021-01-15,Portland,97219,1951,5,2.0,571000,2223,9583,256.8600989653621,256.86
2021-01-15,Portland,97219,1939,4,4.0,596000,3100,9147,192.25806451612902,192.26
2021-02-21,Portland,97203,1906,3,2.0,581000,2496,7405,232.77243589743588,232.77
2021-01-15,Portland,97225,1959,4,3.0,620000,2104,9147,294.6768060836502,294.68
2021-06-25,Portland,97233,2007,5,3.0,510000,2470,7405,206.47773279352228,206.48
2021-02-21,Portland,97217,1912,4,2.0,635000,2542,4791,249.80330448465776,249.8
2021-01-15,Portland,97219,1978,3,3.0,515000,1749,6534,294.4539736992567,294.45
2021-06-25,Portland,97213,1912,3,2.0,599900,2986,4791,200.90421969189552,200.9
2021-01-13,Portland,97219,1953,3,2.0,511500,1492,8276,342.828418230563,342.83
2021-01-12,Portland,97239,1952,3,3.0,625000,2940,10890,212.58503401360545,212.59
2021-01-10,Portland,97219,1973,3,1.0,490000,1276,7840,384.01253918495297,384.01
2021-01-07,Portland,97219,1957,4,2.0,520000,2613,16552,199.00497512437812,199.0
2021-04-23,Portland,97213,1926,3,1.0,540000,2332,3920,231.56089193825042,231.56
2021-04-23,Portland,97220,1948,3,2.0,533900,1310,7840,407.55725190839695,407.56
2021-01-07,Portland,97221,1950,3,2.0,575000,1777,9583,323.5790658413056,323.58
2021-06-25,Portland,97213,1950,3,3.0,585000,2176,4791,268.84191176470586,268.84
2021-01-07,Portland,97221,1952,3,2.0,538000,2016,10890,266.86507936507934,266.87
2021-01-07,Portland,97219,1976,3,2.0,500000,1290,7405,387.5968992248062,387.6
2021-04-23,Portland,97230,1957,3,2.0,505000,2396,13068,210.76794657762937,210.77
2021-02-23,Portland,97229,2004,4,3.0,650000,2660,4791,244.3609022556391,244.36
2021-06-25,Portland,97214,1886,3,2.0,645213,2076,3920,310.79624277456645,310.8
2021-02-23,Portland,97203,1955,4,2.0,534545,2282,5662,234.24408413672217,234.24
2021-06-25,Portland,97213,1922,2,1.0,573000,1755,4356,326.4957264957265,326.5
2021-01-05,Portland,97219,1988,3,3.0,525500,1572,4791,334.2875318066158,334.29
2021-01-04,Portland,97219,1956,3,2.0,533000,2504,36590,212.8594249201278,212.86
2021-06-25,Portland,97217,1907,3,1.0,604000,2482,4356,243.35213537469784,243.35
2021-06-25,Portland,97220,1955,3,2.0,502000,1860,8276,269.89247311827955,269.89
2020-12-22,Portland,97239,1953,2,2.0,546674,2058,9583,265.6336248785228,265.63
2020-12-22,Portland,97219,1958,4,3.0,546500,2668,4791,204.83508245877061,204.84
2021-06-25,Portland,97211,2013,3,3.0,625000,1728,2613,361.68981481481484,361.69
2021-06-25,Portland,97202,1916,4,2.0,631000,2400,3484,262.9166666666667,262.92
2020-12-08,Portland,97239,1957,6,3.0,600000,2448,19500,245.09803921568627,245.1
2020-12-04,Portland,97219,1987,3,3.0,573000,2299,16988,249.23879947803394,249.24
2020-12-08,Portland,97219,1960,5,3.0,535000,3223,8276,165.99441514117282,165.99
2021-06-23,Portland,97212,1910,3,2.0,575000,2300,6098,250.0,250.0
2020-11-18,Portland,97201,1954,2,2.0,600000,1905,3920,314.96062992125985,314.96
2020-11-15,Portland,97239,1949,3,2.0,615000,1644,12196,374.0875912408759,374.09
2020-11-16,Portland,97221,1959,3,1.5,500000,1665,14400,300.3003003003003,300.3
2021-06-23,Portland,97213,1914,2,1.0,611000,1688,4791,361.9668246445498,361.97
2020-10-30,Portland,97201,1920,4,3.0,515000,4000,13068,128.75,128.75
2020-10-27,Portland,97219,1974,3,2.0,506000,1493,6098,338.9149363697254,338.91
2021-06-23,Portland,97206,1951,5,2.0,615000,2320,8276,265.08620689655174,265.09
2020-10-29,Portland,97225,2015,3,3.0,529900,2059,2178,257.3579407479359,257.36
2021-06-23,Portland,97202,1907,4,3.0,500000,2223,5000,224.9212775528565,224.92
2020-10-15,Portland,97219,1965,4,2.0,568242,2138,4791,265.7820392890552,265.78
2020-10-08,Portland,97201,1949,3,2.0,585000,1494,4791,391.56626506024094,391.57
2021-06-23,Portland,97218,1941,3,2.0,547000,1536,4791,356.1197916666667,356.12
2020-10-05,Lake Oswego,97035,1985,3,3.0,567500,2302,10018,246.52476107732406,246.52
2021-06-23,Portland,97213,2005,3,3.0,606000,1560,3920,388.46153846153845,388.46
2020-09-29,Portland,97219,1938,3,1.0,484900,2428,4791,199.71169686985172,199.71
2021-06-23,Portland,97206,1941,3,2.0,521000,1982,4791,262.86579212916246,262.87
2020-09-30,Portland,97219,1990,3,3.0,527450,1575,4791,334.8888888888889,334.89
2021-06-23,Portland,97206,1942,4,2.0,572500,2248,3920,254.67081850533808,254.67
2020-09-24,Portland,97219,1952,3,3.0,645000,2712,10018,237.83185840707964,237.83
2020-09-24,Portland,97219,1967,5,3.0,575000,3883,12196,148.08138037599795,148.08
2021-06-23,Portland,97202,1949,3,2.0,650000,1724,4791,377.03016241299304,377.03
2020-09-24,Portland,97219,1945,3,2.0,622330,2744,13503,226.7966472303207,226.8
2021-06-23,Portland,97212,1927,3,2.0,500000,1854,3920,269.6871628910464,269.69
2020-09-21,Portland,97219,1969,3,2.0,614000,1632,6969,376.22549019607845,376.23
2021-06-23,Portland,97217,2009,3,3.0,615000,2092,3049,293.9770554493308,293.98
2021-06-23,Portland,97206,1928,3,1.0,597000,1992,4356,299.69879518072287,299.7
2020-09-13,Portland,97219,1978,4,2.0,507000,1827,4791,277.504105090312,277.5
2020-09-13,Portland,97219,1954,3,2.0,547000,1976,12196,276.8218623481781,276.82
2020-09-10,Portland,97219,1957,4,3.0,625000,2448,6000,255.31045751633988,255.31
2021-06-23,Portland,97213,1926,2,1.0,527000,1680,4791,313.6904761904762,313.69
2020-09-04,Portland,97219,1976,4,3.0,570125,1874,13503,304.2289220917823,304.23
2021-06-23,Portland,97206,1951,2,1.0,485000,910,4791,532.967032967033,532.97
2020-09-07,Portland,97225,1962,3,4.0,540487,2529,10018,213.71569790431,213.72
2020-09-10,Portland,97219,1989,3,3.0,515000,1892,6098,272.19873150105707,272.2
2021-06-23,Portland,97220,1953,3,2.0,560000,1544,6534,362.6943005181347,362.69
2020-09-10,Portland,97219,1936,5,5.0,549900,4666,12632,117.85255036433776,117.85
2020-09-10,Portland,97219,1990,4,3.0,575000,2398,8712,239.78315262718934,239.78
2021-06-23,Portland,97217,1925,3,1.0,490000,2646,4791,185.1851851851852,185.19
2020-09-10,Portland,97219,1952,3,2.0,526000,1772,10454,296.83972911963883,296.84
2021-06-23,Portland,97206,1942,5,2.0,574100,2648,5000,216.80513595166164,216.81
2020-09-13,Portland,97225,1948,5,3.0,600000,3928,21780,152.74949083503054,152.75
2020-09-13,Lake Oswego,97035,1978,3,2.0,593500,1532,12632,387.40208877284596,387.4
2020-09-15,Portland,97219,1995,3,2.0,560000,1952,10018,286.88524590163934,286.89
2020-09-13,Portland,97201,1943,3,2.0,630000,2068,3920,304.642166344294,304.64
2021-06-23,Milwaukie,97267,1961,4,3.0,542000,3126,15681,173.38451695457454,173.38
2020-09-15,Portland,97219,2008,4,3.0,570000,2602,4356,219.06225980015373,219.06
2020-09-15,Portland,97219,1959,4,2.0,480000,1534,7840,312.90743155149937,312.91
2021-06-23,Portland,97211,1925,3,2.0,575000,2367,4791,242.92353189691593,242.92
2021-06-23,Portland,97236,2002,4,3.0,584000,2477,6098,235.76907549454987,235.77
2020-09-15,Portland,97219,1991,3,3.0,520000,1634,4791,318.2374541003672,318.24
2021-06-23,Portland,97211,1954,3,1.0,569200,2108,11325,270.0189753320683,270.02
2020-09-21,Portland,97221,1987,3,2.0,551000,1508,13939,365.38461538461536,365.38
2020-09-21,Portland,97219,1987,4,3.0,595000,2788,10018,213.41463414634146,213.41
2021-06-23,Portland,97206,1954,3,2.0,650000,2406,5662,270.15793848711553,270.16
2021-06-23,Portland,97215,1955,3,1.0,555600,1232,6098,450.97402597402595,450.97
2020-09-23,Portland,97221,1943,4,2.0,530000,2346,13939,225.91645353793692,225.92
2021-06-23,Portland,97211,1941,2,2.0,621000,1689,5662,367.67317939609234,367.67
2020-09-24,Portland,97219,1991,4,3.0,495000,2363,6534,209.47947524333475,209.48
2021-06-23,Portland,97220,1949,4,2.0,500000,2098,12632,238.32221163012392,238.32
2020-09-24,Portland,97219,1948,3,2.0,530000,1592,6050,332.9145728643216,332.91
2021-06-23,Portland,97202,1929,4,2.0,490000,2020,4791,242.5742574257426,242.57
2020-09-23,Portland,97219,1978,3,2.0,535000,1471,14810,363.6981645139361,363.7
2020-09-24,Portland,97219,1975,3,2.0,525000,1454,4791,361.0729023383769,361.07
2021-06-23,Portland,97215,1981,3,2.0,522000,1158,5227,450.77720207253884,450.78
2020-09-24,Portland,97219,1897,4,3.0,535000,1970,6969,271.5736040609137,271.57
2020-09-27,Portland,97219,1947,3,2.0,585000,2642,41817,221.42316426949282,221.42
2021-06-23,Portland,97206,1951,3,1.0,550000,1285,4791,428.01556420233464,428.02
2020-09-29,Portland,97219,1947,3,1.0,514000,1549,18295,331.8269851517108,331.83
2021-06-22,Portland,97206,1963,3,2.0,595000,2592,6969,229.55246913580248,229.55
2020-09-29,Portland,97221,1968,6,4.0,585000,2866,11325,204.1172365666434,204.12
2020-09-29,Portland,97221,1922,3,2.0,530000,2154,8712,246.05385329619313,246.05
2020-09-29,Portland,97239,1947,2,1.0,617500,1872,34848,329.8611111111111,329.86
2021-06-22,Portland,97213,1922,2,1.0,505000,1183,4356,426.8808114961961,426.88
2021-06-22,Portland,97218,1927,3,2.0,585000,1996,10454,293.0861723446894,293.09
2021-06-22,Portland,97213,1908,5,2.0,640000,2385,4356,268.34381551362685,268.34
2020-09-29,Portland,97239,1955,4,3.0,610000,2708,8712,225.25849335302806,225.26
2020-09-29,Portland,97219,1999,4,3.0,595000,2324,5662,256.0240963855422,256.02
2020-09-29,Portland,97219,2016,5,3.0,503000,2220,7405,226.57657657657657,226.58
2020-09-29,Portland,97219,1988,4,3.0,560000,2050,10018,273.1707317073171,273.17
2021-06-22,Portland,97214,1916,5,3.0,539000,2543,4791,211.95438458513567,211.95
2020-09-30,Portland,97219,1975,4,3.0,565000,2108,4791,268.0265654648956,268.03
2020-10-02,Portland,97239,1980,3,3.0,575000,2976,6534,193.21236559139786,193.21
2020-10-02,Portland,97239,1922,3,2.0,629900,1862,13939,338.2921589688507,338.29
2020-10-02,Portland,97219,1940,3,2.0,635000,2696,7840,235.5341246290801,235.53
2020-10-05,Portland,97219,1927,2,1.0,485000,1156,24700,419.5501730103806,419.55
2020-10-05,Portland,97219,1986,5,4.0,625000,2966,7405,210.7215104517869,210.72
2020-10-05,Portland,97221,1954,4,2.0,650000,2125,7405,305.88235294117646,305.88
2020-10-05,Portland,97219,1989,3,3.0,530000,1692,4791,313.2387706855792,313.24
2020-10-07,Portland,97219,1967,5,3.0,582000,3048,10890,190.9448818897638,190.94
2020-10-08,Portland,97219,1964,3,2.0,610080,1406,6969,433.91180654338547,433.91
2020-10-08,Portland,97219,1972,3,2.0,650000,2156,12196,301.4842300556586,301.48
2020-10-08,Portland,97219,1989,4,3.0,480000,1896,7405,253.16455696202533,253.16
2020-10-08,Portland,97221,1973,4,3.0,630000,2662,23958,236.664162283997,236.66
2020-10-08,Portland,97225,1972,3,3.0,635000,2550,8276,249.01960784313727,249.02
2020-10-13,Portland,97219,1960,4,3.0,545000,3000,10018,181.66666666666666,181.67
2020-10-13,Portland,97239,1971,4,3.0,510000,3130,3920,162.93929712460064,162.94
2020-10-15,Portland,97225,1960,4,3.0,600000,2928,8712,204.91803278688525,204.92
2020-10-13,Portland,97219,1967,5,3.0,595000,3511,9583,169.46738820848762,169.47
2020-10-13,Portland,97221,1980,3,2.0,530000,1602,8276,330.8364544319601,330.84
2020-10-15,Portland,97225,1963,4,3.0,630000,2367,8276,266.1596958174905,266.16
2020-10-15,Portland,97239,1979,2,2.0,650000,1944,10018,334.36213991769546,334.36
2020-10-16,Portland,97239,1962,3,2.0,565000,1694,5227,333.530106257379,333.53
2020-10-19,Portland,97219,1976,3,2.0,535000,1092,17859,489.9267399267399,489.93
2020-10-16,Portland,97219,1993,4,3.0,510000,1916,6969,266.1795407098121,266.18
2020-10-16,Portland,97219,1960,3,2.0,515000,1584,6098,325.12626262626264,325.13
2020-10-19,Portland,97219,1976,3,2.0,507000,1136,12632,446.30281690140845,446.3
2020-10-19,Portland,97219,1970,4,3.0,615000,2363,9583,260.26237833262803,260.26
2020-10-19,Portland,97219,1958,3,2.0,516000,1904,7405,271.00840336134456,271.01
2020-10-19,Portland,97219,1999,4,3.0,615000,2518,8276,244.24146147736298,244.24
2020-10-21,Portland,97221,1956,3,2.0,630000,1562,11325,403.3290653008963,403.33
2020-10-21,Portland,97219,1981,4,2.0,585000,1642,6098,356.27283800243606,356.27
2020-10-21,Portland,97219,1959,4,2.0,480000,2108,4791,227.70398481973436,227.7
2020-10-22,Portland,97225,1950,3,1.0,485000,1266,10018,383.0963665086888,383.1
2020-10-22,Portland,97219,1992,4,3.0,639900,2538,6098,252.12765957446808,252.13
2020-10-25,Portland,97221,1955,3,2.0,575250,2965,10454,194.01349072512647,194.01
2020-10-27,Portland,97219,1954,2,2.0,540000,2237,10454,241.39472507822978,241.39
2020-10-27,Portland,97219,1929,3,2.0,530000,1865,10018,284.1823056300268,284.18
2020-10-27,Portland,97219,1952,4,3.0,521000,1812,9147,287.52759381898454,287.53
2020-10-27,Portland,97219,1979,3,2.0,541000,1912,6534,282.9497907949791,282.95
2020-10-25,Portland,97221,1929,4,4.0,601308,2144,8276,280.4608208955224,280.46
2020-10-29,Portland,97221,1977,4,3.0,645000,2910,10454,221.64948453608247,221.65
2020-11-04,Portland,97219,1923,3,2.0,562000,2530,4791,222.13438735177866,222.13
2020-10-30,Portland,97219,2017,3,3.0,642500,1953,2613,328.9810547875064,328.98
2020-10-25,Portland,97219,1956,3,3.0,585000,2856,21344,204.83193277310923,204.83
2020-11-04,Portland,97225,1958,4,2.0,525000,1336,4356,392.96407185628743,392.96
2020-11-02,Portland,97219,1947,3,2.0,599900,2149,20037,279.1530944625407,279.15
2020-11-04,Portland,97221,1988,3,3.0,552575,1810,8276,305.2900552486188,305.29
2020-11-04,Portland,97221,1975,4,3.0,484350,1948,6969,248.63963039014374,248.64
2020-11-09,Portland,97219,1959,3,3.0,520000,2028,4791,256.4102564102564,256.41
2020-11-05,Portland,97219,1950,4,2.0,575000,2628,15245,218.79756468797564,218.8
2020-11-05,Portland,97219,1992,3,2.0,479900,1660,19602,289.09638554216866,289.1
2020-11-10,Portland,97239,1942,3,3.0,500000,1688,7840,296.2085308056872,296.21
2020-11-10,Portland,97239,1963,4,3.0,560000,2531,6098,221.25642038719874,221.26
2020-11-05,Portland,97221,1992,4,2.5,570000,2144,8438,265.85820895522386,265.86
2020-11-12,Portland,97239,1986,3,3.0,525000,1970,4791,266.497461928934,266.5
2020-11-12,Portland,97219,1978,3,3.0,550000,2130,4356,258.21596244131456,258.22
2020-11-12,Portland,97219,1933,2,1.0,480000,1524,10018,314.96062992125985,314.96
2020-11-13,Portland,97221,1978,4,4.0,609000,3346,6969,182.00836820083683,182.01
2020-11-15,Lake Oswego,97035,1980,4,3.0,599900,2447,10018,245.15733551287292,245.16
2020-11-18,Portland,97219,1982,4,3.0,510000,2848,4791,179.07303370786516,179.07
2020-11-18,Portland,97221,1954,4,3.0,549000,2903,10890,189.11470892180503,189.11
2020-11-19,Portland,97201,1925,2,3.0,515000,2957,20037,174.1630030436253,174.16
2020-11-19,Portland,97219,1996,4,3.0,550000,2153,4791,255.45750116117046,255.46
2020-11-19,Portland,97219,2001,3,3.0,499999,1508,5227,331.56432360742707,331.56
2020-11-19,Portland,97221,1956,3,2.0,584000,1201,10890,486.26144879267275,486.26
2020-11-19,Portland,97219,1931,4,2.0,598888,2153,4791,278.164421737111,278.16
2020-11-13,Portland,97219,1992,4,3.0,605000,2490,7840,242.9718875502008,242.97
2020-11-23,Portland,97219,1942,5,2.0,586000,3102,9583,188.9103803997421,188.91
