Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,Zip Population,Zip SqMi,Zip Pop Density,Zip Mean HHI
2020-10-25,Portland,97229,1956,5,2.0,361890,1891,20038,19085,22.56,845.9663121,155336.0
2020-10-21,Portland,97229,1997,3,3.0,370000,1356,2178,19085,22.56,845.9663121,155336.0
2020-09-21,Portland,97229,1997,3,2.5,59400,1371,6098,19085,22.56,845.9663121,155336.0
2020-09-15,Portland,97229,2009,3,3.0,365500,1476,1306,19085,22.56,845.9663121,155336.0
2020-09-13,Portland,97229,1971,4,2.0,120000,2498,11761,19085,22.56,845.9663121,155336.0
2020-08-30,Portland,97229,2006,2,3.0,349000,1485,1306,19085,22.56,845.9663121,155336.0
2021-06-14,Portland,97229,1998,4,3.0,557200,1836,4792,19085,22.56,845.9663121,155336.0
2021-01-26,Portland,97229,2018,4,2.5,632200,2167,3920,19085,22.56,845.9663121,155336.0
2020-07-24,Portland,97229,1990,3,3.0,575000,2746,6534,19085,22.56,845.9663121,155336.0
2020-07-14,Portland,97229,1991,3,2.0,625000,1902,8712,19085,22.56,845.9663121,155336.0
2020-07-13,Portland,97229,1996,4,3.0,622450,2608,7405,19085,22.56,845.9663121,155336.0
2020-07-07,Portland,97229,2008,4,3.0,626000,2312,4791,19085,22.56,845.9663121,155336.0
2020-07-24,Portland,97229,2003,4,3.0,590000,2718,4791,19085,22.56,845.9663121,155336.0
2020-07-19,Portland,97229,2000,5,3.0,625000,3039,5227,19085,22.56,845.9663121,155336.0
2020-07-16,Portland,97229,2002,4,4.0,590000,2404,4356,19085,22.56,845.9663121,155336.0
2020-07-14,Portland,97229,1999,4,3.0,570000,2565,6098,19085,22.56,845.9663121,155336.0
2020-07-08,Portland,97229,2002,3,3.0,582000,2579,3920,19085,22.56,845.9663121,155336.0
2020-07-08,Portland,97229,1997,3,3.0,487000,1756,5227,19085,22.56,845.9663121,155336.0
2020-07-05,Portland,97229,2016,4,3.0,522000,1924,2613,19085,22.56,845.9663121,155336.0
2020-07-24,Portland,97229,1976,3,2.0,510500,2230,8276,19085,22.56,845.9663121,155336.0
2020-07-22,Portland,97229,2010,4,3.0,565000,2140,5227,19085,22.56,845.9663121,155336.0
2020-07-22,Portland,97229,1979,4,3.0,604000,2460,7840,19085,22.56,845.9663121,155336.0
2020-07-22,Portland,97229,1993,4,3.0,631500,2138,7405,19085,22.56,845.9663121,155336.0
2020-07-16,Portland,97229,2002,4,3.0,580000,3345,4791,19085,22.56,845.9663121,155336.0
2020-07-16,Portland,97229,1956,3,2.0,532500,1454,16552,19085,22.56,845.9663121,155336.0
2020-07-10,Portland,97229,2001,4,3.0,570000,2294,4791,19085,22.56,845.9663121,155336.0
2020-07-10,Portland,97229,1968,3,3.0,637000,1950,14810,19085,22.56,845.9663121,155336.0
2020-07-08,Portland,97229,1976,4,2.0,635000,2822,10018,19085,22.56,845.9663121,155336.0
2020-07-07,Portland,97229,1979,5,3.0,525000,3020,11326,19085,22.56,845.9663121,155336.0
2021-07-15,Portland,97229,1977,4,3.0,555000,2093,10890,19085,22.56,845.9663121,155336.0
2021-07-15,Portland,97229,1962,3,2.0,620000,1660,8276,19085,22.56,845.9663121,155336.0
2021-07-12,Portland,97229,2012,3,3.0,570000,1803,2613,19085,22.56,845.9663121,155336.0
2021-07-12,Portland,97229,1961,3,2.0,560000,1756,14810,19085,22.56,845.9663121,155336.0
2021-07-12,Portland,97229,1999,3,2.5,480000,1900,3920,19085,22.56,845.9663121,155336.0
2021-07-09,Portland,97229,2000,3,3.0,630000,2128,5227,19085,22.56,845.9663121,155336.0
2021-07-09,Portland,97229,1956,3,2.0,585000,1347,19602,19085,22.56,845.9663121,155336.0
2021-07-09,Portland,97229,2005,3,3.0,645000,2285,3920,19085,22.56,845.9663121,155336.0
2021-07-09,Portland,97229,1954,3,2.0,635000,1948,19602,19085,22.56,845.9663121,155336.0
2021-07-07,Portland,97229,1994,4,2.0,580000,1600,6969,19085,22.56,845.9663121,155336.0
2021-07-01,Portland,97229,2016,4,3.0,590000,1764,2613,19085,22.56,845.9663121,155336.0
2021-07-01,Portland,97229,2004,4,3.0,647000,2545,3920,19085,22.56,845.9663121,155336.0
2021-07-01,Portland,97229,2015,4,3.0,564000,2000,2613,19085,22.56,845.9663121,155336.0
2021-07-01,Portland,97229,1997,3,2.0,596000,1925,5227,19085,22.56,845.9663121,155336.0
2021-06-25,Portland,97229,1991,3,3.0,508000,1577,4791,19085,22.56,845.9663121,155336.0
2021-06-23,Portland,97229,1997,3,3.0,590000,1734,5662,19085,22.56,845.9663121,155336.0
2021-06-23,Portland,97229,2015,3,3.0,540000,1472,2613,19085,22.56,845.9663121,155336.0
2021-06-23,Portland,97229,1995,4,3.0,642000,2319,7405,19085,22.56,845.9663121,155336.0
2021-06-23,Portland,97229,1998,4,3.0,610000,1977,5227,19085,22.56,845.9663121,155336.0
2021-06-23,Portland,97229,2016,4,3.0,620000,1837,2613,19085,22.56,845.9663121,155336.0
2021-05-09,Portland,97229,1979,3,2.0,600000,2413,10454,19085,22.56,845.9663121,155336.0
2021-03-04,Portland,97229,1961,3,3.0,625000,2988,21780,19085,22.56,845.9663121,155336.0
2021-01-29,Portland,97229,2003,3,2.0,530000,1750,7405,19085,22.56,845.9663121,155336.0
2021-01-26,Portland,97229,2012,5,3.0,649000,2395,6098,19085,22.56,845.9663121,155336.0
2021-01-26,Portland,97229,2015,5,4.0,575000,2735,3484,19085,22.56,845.9663121,155336.0
2021-01-27,Portland,97229,1979,3,3.0,612000,2054,9583,19085,22.56,845.9663121,155336.0
2021-01-27,Portland,97229,2018,5,4.0,632200,3048,3049,19085,22.56,845.9663121,155336.0
2021-01-27,Portland,97229,1998,4,3.0,557862,2153,6534,19085,22.56,845.9663121,155336.0
2021-01-29,Portland,97229,1972,4,3.0,609804,2632,20037,19085,22.56,845.9663121,155336.0
2021-01-29,Portland,97229,2004,4,3.0,630000,2255,6534,19085,22.56,845.9663121,155336.0
2021-01-29,Portland,97229,1998,4,3.0,610000,2329,4356,19085,22.56,845.9663121,155336.0
2021-01-29,Portland,97229,2004,4,3.0,582000,1952,4356,19085,22.56,845.9663121,155336.0
2021-02-01,Portland,97229,2006,4,3.0,595000,2440,3484,19085,22.56,845.9663121,155336.0
2021-02-04,Portland,97229,1999,4,3.0,650000,2512,6969,19085,22.56,845.9663121,155336.0
2021-02-04,Portland,97229,1987,3,3.0,586500,2475,12196,19085,22.56,845.9663121,155336.0
2021-02-10,Portland,97229,1995,4,3.0,626000,2240,7840,19085,22.56,845.9663121,155336.0
2021-02-12,Portland,97229,2020,3,3.0,511990,1748,3049,19085,22.56,845.9663121,155336.0
2021-02-15,Portland,97229,2015,3,3.0,535000,1769,3484,19085,22.56,845.9663121,155336.0
2021-02-17,Portland,97229,1961,3,2.0,551000,1420,11325,19085,22.56,845.9663121,155336.0
2021-02-23,Portland,97229,2004,4,3.0,650000,2660,4791,19085,22.56,845.9663121,155336.0
2021-02-23,Portland,97229,1995,6,5.0,634000,4913,8276,19085,22.56,845.9663121,155336.0
2021-02-26,Portland,97229,1960,5,3.0,617500,2843,8276,19085,22.56,845.9663121,155336.0
2021-03-04,Portland,97229,1996,3,2.5,500000,1835,5662,19085,22.56,845.9663121,155336.0
2021-03-04,Portland,97229,2018,4,3.0,635000,2411,3049,19085,22.56,845.9663121,155336.0
2021-03-09,Portland,97229,2008,4,2.5,632000,2683,4356,19085,22.56,845.9663121,155336.0
2021-03-09,Portland,97229,2018,4,3.0,561000,1850,3920,19085,22.56,845.9663121,155336.0
2021-03-09,Portland,97229,1965,4,3.0,530000,3248,34412,19085,22.56,845.9663121,155336.0
2021-03-09,Portland,97229,1996,3,2.0,545149,1654,5662,19085,22.56,845.9663121,155336.0
2021-03-12,Portland,97229,2017,4,3.0,507000,1758,2613,19085,22.56,845.9663121,155336.0
2021-03-15,Beaverton,97229,1995,4,2.5,545000,1900,7405,19085,22.56,845.9663121,155336.0
2021-03-18,Portland,97229,1997,3,3.0,540000,1734,6098,19085,22.56,845.9663121,155336.0
2021-03-18,Portland,97229,2018,4,4.0,630000,3126,3049,19085,22.56,845.9663121,155336.0
2021-03-23,Portland,97229,1964,3,4.0,630000,2936,25264,19085,22.56,845.9663121,155336.0
2021-03-24,Portland,97229,2020,4,3.0,506623,1642,3049,19085,22.56,845.9663121,155336.0
2021-03-24,Portland,97229,1989,4,2.5,587225,2400,15245,19085,22.56,845.9663121,155336.0
2021-03-26,Portland,97229,1997,4,3.0,593500,2128,5227,19085,22.56,845.9663121,155336.0
2021-03-26,Portland,97229,1990,2,2.0,588800,1434,6534,19085,22.56,845.9663121,155336.0
2021-03-26,Portland,97229,0,3,3.0,550000,1744,2613,19085,22.56,845.9663121,155336.0
2021-03-26,Portland,97229,1976,3,3.0,499900,2242,7840,19085,22.56,845.9663121,155336.0
2021-03-29,Portland,97229,1990,4,3.0,605000,2830,34412,19085,22.56,845.9663121,155336.0
2021-04-01,Portland,97229,1967,3,2.0,552000,1637,7405,19085,22.56,845.9663121,155336.0
2021-04-04,Portland,97229,2019,4,3.0,598500,1951,2613,19085,22.56,845.9663121,155336.0
2021-04-06,Portland,97229,1990,4,3.0,600000,1895,5662,19085,22.56,845.9663121,155336.0
2021-04-06,Portland,97229,1998,3,3.0,557000,2329,5227,19085,22.56,845.9663121,155336.0
2021-04-14,Portland,97229,2005,3,3.0,538000,1724,3484,19085,22.56,845.9663121,155336.0
2021-04-15,Portland,97229,1997,4,3.0,605000,2203,7405,19085,22.56,845.9663121,155336.0
2021-04-15,Portland,97229,2004,3,3.0,536150,2172,5227,19085,22.56,845.9663121,155336.0
2021-04-20,Portland,97229,1962,3,2.0,645000,1708,7840,19085,22.56,845.9663121,155336.0
2021-04-26,Portland,97229,2016,4,3.0,605000,1742,4791,19085,22.56,845.9663121,155336.0
2021-04-28,Portland,97229,1967,5,3.0,633000,2401,9147,19085,22.56,845.9663121,155336.0
2021-04-28,Portland,97229,1999,5,3.0,631000,2614,6098,19085,22.56,845.9663121,155336.0
2021-04-28,Portland,97229,1962,3,2.0,476000,1152,19166,19085,22.56,845.9663121,155336.0
2021-04-29,Portland,97229,1972,4,3.0,578000,2296,8276,19085,22.56,845.9663121,155336.0
2021-04-29,Portland,97229,2021,5,3.0,645000,2559,5227,19085,22.56,845.9663121,155336.0
2021-04-29,Portland,97229,1995,4,3.0,574000,1795,7405,19085,22.56,845.9663121,155336.0
2021-04-29,Portland,97229,1990,3,3.0,489000,1546,4356,19085,22.56,845.9663121,155336.0
2021-05-03,Portland,97229,2000,4,4.0,612000,2259,6534,19085,22.56,845.9663121,155336.0
2021-05-04,Portland,97229,1990,3,2.5,500000,2050,6098,19085,22.56,845.9663121,155336.0
2021-05-09,Portland,97229,1991,3,3.0,570000,1789,6534,19085,22.56,845.9663121,155336.0
2021-05-09,Portland,97229,1961,4,3.0,520000,2488,15681,19085,22.56,845.9663121,155336.0
2021-05-12,Portland,97229,1999,3,2.0,540000,1268,6098,19085,22.56,845.9663121,155336.0
2021-05-12,Portland,97229,1992,4,3.0,580000,2543,6969,19085,22.56,845.9663121,155336.0
2021-05-12,Portland,97229,2015,4,3.0,590000,1908,2613,19085,22.56,845.9663121,155336.0
2021-05-13,Portland,97229,2019,3,3.0,575000,1744,2613,19085,22.56,845.9663121,155336.0
2021-05-13,Portland,97229,1997,3,3.0,570000,1783,4791,19085,22.56,845.9663121,155336.0
2021-05-13,Portland,97229,2000,3,3.0,586000,1721,5662,19085,22.56,845.9663121,155336.0
2021-05-17,Portland,97229,2016,3,3.0,535000,1592,2178,19085,22.56,845.9663121,155336.0
2021-05-23,Portland,97229,1997,3,3.0,506900,1425,4791,19085,22.56,845.9663121,155336.0
2021-05-24,Portland,97229,1971,3,2.0,625000,1343,10018,19085,22.56,845.9663121,155336.0
2021-05-26,Portland,97229,1977,3,3.0,642000,2447,10454,19085,22.56,845.9663121,155336.0
2021-05-26,Portland,97229,2020,3,3.0,515027,1748,3049,19085,22.56,845.9663121,155336.0
2021-05-28,Portland,97229,2013,4,3.0,605000,2416,3049,19085,22.56,845.9663121,155336.0
2021-05-28,Portland,97229,1964,4,3.0,620000,3850,9147,19085,22.56,845.9663121,155336.0
2021-05-28,Portland,97229,2018,4,3.0,602000,2033,3484,19085,22.56,845.9663121,155336.0
2021-06-01,Portland,97229,2010,3,3.0,591000,1624,3049,19085,22.56,845.9663121,155336.0
2021-06-03,Portland,97229,2000,3,3.0,521000,1576,2613,19085,22.56,845.9663121,155336.0
2021-06-03,Portland,97229,2021,5,4.0,636925,2265,3049,19085,22.56,845.9663121,155336.0
2021-06-14,Portland,97229,2020,4,3.0,625000,2297,3484,19085,22.56,845.9663121,155336.0
2021-06-15,Portland,97229,1997,3,3.0,610000,1893,7405,19085,22.56,845.9663121,155336.0
2021-06-15,Portland,97229,2015,3,3.0,548000,1474,2178,19085,22.56,845.9663121,155336.0
2021-06-17,Portland,97229,1997,4,3.0,636000,1963,6098,19085,22.56,845.9663121,155336.0
2021-05-09,Portland,97229,2008,3,3.0,570000,1704,3484,19085,22.56,845.9663121,155336.0
2021-01-21,Portland,97229,1997,4,3.0,580000,2277,10454,19085,22.56,845.9663121,155336.0
2021-01-13,Portland,97229,2008,3,3.0,509000,1786,3049,19085,22.56,845.9663121,155336.0
2021-01-12,Portland,97229,1996,4,3.0,535000,2093,5662,19085,22.56,845.9663121,155336.0
2021-01-10,Portland,97229,1991,3,3.0,530000,1875,7840,19085,22.56,845.9663121,155336.0
2020-12-29,Portland,97229,1998,5,3.0,625000,2577,15681,19085,22.56,845.9663121,155336.0
2020-12-21,Portland,97229,2016,5,3.0,616000,2547,3484,19085,22.56,845.9663121,155336.0
2020-12-16,Portland,97229,1997,4,3.0,574900,2229,6534,19085,22.56,845.9663121,155336.0
2020-12-14,Portland,97229,2010,4,3.0,590000,2392,4791,19085,22.56,845.9663121,155336.0
2020-12-10,Portland,97229,2012,4,3.0,614000,2348,4791,19085,22.56,845.9663121,155336.0
2021-01-19,Portland,97229,1966,5,2.5,600000,3190,7840,19085,22.56,845.9663121,155336.0
2020-11-30,Portland,97229,1994,4,3.0,580000,2218,7840,19085,22.56,845.9663121,155336.0
2021-01-18,Portland,97229,1995,4,3.0,589000,2208,8276,19085,22.56,845.9663121,155336.0
2020-11-30,Portland,97229,2020,3,3.0,494995,1925,2613,19085,22.56,845.9663121,155336.0
2020-11-30,Portland,97229,1996,4,3.0,508000,2271,5227,19085,22.56,845.9663121,155336.0
2021-01-18,Portland,97229,1998,3,3.0,575000,2133,5227,19085,22.56,845.9663121,155336.0
2020-11-29,Portland,97229,2014,4,3.0,605000,2308,3920,19085,22.56,845.9663121,155336.0
2021-01-18,Portland,97229,2019,4,3.0,535000,1837,2613,19085,22.56,845.9663121,155336.0
2020-11-24,Portland,97229,1998,4,3.0,555000,2146,5227,19085,22.56,845.9663121,155336.0
2021-01-15,Portland,97229,2004,5,3.0,649900,3079,4791,19085,22.56,845.9663121,155336.0
2020-11-04,Portland,97229,1990,3,4.0,535000,2312,5662,19085,22.56,845.9663121,155336.0
2020-10-27,Portland,97229,2015,3,3.0,485000,2074,3049,19085,22.56,845.9663121,155336.0
2020-10-25,Portland,97229,1995,4,3.0,555000,2325,8712,19085,22.56,845.9663121,155336.0
2020-10-22,Portland,97229,1991,5,3.0,641000,3190,7405,19085,22.56,845.9663121,155336.0
2020-10-15,Portland,97229,2013,3,3.0,590000,2535,3484,19085,22.56,845.9663121,155336.0
2020-10-07,Portland,97229,1991,4,3.0,640000,2891,7840,19085,22.56,845.9663121,155336.0
2020-10-05,Portland,97229,1917,5,2.0,565000,2170,13068,19085,22.56,845.9663121,155336.0
2021-01-12,Portland,97229,1962,3,2.0,600000,2448,6969,19085,22.56,845.9663121,155336.0
2020-09-18,Portland,97229,1997,4,3.0,630000,2707,7840,19085,22.56,845.9663121,155336.0
2020-09-18,Portland,97229,1997,4,3.0,580000,2304,6969,19085,22.56,845.9663121,155336.0
2020-09-13,Portland,97229,1997,5,3.0,570000,2407,6098,19085,22.56,845.9663121,155336.0
2021-01-07,Portland,97229,2010,3,3.0,490000,1739,3484,19085,22.56,845.9663121,155336.0
2020-09-10,Portland,97229,2017,5,4.0,570000,3008,5227,19085,22.56,845.9663121,155336.0
2021-01-07,Portland,97229,2012,4,4.0,640000,2836,4356,19085,22.56,845.9663121,155336.0
2020-09-10,Portland,97229,2016,5,3.0,580000,2506,6534,19085,22.56,845.9663121,155336.0
2020-08-27,Portland,97229,2017,4,3.0,569900,2328,2613,19085,22.56,845.9663121,155336.0
2020-08-27,Portland,97229,2012,3,3.0,602500,2497,4356,19085,22.56,845.9663121,155336.0
2020-08-27,Portland,97229,2006,4,3.0,535000,2414,3484,19085,22.56,845.9663121,155336.0
2021-01-05,Portland,97229,2005,5,3.0,637500,3053,6098,19085,22.56,845.9663121,155336.0
2020-08-21,Portland,97229,1997,5,3.0,605000,2236,6534,19085,22.56,845.9663121,155336.0
2020-08-19,Portland,97229,1997,4,3.0,540000,2404,6098,19085,22.56,845.9663121,155336.0
2020-12-30,Portland,97229,2004,4,3.0,550000,2460,8276,19085,22.56,845.9663121,155336.0
2020-08-18,Portland,97229,1996,4,3.0,610000,2260,8276,19085,22.56,845.9663121,155336.0
2020-08-16,Portland,97229,1997,3,3.0,515000,1734,6969,19085,22.56,845.9663121,155336.0
2020-08-13,Portland,97229,1994,4,3.0,543000,2370,8276,19085,22.56,845.9663121,155336.0
2020-08-05,Portland,97229,1996,4,3.0,575000,2334,6969,19085,22.56,845.9663121,155336.0
2020-08-02,Portland,97229,2006,3,3.0,488000,2260,3484,19085,22.56,845.9663121,155336.0
2020-08-02,Portland,97229,2001,4,4.0,585000,2420,9583,19085,22.56,845.9663121,155336.0
2020-12-22,Portland,97229,1966,4,3.0,550000,1972,7405,19085,22.56,845.9663121,155336.0
2020-07-30,Portland,97229,1997,4,3.0,594000,2925,6098,19085,22.56,845.9663121,155336.0
2020-12-22,Portland,97229,1957,5,3.0,560000,2601,13068,19085,22.56,845.9663121,155336.0
2020-07-30,Portland,97229,2011,4,3.0,590000,2348,3484,19085,22.56,845.9663121,155336.0
2020-12-22,Portland,97229,2000,4,3.0,480000,1708,2613,19085,22.56,845.9663121,155336.0
2020-07-27,Portland,97229,1990,4,3.0,515000,2233,7840,19085,22.56,845.9663121,155336.0
2020-12-22,Portland,97229,2016,3,3.0,542500,1957,3049,19085,22.56,845.9663121,155336.0
2020-12-22,Portland,97229,1960,2,3.0,494000,2003,20908,19085,22.56,845.9663121,155336.0
2020-12-21,Portland,97229,2005,5,3.0,645000,3059,8276,19085,22.56,845.9663121,155336.0
2020-12-18,Portland,97229,1962,4,3.0,495000,2358,7405,19085,22.56,845.9663121,155336.0
2020-12-16,Portland,97229,1998,4,3.0,633000,2329,5227,19085,22.56,845.9663121,155336.0
2020-12-16,Portland,97229,2020,3,3.0,509990,1748,3049,19085,22.56,845.9663121,155336.0
2020-12-16,Portland,97229,2010,4,3.0,535000,2174,3049,19085,22.56,845.9663121,155336.0
2020-12-13,Portland,97229,2016,4,3.0,639000,2582,5227,19085,22.56,845.9663121,155336.0
2020-08-21,Portland,97229,1953,2,1.0,512000,780,43560,19085,22.56,845.9663121,155336.0
2020-12-08,Portland,97229,1954,4,2.0,497000,2672,12196,19085,22.56,845.9663121,155336.0
2020-12-08,Portland,97229,2018,3,3.0,526000,1744,2613,19085,22.56,845.9663121,155336.0
2020-12-08,Portland,97229,2011,4,4.0,575000,2558,3484,19085,22.56,845.9663121,155336.0
2020-12-04,Portland,97229,1973,3,2.0,536000,1671,8276,19085,22.56,845.9663121,155336.0
2020-12-02,Portland,97229,1977,4,3.0,649900,3744,8712,19085,22.56,845.9663121,155336.0
2020-12-02,Portland,97229,1950,4,5.0,481500,2826,15245,19085,22.56,845.9663121,155336.0
2020-11-29,Portland,97229,2015,3,3.0,520000,1801,3484,19085,22.56,845.9663121,155336.0
2020-11-24,Portland,97229,1991,4,3.0,625000,2614,8712,19085,22.56,845.9663121,155336.0
2020-11-24,Portland,97229,1958,4,2.0,650000,2532,30927,19085,22.56,845.9663121,155336.0
2020-11-24,Portland,97229,1965,3,2.0,556000,1746,8276,19085,22.56,845.9663121,155336.0
2020-11-24,Portland,97229,2005,4,3.0,650000,2658,4791,19085,22.56,845.9663121,155336.0
2020-11-23,Portland,97229,1963,3,2.0,510214,1509,7405,19085,22.56,845.9663121,155336.0
2020-11-19,Portland,97229,2000,4,3.0,630000,2381,5227,19085,22.56,845.9663121,155336.0
2020-11-19,Portland,97229,1997,3,3.0,503000,1750,5227,19085,22.56,845.9663121,155336.0
2020-11-19,Portland,97229,2015,4,3.0,580000,1991,3484,19085,22.56,845.9663121,155336.0
2020-11-19,Portland,97229,1995,4,3.0,615000,2400,7840,19085,22.56,845.9663121,155336.0
2020-11-19,Portland,97229,1992,4,3.0,630000,2437,8276,19085,22.56,845.9663121,155336.0
2020-11-18,Portland,97229,2020,3,3.0,512990,1744,5000,19085,22.56,845.9663121,155336.0
2020-11-12,Portland,97229,1995,5,3.0,627000,2829,6098,19085,22.56,845.9663121,155336.0
2020-11-12,Portland,97229,1997,4,3.0,625000,2811,5662,19085,22.56,845.9663121,155336.0
2020-11-10,Portland,97229,1962,4,3.0,625000,2216,7840,19085,22.56,845.9663121,155336.0
2020-11-05,Portland,97229,1997,4,3.0,599947,2369,5227,19085,22.56,845.9663121,155336.0
2020-11-05,Portland,97229,1998,4,3.0,581000,2454,5227,19085,22.56,845.9663121,155336.0
2020-11-05,Portland,97229,1932,3,1.0,620000,2575,219542,19085,22.56,845.9663121,155336.0
2020-11-05,Portland,97229,1979,3,2.0,560000,2028,10890,19085,22.56,845.9663121,155336.0
2020-11-04,Portland,97229,2004,5,3.0,613000,2931,3484,19085,22.56,845.9663121,155336.0
2020-11-04,Portland,97229,2018,4,3.0,575000,2002,2613,19085,22.56,845.9663121,155336.0
2020-11-04,Portland,97229,1998,4,3.0,650000,2374,8276,19085,22.56,845.9663121,155336.0
2020-10-30,Portland,97229,2015,4,3.0,555000,1991,2613,19085,22.56,845.9663121,155336.0
2020-10-29,Portland,97229,2010,3,3.0,525000,1819,3049,19085,22.56,845.9663121,155336.0
2020-10-27,Portland,97229,2000,3,3.0,640000,2860,5662,19085,22.56,845.9663121,155336.0
2020-10-27,Portland,97229,2004,4,3.0,600000,2992,3484,19085,22.56,845.9663121,155336.0
2020-10-27,Portland,97229,2002,4,3.0,574900,2550,4356,19085,22.56,845.9663121,155336.0
2020-10-27,Portland,97229,2013,3,3.0,600000,2019,4356,19085,22.56,845.9663121,155336.0
2020-10-25,Portland,97229,2017,4,3.0,540000,2015,2613,19085,22.56,845.9663121,155336.0
2020-10-25,Portland,97229,2004,5,3.0,525000,3212,7840,19085,22.56,845.9663121,155336.0
2020-10-25,Portland,97229,1956,4,2.0,625000,2612,24393,19085,22.56,845.9663121,155336.0
2020-10-22,Portland,97229,2011,5,3.0,589900,2409,3049,19085,22.56,845.9663121,155336.0
2020-10-22,Portland,97229,2016,4,3.0,490000,1830,2613,19085,22.56,845.9663121,155336.0
2020-10-22,Portland,97229,2020,4,3.0,529509,1837,3049,19085,22.56,845.9663121,155336.0
2020-10-22,Portland,97229,2002,4,3.0,580000,2702,4791,19085,22.56,845.9663121,155336.0
2020-10-21,Portland,97229,2019,4,3.0,538000,1864,2613,19085,22.56,845.9663121,155336.0
2020-10-21,Portland,97229,2004,4,4.0,615000,3527,5662,19085,22.56,845.9663121,155336.0
2020-10-21,Portland,97229,2011,4,3.0,629900,2324,4791,19085,22.56,845.9663121,155336.0
2020-10-19,Portland,97229,1962,3,2.0,497000,1500,11761,19085,22.56,845.9663121,155336.0
2020-10-19,Portland,97229,2013,4,3.0,515000,2017,3484,19085,22.56,845.9663121,155336.0
2020-10-19,Portland,97229,2000,3,3.0,623000,2659,7405,19085,22.56,845.9663121,155336.0
2020-10-16,Portland,97229,1995,3,4.0,640000,2722,9147,19085,22.56,845.9663121,155336.0
2020-10-16,Portland,97229,2017,3,3.0,518000,1812,2613,19085,22.56,845.9663121,155336.0
2020-10-16,Portland,97229,1942,4,2.0,565000,3030,34412,19085,22.56,845.9663121,155336.0
2020-10-15,Portland,97229,2004,3,3.0,549999,2219,5227,19085,22.56,845.9663121,155336.0
2020-10-13,Portland,97229,1995,3,2.0,511500,1500,6534,19085,22.56,845.9663121,155336.0
2020-10-13,Portland,97229,2003,4,3.0,639900,2485,5227,19085,22.56,845.9663121,155336.0
2020-10-08,Portland,97229,1976,3,3.0,522500,1836,9147,19085,22.56,845.9663121,155336.0
2020-10-08,Portland,97229,2012,5,4.0,610000,2962,4356,19085,22.56,845.9663121,155336.0
2020-10-08,Portland,97229,1982,3,3.0,525000,1958,8276,19085,22.56,845.9663121,155336.0
2020-10-07,Portland,97229,1998,4,4.0,634900,2895,12632,19085,22.56,845.9663121,155336.0
2020-10-02,Portland,97229,1954,4,2.0,579000,2824,29185,19085,22.56,845.9663121,155336.0
2020-10-02,Portland,97229,1965,4,3.0,531000,1900,7405,19085,22.56,845.9663121,155336.0
2020-09-30,Portland,97229,1998,4,3.0,630000,2284,7405,19085,22.56,845.9663121,155336.0
2020-09-30,Portland,97229,2016,4,3.0,619000,2347,3920,19085,22.56,845.9663121,155336.0
2020-09-29,Portland,97229,2013,4,3.0,510000,2162,3049,19085,22.56,845.9663121,155336.0
2020-09-29,Portland,97229,1999,4,3.0,595000,2289,7840,19085,22.56,845.9663121,155336.0
2020-09-29,Portland,97229,1973,3,2.0,535000,1693,8276,19085,22.56,845.9663121,155336.0
2020-09-29,Portland,97229,1976,5,3.0,615000,3501,10454,19085,22.56,845.9663121,155336.0
2020-09-29,Portland,97229,1999,3,2.0,570000,1888,7840,19085,22.56,845.9663121,155336.0
2020-09-27,Portland,97229,1992,4,3.0,630000,2385,6969,19085,22.56,845.9663121,155336.0
2020-09-21,Portland,97229,1996,4,3.0,552000,2138,6969,19085,22.56,845.9663121,155336.0
2020-09-21,Portland,97229,2016,4,3.0,500000,1764,3049,19085,22.56,845.9663121,155336.0
2020-09-21,Portland,97229,2002,3,2.0,520000,1653,8276,19085,22.56,845.9663121,155336.0
2020-09-18,Portland,97229,1999,4,3.0,610000,2692,6098,19085,22.56,845.9663121,155336.0
2020-09-13,Portland,97229,2005,3,3.0,575000,2279,3920,19085,22.56,845.9663121,155336.0
2020-09-10,Portland,97229,1997,4,3.0,562990,2418,5227,19085,22.56,845.9663121,155336.0
2020-09-09,Portland,97229,1999,3,3.0,625000,2715,5662,19085,22.56,845.9663121,155336.0
2020-09-09,Portland,97229,2002,3,3.0,570000,2271,3920,19085,22.56,845.9663121,155336.0
2020-09-04,Portland,97229,1996,4,3.0,538000,2232,6969,19085,22.56,845.9663121,155336.0
2020-08-30,Portland,97229,2000,4,3.0,600000,3025,4791,19085,22.56,845.9663121,155336.0
2020-08-26,Portland,97229,1999,5,3.0,573500,2383,5227,19085,22.56,845.9663121,155336.0
2020-08-24,Portland,97229,1999,4,3.0,579400,2081,5227,19085,22.56,845.9663121,155336.0
2020-08-24,Portland,97229,2007,4,3.0,640000,2604,5663,19085,22.56,845.9663121,155336.0
2020-08-19,Portland,97229,1995,3,3.0,593000,2321,7840,19085,22.56,845.9663121,155336.0
2020-08-13,Portland,97229,1997,4,3.0,649000,2551,7840,19085,22.56,845.9663121,155336.0
2020-08-13,Portland,97229,2003,5,3.0,597000,2698,3920,19085,22.56,845.9663121,155336.0
2020-08-10,Portland,97229,1997,4,3.0,504000,1796,5227,19085,22.56,845.9663121,155336.0
2020-08-05,Portland,97229,1998,4,3.0,552900,2336,4792,19085,22.56,845.9663121,155336.0
