,Sale Date,Home Type,City,Zip Code,Year Built,Bed,Bath,Sale Price,Property Tax Rate,Square Feet,Lot Size
8402,2020-07-08,Single Family,Portland,97233,1957,3,1.0,335000,1.12,1021,6098
8403,2020-07-13,Single Family,Portland,97233,1954,4,2.0,330000,1.12,1632,7405
8404,2020-07-14,Single Family,Portland,97233,1954,2,1.0,234000,1.12,770,6969
8405,2020-07-13,Single Family,Portland,97233,1960,3,2.0,360000,1.12,2174,9147
8406,2020-07-14,Single Family,Portland,97236,1977,3,2.0,319000,1.12,1814,10890
8407,2020-07-16,Single Family,Portland,97236,1951,2,2.0,286500,1.12,1290,7405
8408,2020-07-16,Single Family,Portland,97236,1970,3,1.0,335000,1.12,912,7405
8409,2020-07-19,Single Family,Portland,97233,1961,3,2.0,343750,1.12,1569,6969
8410,2020-07-21,Single Family,Portland,97236,1950,2,1.0,292302,1.12,804,10890
8411,2020-07-19,Single Family,Portland,97236,1958,3,2.0,369000,1.12,1258,8276
8413,2020-07-21,Single Family,Portland,97233,1954,2,1.0,315000,1.12,912,7405
8414,2020-07-22,Single Family,Portland,97233,1964,3,1.0,320000,1.12,882,7405
8415,2020-07-22,Single Family,Portland,97233,1962,4,2.0,340000,1.12,1627,7405
8416,2020-07-24,Single Family,Portland,97236,1953,3,1.0,321000,1.12,816,9147
8417,2020-07-24,Single Family,Portland,97236,1970,3,2.0,309000,1.12,1320,8276
8418,2020-07-24,Single Family,Portland,97236,1949,3,2.0,350000,1.12,1608,8276
8419,2020-07-24,Single Family,Portland,97233,2006,3,3.0,365000,1.12,2176,5662
8420,2020-07-27,Single Family,Portland,97236,1960,3,2.0,343000,1.12,1308,8712
8424,2020-12-21,Single Family,Portland,97206,1944,3,2.0,350000,1.12,1615,4791
8426,2020-11-24,Single Family,Portland,97211,1927,1,1.0,265000,1.12,868,5000
8429,2020-11-24,Single Family,Portland,97220,1952,4,2.0,335000,1.12,2655,13939
8430,2020-11-23,Single Family,Portland,97220,1945,3,2.0,364900,1.12,1964,4791
8431,2020-11-19,Single Family,Portland,97216,1950,2,1.0,289637,1.12,840,6534
8434,2020-11-19,Single Family,Portland,97220,1951,2,1.0,303000,1.12,704,6098
8435,2020-11-19,Single Family,Portland,97220,1946,3,2.0,260000,1.12,2288,10500
8437,2020-11-18,Single Family,Portland,97216,2010,3,2.5,300000,1.12,1380,2178
8438,2020-11-18,Single Family,Portland,97220,1947,2,1.0,295000,1.12,702,4356
8439,2020-11-18,Single Family,Portland,97218,1923,2,1.0,296000,1.12,853,4791
8443,2020-11-16,Single Family,Portland,97220,1955,3,1.0,352000,1.12,971,6098
8446,2020-11-15,Single Family,Portland,97220,1949,2,1.0,298500,1.12,768,6969
8447,2020-11-13,Single Family,Portland,97211,2005,2,3.0,375000,1.12,1332,1742
8448,2020-11-13,Single Family,Portland,97212,1905,4,1.0,335000,1.12,2661,4791
8450,2020-11-12,Single Family,Portland,97216,1923,2,1.0,113834,1.12,768,5000
8451,2020-11-12,Single Family,Portland,97220,1950,3,2.0,370000,1.12,1821,6098
8452,2020-11-12,Single Family,Portland,97220,1954,3,1.0,351000,1.12,1491,8712
8453,2020-11-12,Single Family,Portland,97220,1924,3,3.0,295000,1.12,1100,6098
8456,2020-11-09,Single Family,Portland,97213,1945,2,1.0,370000,1.12,1440,6098
8458,2020-11-05,Single Family,Portland,97218,1950,2,1.0,370000,1.12,786,4791
8459,2020-11-05,Single Family,Portland,97211,1949,2,1.0,362000,1.12,720,5000
8460,2020-11-04,Single Family,Portland,97233,1953,3,2.0,355000,1.12,1302,8276
8461,2020-11-04,Single Family,Portland,97216,1956,3,2.0,296900,1.12,1373,6969
8462,2020-11-04,Single Family,Portland,97213,1926,3,1.5,250000,1.12,1580,8000
8465,2020-11-04,Single Family,Portland,97230,1954,3,1.0,325000,1.12,1408,8712
8468,2020-11-02,Single Family,Portland,97218,1947,3,1.0,344000,1.12,1196,6098
8469,2020-10-30,Single Family,Portland,97218,1928,2,1.0,225000,1.12,1024,4791
8470,2020-10-30,Single Family,Portland,97213,1928,3,2.0,369000,1.12,1656,4791
8471,2020-10-30,Single Family,Portland,97216,2016,3,3.0,328000,1.12,1200,1306
8472,2020-10-30,Single Family,Portland,97213,1994,3,2.0,373000,1.12,1008,4791
8474,2020-10-30,Single Family,Portland,97220,1949,2,1.0,230000,1.12,768,6098
8475,2020-10-29,Single Family,Portland,97220,1952,2,1.0,359000,1.12,726,4791
8476,2020-10-27,Single Family,Portland,97220,1926,2,1.0,286000,1.12,848,4356
8478,2020-08-19,Single Family,Portland,97230,1951,3,1.0,450000,1.12,1094,21700
8480,2020-10-27,Single Family,Portland,97211,1924,1,1.0,359000,1.12,898,4791
8481,2020-07-07,Single Family,Portland,97211,1944,3,1.0,261000,1.12,822,5227
8483,2020-10-27,Single Family,Portland,97220,1954,3,1.0,307000,1.12,864,4791
8484,2020-10-27,Single Family,Portland,97212,1999,2,2.5,360000,1.12,1302,1595
8485,2020-10-25,Single Family,Portland,97220,1999,3,3.0,330000,1.12,1504,5227
8486,2020-10-25,Single Family,Portland,97216,1948,2,1.0,336000,1.12,1114,4356
8487,2020-07-24,Single Family,Portland,97211,1944,3,1.0,250500,1.12,760,3484
8488,2020-10-25,Single Family,Portland,97220,1956,3,1.5,315000,1.12,1110,8100
8490,2020-10-22,Single Family,Portland,97230,1945,2,1.0,246000,1.12,1715,13503
8491,2020-07-24,Single Family,Portland,97230,1959,4,1.0,350000,1.12,2328,7405
8492,2020-10-22,Single Family,Portland,97220,1924,2,1.0,250000,1.12,952,6000
8494,2020-10-22,Single Family,Portland,97218,1928,2,1.0,365000,1.12,744,9981
8497,2020-07-19,Single Family,Portland,97230,1975,3,3.0,330000,1.12,2008,9583
8498,2020-07-16,Single Family,Portland,97230,1964,3,2.0,355000,1.12,1472,7405
8499,2020-10-21,Single Family,Portland,97217,1910,3,1.0,366400,1.12,1660,2178
8500,2020-07-14,Single Family,Portland,97230,1955,3,1.0,342500,1.12,1080,7405
8501,2020-07-14,Single Family,Portland,97230,1964,3,2.0,374000,1.12,2602,7840
8502,2020-10-21,Single Family,Portland,97216,1954,2,1.0,375000,1.12,758,4356
8503,2020-07-13,Single Family,Portland,97230,1960,3,1.5,75000,1.12,1740,10700
8504,2020-10-19,Single Family,Portland,97220,1953,3,2.0,329000,1.12,1236,6534
8505,2020-10-19,Single Family,Portland,97213,1928,4,1.0,335000,1.12,1824,5227
8506,2020-07-13,Single Family,Portland,97230,1966,3,1.0,345000,1.12,1008,6969
8507,2020-10-19,Single Family,Portland,97215,1920,2,1.0,300000,1.12,1204,4791
8508,2020-07-10,Single Family,Portland,97230,1950,3,2.0,339000,1.12,2640,9147
8509,2020-10-16,Single Family,Portland,97220,1951,2,1.0,365500,1.12,726,5662
8511,2020-10-16,Single Family,Portland,97217,1928,2,1.0,320000,1.12,1122,4900
8512,2020-10-15,Single Family,Portland,97220,1949,2,2.0,349500,1.12,1352,7405
8514,2020-10-15,Single Family,Portland,97220,1956,4,1.0,355000,1.12,2420,7405
8516,2020-10-15,Single Family,Portland,97217,1922,1,1.0,347000,1.12,1456,4791
8520,2020-10-15,Single Family,Portland,97220,1950,2,1.0,372000,1.12,1858,6098
8521,2020-10-15,Single Family,Portland,97220,1925,3,1.0,375000,1.12,1144,4791
8523,2020-10-13,Single Family,Portland,97211,1949,2,1.0,365000,1.12,768,5662
8524,2020-10-13,Single Family,Portland,97218,1942,4,2.5,130000,1.12,1842,7500
8525,2020-10-08,Single Family,Portland,97220,1952,2,1.0,320000,1.12,720,5662
8529,2020-10-07,Single Family,Portland,97220,1951,3,1.0,350000,1.12,996,6534
8531,2020-10-05,Single Family,Portland,97217,1929,3,1.0,317000,1.12,1440,4356
8532,2020-10-05,Single Family,Portland,97218,1954,3,1.0,290000,1.12,912,6300
8535,2020-10-05,Single Family,Portland,97212,1923,2,1.0,285000,1.12,1165,5000
8536,2020-10-05,Single Family,Portland,97220,1951,2,1.0,350000,1.12,1190,6980
8537,2020-10-05,Single Family,Portland,97220,1949,2,1.0,325000,1.12,978,10454
8538,2020-10-05,Single Family,Portland,97220,1957,3,2.0,345000,1.12,1211,6969
8539,2020-09-30,Single Family,Portland,97220,1928,2,2.0,280000,1.12,1444,5662
8540,2021-05-21,Single Family,Portland,97236,1931,3,1.0,365000,1.12,2212,12196
8541,2020-09-29,Single Family,Portland,97220,1955,3,1.0,310000,1.12,960,8276
8542,2020-09-29,Single Family,Portland,97230,1949,3,2.0,349000,1.12,2080,10890
8543,2020-09-29,Single Family,Portland,97217,1946,2,1.0,350000,1.12,992,6098
8546,2020-09-21,Single Family,Portland,97211,1919,1,2.0,150000,1.12,1540,4792
8547,2020-09-24,Single Family,Portland,97211,1949,3,2.0,365000,1.12,2444,5662
8548,2020-09-15,Single Family,Portland,97220,1940,2,1.0,338000,1.12,1099,8276
8549,2020-09-10,Single Family,Portland,97211,1920,2,1.0,339000,1.12,1064,4791
8555,2020-09-10,Single Family,Portland,97216,2006,3,3.0,353000,1.12,1400,2178
8556,2020-09-10,Single Family,Portland,97216,1951,3,2.0,305000,1.12,1200,3920
8557,2020-09-10,Single Family,Portland,97211,1923,6,2.0,362000,1.12,1880,7500
8558,2020-09-10,Single Family,Portland,97220,1914,2,1.0,300000,1.12,1053,5227
8559,2020-09-15,Single Family,Portland,97220,1950,3,1.0,350000,1.12,1368,9147
8561,2020-09-16,Single Family,Portland,97220,1957,3,1.0,250000,1.12,1048,5662
8565,2020-09-21,Single Family,Portland,97220,1915,3,2.0,132650,1.12,2465,20908
8566,2020-09-21,Single Family,Portland,97220,1926,3,1.0,260000,1.12,2128,8712
8568,2020-09-21,Single Family,Portland,97220,1951,3,2.0,367500,1.12,1228,10454
8569,2020-09-23,Single Family,Portland,97213,1914,2,1.0,360000,1.12,1366,4791
8572,2020-09-24,Single Family,Portland,97218,2009,2,1.0,310000,1.12,966,2178
8573,2020-09-24,Single Family,Portland,97211,1970,3,1.0,349000,1.12,980,4791
8574,2020-09-27,Single Family,Portland,97213,1910,3,2.0,302000,1.12,1470,4791
8577,2020-09-29,Single Family,Portland,97220,1940,4,2.0,330000,1.12,1630,3049
8578,2020-09-29,Single Family,Portland,97220,1981,3,2.0,375000,1.12,1176,10454
8579,2020-09-29,Single Family,Portland,97218,1948,3,1.0,375000,1.12,952,6098
8580,2020-07-24,Single Family,Portland,97206,1908,4,1.0,360000,1.12,1444,4791
8583,2020-09-02,Single Family,Portland,97218,2003,3,3.0,350000,1.12,1506,2613
8584,2020-09-01,Single Family,Portland,97220,1920,2,1.0,200000,1.12,1396,9147
8585,2020-09-01,Single Family,Portland,97218,1950,2,1.0,100000,1.12,1331,5300
8586,2020-08-27,Single Family,Portland,97220,1949,4,1.0,340000,1.12,1152,6098
8588,2020-08-27,Single Family,Portland,97218,1950,3,1.0,330000,1.12,1248,3920
8589,2020-09-04,Single Family,Portland,97212,1906,2,1.0,360000,1.12,1200,1650
8590,2020-08-27,Single Family,Portland,97220,1949,2,1.0,375000,1.12,912,6098
8592,2020-08-21,Single Family,Portland,97218,1960,3,1.0,375000,1.12,884,4791
8594,2020-08-19,Single Family,Portland,97220,1924,4,3.0,335000,1.12,1262,4792
8595,2020-08-19,Single Family,Portland,97220,1944,3,1.0,339000,1.12,1380,4356
8598,2020-08-18,Single Family,Portland,97220,1981,3,1.0,345000,1.12,1008,4356
8600,2020-08-13,Single Family,Portland,97220,1996,4,2.0,350000,1.12,1720,7405
8602,2020-08-07,Single Family,Portland,97218,1946,1,1.0,300000,1.12,1264,9130
8603,2020-09-07,Single Family,Portland,97220,1952,2,1.0,345000,1.12,1052,7405
8605,2020-08-07,Single Family,Portland,97218,2009,3,2.0,348000,1.12,1370,2178
8606,2020-08-24,Single Family,Portland,97232,1930,3,1.0,222000,1.12,1400,5000
8607,2020-08-04,Single Family,Portland,97218,1948,3,1.0,375000,1.12,1136,6098
8608,2020-09-04,Single Family,Portland,97216,1953,2,1.0,290000,1.12,996,7405
8609,2020-07-30,Single Family,Portland,97218,1943,3,1.0,375000,1.12,1323,7405
8610,2020-07-28,Single Family,Portland,97220,1950,2,1.0,337000,1.12,902,6098
8611,2020-07-28,Single Family,Portland,97220,1924,3,1.0,327000,1.12,1224,6098
8612,2020-08-21,Single Family,Portland,97214,1926,2,1.0,325000,1.12,714,5000
8613,2020-09-02,Single Family,Portland,97220,1956,3,2.0,339900,1.12,1336,6969
8614,2020-07-21,Single Family,Portland,97218,1951,2,1.0,371000,1.12,750,4791
8616,2020-09-01,Single Family,Portland,97220,1970,3,2.0,342000,1.12,1392,8625
8617,2020-07-16,Single Family,Portland,97220,1945,2,1.0,365000,1.12,1695,6969
8618,2020-07-16,Single Family,Portland,97220,1988,3,3.0,330000,1.12,1860,9000
8619,2020-09-10,Single Family,Portland,97217,1924,2,1.0,360000,1.12,773,4791
8620,2020-08-30,Single Family,Portland,97220,1997,3,2.0,315000,1.12,1238,5261
8621,2020-07-13,Single Family,Portland,97220,1924,2,2.0,379900,1.12,1950,4791
8624,2020-07-07,Single Family,Portland,97220,1921,3,1.0,292500,1.12,1918,4356
8625,2020-08-16,Single Family,Portland,97227,1906,4,2.0,368150,1.12,3120,4900
8627,2020-08-16,Single Family,Portland,97215,1965,4,1.5,350000,1.12,1595,4634
8630,2021-04-26,Single Family,Portland,97218,2021,1,1.0,342500,1.12,815,2613
8631,2020-08-27,Single Family,Portland,97220,1945,3,1.0,351495,1.12,1844,4791
8633,2020-08-27,Single Family,Portland,97220,1953,2,2.0,335000,1.12,2004,8712
8638,2020-07-14,Single Family,Portland,97213,1924,3,3.0,73500,1.12,1537,5000
8639,2020-08-26,Single Family,Portland,97230,1943,2,1.0,332000,1.12,865,7405
8640,2020-07-10,Single Family,Portland,97213,1920,3,2.0,193200,1.12,2300,4698
8641,2020-08-24,Single Family,Portland,97216,1960,2,3.0,325000,1.12,1948,6969
8642,2021-05-28,Single Family,Portland,97209,1925,1,1.0,308000,1.12,735,20037
8645,2020-08-21,Single Family,Portland,97213,1908,2,1.0,325000,1.12,1752,4791
8649,2020-08-19,Single Family,Portland,97220,1962,3,1.5,362500,1.12,1500,7840
8653,2020-08-18,Single Family,Portland,97213,1908,2,1.0,300000,1.12,960,6682
8655,2020-08-13,Single Family,Portland,97220,1945,3,1.0,350000,1.12,1716,6534
8657,2020-08-13,Single Family,Portland,97220,1955,3,1.0,350000,1.12,960,6534
8662,2020-08-10,Single Family,Portland,97213,1925,2,1.0,369000,1.12,892,4791
8663,2020-08-10,Single Family,Portland,97230,1955,4,2.0,351250,1.12,1348,10018
8664,2020-08-10,Single Family,Portland,97220,1955,3,1.0,370000,1.12,1210,9583
8665,2020-08-07,Single Family,Portland,97220,1950,2,2.0,345000,1.12,1665,8712
8666,2020-08-05,Single Family,Portland,97216,1955,2,1.0,318000,1.12,960,4791
8667,2020-08-05,Single Family,Portland,97216,1954,2,1.0,262000,1.12,900,6534
8668,2020-08-05,Single Family,Portland,97213,1890,6,2.0,369000,1.12,2430,3920
8669,2020-08-04,Single Family,Portland,97220,1947,2,1.0,271275,1.12,736,6534
8671,2020-08-02,Single Family,Portland,97220,1908,3,1.0,330000,1.12,1232,4791
8672,2020-07-30,Single Family,Portland,97220,2008,3,3.0,336000,1.12,1411,2613
8673,2020-07-30,Single Family,Portland,97213,1910,2,1.0,355000,1.12,1584,4791
8674,2020-07-30,Single Family,Portland,97230,1977,4,2.0,327000,1.12,2100,6969
8675,2020-07-22,Single Family,Portland,97213,1950,2,1.0,360000,1.12,844,6534
8676,2020-07-22,Single Family,Portland,97220,1950,3,1.0,375000,1.12,1201,5662
8678,2020-07-19,Single Family,Portland,97220,1956,3,2.0,355000,1.12,1370,6969
8679,2020-07-16,Single Family,Portland,97220,1957,3,1.0,180000,1.12,1548,7840
8681,2020-07-16,Single Family,Portland,97220,1950,3,1.0,345000,1.12,1758,8712
8682,2020-07-16,Single Family,Portland,97220,1951,2,1.0,327500,1.12,768,5662
8683,2020-07-16,Single Family,Portland,97213,1949,2,1.0,265000,1.12,1050,3484
8684,2020-07-16,Single Family,Portland,97213,1924,2,1.0,375000,1.12,1604,4791
8685,2020-07-14,Single Family,Portland,97220,1955,3,1.0,250000,1.12,960,7076
8686,2020-07-13,Single Family,Portland,97220,1954,3,2.0,355000,1.12,1872,7840
8687,2020-07-13,Single Family,Portland,97220,1947,3,2.0,340000,1.12,1897,9148
8688,2020-07-13,Single Family,Portland,97220,1947,2,1.0,325000,1.12,810,8712
8689,2020-07-13,Single Family,Portland,97220,1953,3,1.0,340000,1.12,1686,9147
8690,2020-07-13,Single Family,Portland,97220,1955,3,1.0,362000,1.12,1102,9583
8691,2020-07-10,Single Family,Portland,97230,1963,3,1.0,290150,1.12,1042,6969
8693,2020-07-07,Single Family,Portland,97213,1908,3,2.0,100000,1.12,2159,5000
8695,2020-07-07,Single Family,Portland,97220,1953,3,2.0,330000,1.12,1319,6098
8703,2020-07-05,Single Family,Portland,97266,1945,2,1.0,277000,1.12,1226,6098
8706,2020-07-07,Single Family,Portland,97216,1938,3,2.0,299000,1.12,1379,4791
8707,2020-07-05,Single Family,Portland,97236,1936,4,2.0,275000,1.12,2116,9147
8708,2020-07-07,Single Family,Portland,97216,1994,3,2.0,345000,1.12,1213,4791
8709,2020-07-07,Single Family,Portland,97266,1953,2,1.0,315000,1.12,729,5227
8710,2020-07-08,Single Family,Portland,97266,1997,3,3.0,335000,1.12,1320,4356
8711,2020-07-08,Single Family,Portland,97266,1952,3,1.5,215000,1.12,1314,9147
8712,2020-07-08,Single Family,Portland,97206,1969,3,1.0,375000,1.12,1176,3920
8713,2020-07-10,Single Family,Portland,97266,1919,3,1.0,308000,1.12,1239,6098
8714,2020-07-10,Single Family,Portland,97266,1992,3,2.0,375000,1.12,1459,6534
8715,2020-07-13,Single Family,Portland,97266,1961,3,1.0,307000,1.12,1170,5227
8716,2020-07-14,Single Family,Portland,97266,1949,3,2.0,318500,1.12,1223,7840
8718,2020-07-14,Single Family,Portland,97216,1960,2,2.0,291000,1.12,840,4791
8719,2020-07-14,Single Family,Portland,97266,1957,1,3.0,240000,1.12,1957,7840
8720,2020-07-16,Single Family,Portland,97233,1952,4,1.5,359700,1.12,1598,8400
8721,2020-07-16,Single Family,Portland,97206,1979,3,1.5,270000,1.12,1056,7969
8722,2020-07-16,Single Family,Portland,97206,1956,3,1.0,375000,1.12,936,4791
8723,2020-07-19,Single Family,Portland,97216,1922,3,1.0,358000,1.12,2414,9583
8724,2020-07-21,Single Family,Portland,97206,1950,2,1.0,371000,1.12,780,3920
8725,2020-07-22,Single Family,Portland,97266,1942,2,1.0,50000,1.12,12368,5000
8726,2020-07-21,Single Family,Portland,97266,1933,3,1.0,305000,1.12,1308,6534
8727,2020-07-22,Single Family,Portland,97266,1987,3,2.0,324000,1.12,1031,6969
8728,2020-07-24,Single Family,Portland,97206,1947,2,1.0,325000,1.12,660,3920
8729,2020-07-24,Single Family,Portland,97216,1995,3,2.0,331000,1.12,1116,6098
8731,2020-07-24,Single Family,Portland,97206,1922,1,2.0,280000,1.12,904,3920
8732,2020-07-24,Single Family,Portland,97216,1947,2,1.0,372000,1.12,724,4791
8733,2020-07-27,Single Family,Portland,97206,1953,5,2.0,100000,1.12,3385,8407
8734,2020-07-13,Single Family,Portland,97266,1957,3,3.0,367000,1.12,1971,12196
8735,2020-07-21,Single Family,Portland,97206,1946,1,1.0,280000,1.12,614,5100
8736,2020-07-13,Single Family,Portland,97206,2008,3,2.0,295000,1.12,1354,2613
8737,2020-07-16,Single Family,Portland,97266,1950,3,2.0,350000,1.12,1140,4791
8739,2020-07-05,Single Family,Portland,97206,1964,3,1.0,365000,1.12,1008,4791
8740,2020-07-07,Single Family,Portland,97266,1955,3,1.0,293900,1.12,984,4791
8741,2020-07-08,Single Family,Portland,97206,2015,2,2.0,290000,1.12,1044,871
8742,2020-07-08,Single Family,Portland,97266,1908,5,3.0,321750,1.12,2678,9147
8743,2020-07-08,Single Family,Portland,97206,1915,2,1.0,339000,1.12,1112,3920
8744,2020-07-08,Single Family,Portland,97206,1965,3,1.0,365500,1.12,984,4356
8745,2020-07-08,Single Family,Portland,97206,2004,3,3.0,375000,1.12,1384,2613
8746,2020-07-10,Single Family,Portland,97266,1912,3,2.0,360000,1.12,1640,5227
8747,2020-07-10,Single Family,Portland,97266,1962,3,2.0,325000,1.12,884,4791
8748,2020-07-13,Single Family,Portland,97206,1942,2,1.0,349000,1.12,760,4791
8749,2020-07-10,Single Family,Portland,97266,2015,3,3.0,354300,1.12,1616,2178
8750,2020-07-14,Single Family,Portland,97266,2007,3,3.0,360000,1.12,1738,2613
8751,2020-07-16,Single Family,Portland,97206,1949,3,1.0,370000,1.12,1600,4791
8752,2020-07-16,Single Family,Portland,97266,1951,3,2.0,343000,1.12,1104,4791
8753,2020-07-19,Single Family,Portland,97206,1907,2,1.0,375000,1.12,1356,4791
8754,2020-07-22,Single Family,Portland,97206,1951,2,1.0,375000,1.12,726,4791
8755,2020-07-19,Single Family,Portland,97206,2005,4,3.0,350000,1.12,1631,2613
8756,2020-07-19,Single Family,Portland,97266,1996,3,2.0,300000,1.12,1155,4379
8757,2020-07-24,Single Family,Portland,97206,1904,2,1.0,308500,1.12,820,3920
8758,2020-07-22,Single Family,Portland,97206,1923,2,1.0,270000,1.12,1253,4791
8759,2020-07-27,Single Family,Portland,97266,1975,3,1.0,356000,1.12,1066,7405
8760,2020-08-19,Single Family,Portland,97206,2008,3,2.0,300000,1.12,1354,2613
8761,2020-08-24,Single Family,Portland,97216,1952,3,2.0,525000,1.12,1415,6578
8765,2020-09-02,Single Family,Portland,97211,1908,4,1.0,360000,1.12,1642,7500
8767,2020-07-27,Single Family,Portland,97202,1890,4,1.0,231000,1.12,2068,2850
8768,2020-08-27,Single Family,Portland,97218,1927,2,1.0,310000,1.12,640,6969
8771,2020-08-26,Single Family,Portland,97211,1924,2,1.0,340000,1.12,956,3920
8781,2020-08-11,Single Family,Portland,97218,1938,2,2.0,368500,1.12,2116,8712
8784,2020-08-02,Single Family,Portland,97217,1956,3,1.0,325000,1.12,1361,5000
8785,2020-07-30,Single Family,Portland,97211,1911,2,1.0,362600,1.12,1032,3910
8786,2020-07-30,Single Family,Portland,97211,1922,1,1.0,345000,1.12,560,3750
8788,2020-07-30,Single Family,Portland,97211,1980,3,2.0,200000,1.12,1008,5000
8791,2020-07-30,Single Family,Portland,97218,2004,3,3.0,346000,1.12,1488,3049
8792,2020-07-30,Single Family,Portland,97217,1911,3,1.0,180000,1.12,1560,5000
8798,2020-07-22,Single Family,Portland,97217,1925,2,1.0,370000,1.12,816,5000
8803,2020-07-16,Single Family,Portland,97217,1922,1,1.0,350000,1.12,1187,4791
8819,2020-07-10,Single Family,Portland,97211,1978,3,1.0,255000,1.12,1166,4000
8824,2020-07-08,Single Family,Portland,97217,1916,4,1.0,281098,1.12,1464,13182
8849,2021-07-15,Single Family,Portland,97231,1911,4,1.0,355000,1.12,2904,5662
8851,2021-07-15,Single Family,Portland,97233,1955,2,1.0,349900,1.12,896,8712
8852,2021-07-15,Single Family,Portland,97236,1977,3,2.0,375000,1.12,1120,8276
8853,2021-07-15,Single Family,Portland,97206,1964,3,1.0,369000,1.12,966,5662
8854,2021-07-15,Single Family,Portland,97206,1927,2,1.0,365000,1.12,744,3920
8856,2021-07-15,Single Family,Portland,97266,1920,2,1.0,357000,1.12,1068,5250
8858,2021-07-15,Single Family,Portland,97217,1925,1,1.0,375000,1.12,759,3920
8859,2021-07-15,Single Family,Portland,97217,1929,3,1.0,366000,1.12,1274,5250
8860,2021-07-15,Single Family,Portland,97266,1951,2,1.0,331500,1.12,1166,6098
8862,2021-07-15,Single Family,Portland,97217,1927,2,1.0,302000,1.12,999,4791
8864,2021-07-13,Single Family,Portland,97266,1947,2,1.0,375000,1.12,852,9147
8865,2021-07-13,Single Family,Portland,97221,1960,3,1.5,87000,1.12,1957,12650
8870,2021-07-13,Single Family,Portland,97266,1947,3,1.5,235000,1.12,1686,10048
8871,2021-07-12,Single Family,Portland,97233,1930,3,1.0,350000,1.12,1152,6098
8874,2021-07-12,Single Family,Portland,97220,1931,3,1.0,365000,1.12,1216,8276
8875,2021-07-12,Single Family,Portland,97220,1950,3,1.0,375000,1.12,1247,4791
8876,2021-07-09,Single Family,Portland,97203,1905,4,1.0,310000,1.12,1603,5000
8878,2021-07-09,Single Family,Portland,97217,1927,2,1.5,357600,1.12,1472,5000
8879,2021-07-12,Single Family,Portland,97206,1953,3,1.0,340000,1.12,1435,4791
8882,2021-07-12,Single Family,Portland,97230,1956,3,1.0,375000,1.12,1032,8276
8884,2021-07-07,Single Family,Portland,97217,1941,3,1.0,367500,1.12,1208,5141
8886,2021-07-06,Single Family,Portland,97203,1960,3,1.0,350000,1.12,864,4791
8889,2021-07-09,Single Family,Portland,97206,1976,3,1.0,365000,1.12,960,5227
8891,2021-07-09,Single Family,Portland,97266,1944,2,1.0,190000,1.12,752,3381
8892,2021-07-06,Single Family,Portland,97217,1981,3,1.0,345000,1.12,960,4748
8893,2021-07-09,Single Family,Portland,97212,1894,1,1.0,320000,1.12,1011,2613
8895,2021-07-09,Single Family,Portland,97236,1952,2,2.0,330500,1.12,1123,10000
8896,2021-06-29,Single Family,Portland,97203,2006,3,3.0,375000,1.12,1560,2800
8897,2021-07-09,Single Family,Portland,97216,1959,3,1.1,280000,1.12,1192,8712
8898,2021-06-28,Single Family,Portland,97217,1906,3,1.0,300000,1.12,1400,5000
8899,2021-07-09,Single Family,Portland,97236,1965,4,2.0,300000,1.12,1336,3049
8902,2021-06-23,Single Family,Portland,97229,2016,6,5.0,150000,1.12,5876,11324
8903,2021-07-09,Single Family,Portland,97206,1921,2,1.0,325000,1.12,1316,4791
8906,2021-06-23,Single Family,Portland,97203,1950,2,1.0,366500,1.12,816,5000
8907,2021-07-09,Single Family,Portland,97266,1912,2,1.0,347500,1.12,1172,3920
8908,2021-06-20,Single Family,Portland,97203,1923,2,1.0,350000,1.12,840,7500
8910,2021-06-15,Single Family,Portland,97203,1905,2,1.0,190000,1.12,1004,4905
8912,2021-06-15,Single Family,Portland,97217,1972,3,1.0,320000,1.12,988,1306
8913,2021-07-07,Single Family,Portland,97266,1926,3,1.0,360000,1.12,1326,5227
8916,2021-07-07,Single Family,Portland,97266,1962,2,1.0,345000,1.12,762,13939
8919,2021-07-07,Single Family,Portland,97232,1906,4,1.0,375000,1.12,1799,5000
8922,2021-06-14,Single Family,Portland,97231,1910,3,1.0,289000,1.12,1284,147668
8923,2021-06-09,Single Family,Portland,97203,1943,2,1.0,81641,1.12,750,4700
8924,2021-06-09,Single Family,Portland,97217,1928,2,1.0,361000,1.12,1596,3750
8928,2021-07-07,Single Family,Portland,97239,1948,2,1.0,325000,1.12,1200,5000
8930,2021-06-01,Single Family,Portland,97217,1953,2,1.0,369000,1.12,722,2613
8931,2021-07-07,Single Family,Portland,97266,1965,3,1.0,73000,1.12,864,7120
8932,2021-05-28,Single Family,Portland,97217,1922,3,1.0,275000,1.12,1260,4791
8933,2021-07-07,Single Family,Portland,97266,1961,3,1.0,270000,1.12,884,9147
8935,2021-07-07,Single Family,Portland,97266,1910,3,1.0,69000,1.12,980,4000
8937,2021-07-07,Single Family,Portland,97266,1911,2,2.0,340000,1.12,845,4791
8938,2021-05-28,Single Family,Portland,97217,1970,3,1.0,365000,1.12,858,7088
8939,2021-07-07,Single Family,Portland,97266,1950,2,1.0,315000,1.12,720,4791
8941,2021-07-07,Single Family,Portland,97233,1957,3,1.0,360000,1.12,1296,7840
8943,2021-05-28,Single Family,Portland,97217,1946,1,1.0,278000,1.12,856,4791
8944,2021-07-06,Single Family,Portland,97206,1926,1,1.0,305000,1.12,700,2178
