,Sale Date,Home Type,City,Zip Code,Year Built,Bed,Bath,Sale Price,Property Tax Rate,Square Feet,Lot Size
24602,2021-04-14,Single Family,Beaverton,97007,1983,3,3.0,600000,1.13,2028,7840
24603,2020-12-29,Single Family,Beaverton,97006,1997,5,3.0,655000,1.13,3114,11326
24604,2021-02-02,Single Family,Beaverton,97078,1971,3,1.0,383900,1.13,1334,9147
24605,2021-04-14,Single Family,Beaverton,97008,1978,4,3.0,550000,1.13,2638,7840
24607,2021-01-15,Single Family,Aloha,97078,1992,4,3.0,410000,1.13,1506,4356
24608,2020-12-21,Single Family,Beaverton,97006,1989,3,3.0,430000,1.13,1724,6534
24609,2021-04-14,Single Family,Beaverton,97007,1989,3,3.0,595000,1.13,2266,6969
24610,2021-01-13,Single Family,Beaverton,97078,1975,3,2.0,420000,1.13,1377,7840
24611,2020-12-18,Single Family,Beaverton,97006,1989,4,3.0,502500,1.13,2263,5662
24613,2021-01-07,Single Family,Aloha,97078,1969,3,2.0,440000,1.13,1317,11325
24614,2020-12-18,Single Family,Beaverton,97003,1960,4,3.0,400000,1.13,1980,14810
24615,2021-04-12,Single Family,Beaverton,97008,1970,4,3.0,749000,1.13,3200,9147
24617,2020-12-18,Single Family,Beaverton,97003,1973,4,2.0,450000,1.13,2257,9147
24618,2021-04-12,Single Family,Beaverton,97007,1988,4,3.0,700000,1.13,2848,7405
24619,2021-01-07,Single Family,Beaverton,97078,1941,3,2.0,370000,1.13,1310,3920
24620,2020-12-18,Single Family,Beaverton,97006,1986,3,3.0,499900,1.13,1817,7840
24621,2021-04-12,Single Family,Beaverton,97007,2005,3,3.0,443000,1.13,1704,3049
24622,2021-01-07,Single Family,Beaverton,97078,2017,5,3.0,475000,1.13,2340,3049
24623,2021-04-09,Single Family,Beaverton,97007,1993,4,3.0,775000,1.13,2911,10890
24624,2020-12-16,Single Family,Beaverton,97003,1997,3,2.0,420000,1.13,1274,4791
24625,2021-01-05,Single Family,Beaverton,97078,2012,4,3.0,492500,1.13,2136,3049
24626,2020-12-14,Single Family,Beaverton,97003,2001,4,3.0,425000,1.13,1929,3049
24627,2021-04-09,Single Family,Beaverton,97007,2002,5,3.0,568400,1.13,2451,3920
24628,2021-01-05,Single Family,Beaverton,97003,1971,3,1.0,230000,1.13,1032,7405
24629,2020-12-14,Single Family,Beaverton,97006,2015,3,3.0,440000,1.13,1509,2613
24632,2021-04-09,Single Family,Beaverton,97007,1992,4,3.0,661000,1.13,2485,6098
24634,2020-12-08,Single Family,Beaverton,97003,2005,4,3.0,444000,1.13,2178,3049
24635,2021-04-09,Single Family,Beaverton,97007,1985,3,2.0,520000,1.13,1450,6969
24636,2020-12-30,Single Family,Beaverton,97078,2003,3,3.0,393000,1.13,1708,2613
24638,2021-04-09,Single Family,Beaverton,97007,2001,4,3.0,625000,1.13,2480,5227
24639,2020-12-30,Single Family,Aloha,97078,1920,6,2.0,401000,1.13,2504,18295
24640,2021-04-09,Single Family,Beaverton,97008,1968,5,3.0,665000,1.13,3222,29185
24641,2020-12-08,Single Family,Beaverton,97006,2015,4,3.0,553000,1.13,2346,3484
24642,2020-12-30,Single Family,Aloha,97078,1974,4,3.0,469000,1.13,2068,6969
24643,2021-04-09,Single Family,Beaverton,97008,1979,3,3.0,492500,1.13,2068,16988
24644,2020-12-30,Single Family,Beaverton,97078,1999,4,3.0,445000,1.13,1709,3920
24645,2021-04-08,Single Family,Tigard,97223,1988,3,2.0,400000,1.13,1462,5662
24646,2020-12-08,Single Family,Beaverton,97003,1986,3,3.0,490000,1.13,2194,8276
24647,2020-12-30,Single Family,Beaverton,97003,2003,3,3.0,375000,1.13,1500,2178
24649,2020-12-07,Single Family,Beaverton,97006,1994,3,3.0,486000,1.13,1771,6098
24650,2020-12-29,Single Family,Beaverton,97003,1996,3,3.0,446000,1.13,1641,5662
24651,2021-04-08,Single Family,Beaverton,97007,2001,4,4.0,685000,1.13,3534,7840
24652,2020-12-04,Single Family,Beaverton,97003,1992,3,2.0,410000,1.13,1200,5227
24654,2021-04-06,Single Family,Beaverton,97007,1997,4,4.0,650000,1.13,4238,9147
24655,2020-12-04,Single Family,Beaverton,97006,1986,4,3.0,515000,1.13,2402,7405
24656,2021-04-06,Single Family,Beaverton,97008,1963,3,2.0,500,1.13,1650,6712
24657,2020-12-29,Single Family,Beaverton,97078,1952,4,2.0,385000,1.13,1669,5227
24658,2020-12-02,Single Family,Beaverton,97003,1999,4,3.0,405000,1.13,1582,3484
24660,2020-11-30,Single Family,Beaverton,97006,1994,3,2.0,375000,1.13,1206,10018
24661,2020-12-29,Single Family,Aloha,97007,1940,2,1.0,310000,1.13,896,15245
24662,2020-11-24,Single Family,Beaverton,97006,1992,3,3.0,450000,1.13,1620,5662
24663,2020-12-27,Single Family,Beaverton,97078,1985,3,2.0,390000,1.13,1302,4791
24665,2020-12-27,Single Family,Beaverton,97007,1980,3,2.0,470000,1.13,1376,9583
24667,2020-12-27,Single Family,Aloha,97078,1979,4,3.0,535000,1.13,2752,9147
24668,2020-11-23,Single Family,Beaverton,97006,1976,3,2.0,503000,1.13,1821,8276
24669,2020-12-27,Single Family,Aloha,97078,1970,3,2.0,415000,1.13,1358,8276
24670,2020-11-19,Single Family,Beaverton,97003,2010,3,2.0,450000,1.13,1558,6098
24671,2020-12-24,Single Family,Beaverton,97007,1972,3,2.0,437000,1.13,1547,8276
24672,2020-11-19,Single Family,Beaverton,97006,2001,3,3.0,345000,1.13,1296,3049
24673,2020-12-22,Single Family,Beaverton,97078,2007,4,2.5,422500,1.13,1934,3049
24674,2020-11-18,Single Family,Beaverton,97006,1988,3,3.0,400000,1.13,1691,5662
24675,2020-12-22,Single Family,Beaverton,97078,2003,3,3.0,405500,1.13,1777,2178
24676,2020-11-16,Single Family,Beaverton,97003,1973,3,1.0,385000,1.13,1000,6969
24677,2020-12-22,Single Family,Aloha,97003,1950,4,3.0,500000,1.13,1882,33976
24679,2020-12-21,Single Family,Beaverton,97003,2000,3,2.0,473000,1.13,1878,9583
24681,2020-12-21,Single Family,Beaverton,97078,1999,4,3.0,460000,1.13,1942,8276
24682,2020-11-12,Single Family,Beaverton,97006,2008,4,3.0,482000,1.13,2171,5227
24683,2020-12-21,Single Family,Aloha,97078,2000,4,3.0,420000,1.13,2043,4356
24684,2020-11-10,Single Family,Beaverton,97003,1935,3,2.0,425000,1.13,1946,9583
24685,2020-12-21,Single Family,Beaverton,97078,1970,3,1.0,400000,1.13,932,7405
24686,2020-11-10,Single Family,Beaverton,97006,1989,4,3.0,535000,1.13,2088,6969
24687,2020-11-09,Single Family,Beaverton,97003,1993,4,3.0,445000,1.13,2056,4791
24689,2020-11-09,Single Family,Beaverton,97006,1983,3,2.0,526000,1.13,1704,11761
24690,2020-12-18,Single Family,Beaverton,97003,1979,3,2.0,400000,1.13,1240,7840
24691,2020-11-05,Single Family,Beaverton,97003,1991,4,2.0,435000,1.13,1456,5227
24692,2020-11-04,Single Family,Beaverton,97003,1998,3,3.0,350000,1.13,1428,2613
24693,2020-12-18,Single Family,Aloha,97078,1972,3,2.0,420000,1.13,1172,10454
24694,2020-11-04,Single Family,Aloha,97003,1998,3,3.0,350000,1.13,1428,2613
24695,2020-12-16,Single Family,Aloha,97078,1992,3,3.0,370104,1.13,1570,4791
24696,2020-11-04,Single Family,Beaverton,97006,1994,5,3.0,745000,1.13,3400,9583
24698,2020-10-30,Single Family,Beaverton,97006,1972,4,2.0,448000,1.13,1875,10890
24699,2020-10-30,Single Family,Beaverton,97006,2015,4,3.0,451000,1.13,1727,2178
24700,2020-12-16,Single Family,Beaverton,97078,1971,3,1.0,370000,1.13,1032,7405
24702,2020-12-14,Single Family,Beaverton,97078,2020,3,3.0,472620,1.13,1681,3049
24703,2020-10-27,Single Family,Beaverton,97006,2001,3,2.1,351248,1.13,1372,2613
24704,2020-12-14,Single Family,Beaverton,97003,1972,3,1.0,381500,1.13,960,7405
24705,2020-10-25,Single Family,Beaverton,97003,2005,3,3.0,440000,1.13,1872,3049
24706,2020-12-14,Single Family,Aloha,97078,1970,3,3.0,384788,1.13,1723,8276
24707,2020-10-22,Single Family,Beaverton,97006,1998,4,3.0,742500,1.13,3151,9583
24708,2020-12-10,Single Family,Aloha,97078,1970,3,3.0,429900,1.13,1665,8276
24709,2020-10-21,Single Family,Beaverton,97006,1996,4,2.0,640000,1.13,2521,9583
24712,2020-12-10,Single Family,Aloha,97078,1973,4,2.0,425000,1.13,1650,11761
24713,2020-12-10,Single Family,Aloha,97078,1983,3,3.0,405000,1.13,1681,7840
24714,2020-12-10,Single Family,Beaverton,97003,2012,4,3.0,395000,1.13,1673,2178
24716,2020-10-16,Single Family,Beaverton,97006,1978,4,3.0,530000,1.13,2263,7840
24717,2020-12-10,Single Family,Beaverton,97078,1960,3,3.0,455000,1.13,1835,27442
24718,2020-10-16,Single Family,Beaverton,97006,1987,4,3.0,600000,1.13,3093,11325
24719,2020-12-10,Single Family,Aloha,97078,2004,4,3.0,501500,1.13,2000,6534
24720,2020-10-16,Single Family,Aloha,97003,1998,3,3.0,360000,1.13,1526,2613
24722,2020-12-08,Single Family,Aloha,97078,1992,3,2.0,350000,1.13,1042,7405
24723,2020-10-13,Single Family,Beaverton,97003,1996,3,2.0,419000,1.13,1418,7405
24724,2020-10-13,Single Family,Beaverton,97006,1988,4,3.0,700000,1.13,2650,9000
24726,2020-10-13,Single Family,Beaverton,97006,2016,3,3.0,495000,1.13,1720,2178
24727,2020-12-07,Single Family,Beaverton,97003,2005,3,3.0,380000,1.13,1176,3049
24728,2020-10-13,Single Family,Beaverton,97006,2013,3,3.0,500000,1.13,2055,4356
24729,2020-12-07,Single Family,Beaverton,97078,2003,3,3.0,180000,1.13,1672,2613
24730,2020-10-13,Single Family,Beaverton,97006,1985,4,3.0,555000,1.13,2252,8276
24731,2020-12-07,Single Family,Aloha,97007,1978,3,2.0,425000,1.13,1367,7405
24732,2020-10-13,Single Family,Beaverton,97006,2007,4,3.0,610000,1.13,2861,6098
24733,2020-12-07,Single Family,Beaverton,97078,2020,3,3.0,524734,1.13,2222,3484
24734,2020-10-13,Single Family,Beaverton,97006,1994,4,3.0,600000,1.13,2246,7405
24735,2020-12-04,Single Family,Aloha,97078,1971,3,1.0,350000,1.13,960,7405
24737,2020-10-08,Single Family,Beaverton,97006,1990,4,3.0,1050000,1.13,4246,54885
24738,2020-12-04,Single Family,Aloha,97078,1970,3,2.0,422000,1.13,1535,7405
24739,2020-10-08,Single Family,Aloha,97006,2001,3,3.0,362000,1.13,1393,2613
24741,2020-10-08,Single Family,Beaverton,97003,1995,3,3.0,415000,1.13,1563,6969
24745,2020-10-07,Single Family,Aloha,97006,1955,4,2.0,440000,1.13,2483,11761
24746,2020-12-02,Single Family,Beaverton,97007,1977,5,3.0,515000,1.13,2454,7405
24747,2020-10-07,Single Family,Beaverton,97006,1996,3,3.0,337500,1.13,1404,2613
24748,2020-12-02,Single Family,Aloha,97003,1984,3,4.0,13700,1.13,1100,4356
24750,2020-11-30,Single Family,Aloha,97078,1910,4,3.0,669000,1.13,3321,19602
24751,2020-11-29,Single Family,Aloha,97078,1979,5,2.0,465000,1.13,2736,12032
24753,2020-11-29,Single Family,Aloha,97078,1964,4,2.0,650000,1.13,2653,27443
24754,2020-10-05,Single Family,Beaverton,97003,1985,3,2.0,376500,1.13,1440,6534
24755,2020-10-02,Single Family,Beaverton,97003,2017,5,3.0,535000,1.13,2407,5662
24756,2020-11-29,Single Family,Beaverton,97078,2003,3,3.0,395000,1.13,1708,2613
24757,2020-09-30,Single Family,Beaverton,97006,1964,5,3.0,350000,1.13,3700,10149
24758,2020-11-29,Single Family,Beaverton,97078,1980,3,1.0,380000,1.13,960,10890
24759,2020-09-29,Single Family,Beaverton,97006,1989,4,3.0,536000,1.13,2282,7840
24760,2020-11-24,Single Family,Beaverton,97003,1978,3,2.0,457000,1.13,1465,8276
24761,2020-09-29,Single Family,Beaverton,97006,1986,4,3.0,635000,1.13,3166,7405
24762,2020-11-24,Single Family,Aloha,97078,1940,4,2.0,390000,1.13,2100,8712
24763,2020-09-29,Single Family,Beaverton,97006,2016,4,4.0,407000,1.13,2264,1742
24764,2020-09-29,Single Family,Beaverton,97006,1988,3,3.0,521000,1.13,2091,12632
24765,2020-11-24,Single Family,Beaverton,97078,1975,3,2.0,489000,1.13,1782,8276
24766,2020-09-27,Single Family,Beaverton,97006,1998,3,3.0,400000,1.13,1486,5227
24767,2020-11-23,Single Family,Aloha,97078,1974,3,2.0,416500,1.13,1460,7405
24768,2020-09-24,Single Family,Beaverton,97003,2000,4,3.0,415000,1.13,1586,2613
24770,2020-09-23,Single Family,Beaverton,97006,1991,4,3.0,469900,1.13,2215,6969
24771,2020-09-21,Single Family,Beaverton,97006,1988,3,3.0,430000,1.13,1596,5662
24772,2020-11-23,Single Family,Beaverton,97003,2006,3,3.0,381000,1.13,1334,3484
24773,2020-09-16,Single Family,Beaverton,97006,1993,3,2.0,430000,1.13,1300,6534
24774,2020-11-19,Single Family,Beaverton,97078,2004,3,3.0,395000,1.13,1669,3484
24775,2020-09-15,Single Family,Beaverton,97003,2002,3,3.0,336000,1.13,1537,2178
24776,2020-11-19,Single Family,Aloha,97003,1984,3,3.0,400824,1.13,1638,7405
24777,2020-09-15,Single Family,Beaverton,97006,1999,3,2.5,396450,1.13,1762,3049
24778,2020-11-19,Single Family,Aloha,97078,1974,3,2.0,409000,1.13,1032,6098
24780,2020-09-15,Single Family,Beaverton,97006,2001,3,3.0,340000,1.13,1322,2178
24781,2020-11-19,Single Family,Beaverton,97003,1984,3,3.0,400824,1.13,1638,7405
24782,2020-09-15,Single Family,Beaverton,97006,2015,3,3.0,404000,1.13,1485,1742
24783,2020-11-18,Single Family,Beaverton,97078,1996,3,2.0,440000,1.13,1615,8276
24784,2020-09-15,Single Family,Beaverton,97006,1991,4,3.0,565000,1.13,2508,8712
24785,2020-11-15,Single Family,Beaverton,97008,1977,3,2.0,526345,1.13,1781,9147
24786,2020-11-18,Single Family,Aloha,97078,1983,3,2.0,375000,1.13,1163,6969
24787,2020-11-18,Single Family,Beaverton,97078,1986,3,1.0,357000,1.13,1117,4791
24788,2020-09-10,Single Family,Beaverton,97003,1991,3,3.0,411000,1.13,1440,5662
24789,2020-09-10,Single Family,Beaverton,97006,1989,3,2.0,368500,1.13,1381,6715
24790,2020-09-10,Single Family,Beaverton,97006,1995,5,3.0,592000,1.13,2804,8712
24791,2020-09-09,Single Family,Beaverton,97006,1976,3,2.0,500000,1.13,1680,8276
24792,2020-11-18,Single Family,Beaverton,97078,2006,3,3.0,375000,1.13,1311,2613
24793,2020-09-09,Single Family,Beaverton,97006,1986,4,3.0,625000,1.13,3161,10018
24794,2020-11-18,Single Family,Beaverton,97078,2006,3,3.0,375000,1.13,1441,2178
24795,2020-09-07,Single Family,Beaverton,97006,1994,4,3.0,585000,1.13,2720,7840
24797,2020-11-18,Single Family,Beaverton,97003,2002,4,3.0,409000,1.13,1932,2613
24798,2020-09-04,Single Family,Beaverton,97006,2015,4,3.0,449500,1.13,1731,2178
24799,2020-11-18,Single Family,Aloha,97078,1972,4,3.0,399000,1.13,1686,8712
24800,2020-09-01,Single Family,Beaverton,97006,1991,4,2.0,395000,1.13,1456,5227
24802,2020-11-16,Single Family,Aloha,97078,1977,5,3.0,417000,1.13,1904,11325
24803,2020-09-01,Single Family,Beaverton,97003,2012,4,3.0,411000,1.13,1534,2613
24805,2020-08-30,Single Family,Beaverton,97006,2012,4,4.0,430000,1.13,1853,3049
24807,2020-11-16,Single Family,Aloha,97078,1977,4,2.0,435000,1.13,1802,7405
24808,2020-10-16,Single Family,Beaverton,97007,2020,4,3.0,670000,1.13,2618,3920
24809,2020-08-30,Single Family,Beaverton,97006,2005,3,3.0,351500,1.13,1569,2613
24810,2020-11-15,Single Family,Beaverton,97003,1975,3,2.0,358500,1.13,1099,8276
24812,2020-11-15,Single Family,Beaverton,97078,1973,3,1.0,382000,1.13,888,8712
24813,2020-10-19,Single Family,Beaverton,97008,1978,4,2.0,450000,1.13,1606,7405
24814,2020-10-19,Single Family,Beaverton,97008,1978,3,2.0,30000,1.13,1256,8276
24815,2020-08-27,Single Family,Beaverton,97003,2012,4,3.0,398999,1.13,1534,2613
24817,2020-08-24,Single Family,Beaverton,97006,2006,4,3.0,445000,1.13,2221,3049
24819,2020-08-21,Single Family,Aloha,97003,1989,3,2.0,400000,1.13,1365,5227
24820,2020-10-16,Single Family,Beaverton,97007,1991,4,3.0,805000,1.13,3424,9147
24821,2020-11-13,Single Family,Aloha,97078,1971,3,2.0,397000,1.13,1412,8712
24822,2020-10-21,Single Family,Beaverton,97008,1963,3,2.0,480000,1.13,1896,9147
24823,2020-08-21,Single Family,Beaverton,97006,2015,3,3.0,405000,1.13,1481,2178
24824,2020-11-13,Single Family,Aloha,97078,1970,3,1.0,375000,1.13,950,6969
24825,2020-10-19,Single Family,Beaverton,97007,1992,4,3.0,567000,1.13,2158,6534
24826,2020-08-21,Single Family,Beaverton,97006,1989,3,3.0,407000,1.13,1904,7405
24828,2020-08-21,Single Family,Beaverton,97003,1989,3,2.0,400000,1.13,1365,5227
24829,2020-11-12,Single Family,Aloha,97078,1999,4,3.0,466000,1.13,2016,3920
24830,2020-08-19,Single Family,Beaverton,97006,2015,3,3.0,395000,1.13,1472,2178
24831,2020-10-21,Single Family,Beaverton,97008,1963,3,2.0,508500,1.13,2002,6969
24832,2020-08-19,Single Family,Beaverton,97003,1992,3,2.0,389900,1.13,1297,5227
24833,2020-11-12,Single Family,Aloha,97007,1974,3,2.0,400000,1.13,1124,6534
24834,2020-10-15,Single Family,Beaverton,97007,2018,2,3.0,390000,1.13,1431,1742
24835,2020-10-21,Single Family,Beaverton,97007,2001,3,3.0,450000,1.13,1702,4356
24836,2020-08-18,Single Family,Beaverton,97006,1978,3,3.0,469900,1.13,1884,6969
24838,2020-08-13,Single Family,Beaverton,97006,1994,3,3.0,425000,1.13,1645,5662
24839,2020-08-13,Single Family,Beaverton,97006,1999,3,3.0,365000,1.13,1472,2613
24841,2020-10-21,Single Family,Beaverton,97008,1982,3,2.0,486520,1.13,1582,9147
24842,2020-08-13,Single Family,Aloha,97003,1994,3,3.0,425000,1.13,1623,5662
24844,2020-08-11,Single Family,Beaverton,97006,1998,4,3.0,466000,1.13,2166,4792
24845,2020-08-11,Single Family,Beaverton,97006,2001,3,3.0,315000,1.13,1300,1742
24846,2020-08-10,Single Family,Beaverton,97003,2012,4,3.0,429000,1.13,1872,3049
24847,2020-10-08,Single Family,Beaverton,97007,2018,3,3.0,515000,1.13,1799,3049
24848,2020-08-07,Single Family,Beaverton,97003,1974,3,2.0,425000,1.13,1484,10018
24851,2020-11-04,Single Family,Beaverton,97078,2010,3,3.0,405000,1.13,1704,3049
24852,2020-08-07,Single Family,Beaverton,97006,1985,4,4.0,730000,1.13,3552,10018
24853,2020-10-08,Single Family,Beaverton,97007,2001,6,4.0,754000,1.13,3927,7840
24854,2020-08-07,Single Family,Beaverton,97006,2003,4,3.0,420500,1.13,1799,3049
24856,2020-10-22,Single Family,Aloha,97003,1972,3,1.0,372000,1.13,1012,13503
24857,2020-10-22,Single Family,Beaverton,97078,2007,2,2.5,305000,1.13,1629,2178
24858,2020-08-05,Single Family,Beaverton,97006,1974,3,2.0,397000,1.13,1074,6969
24860,2020-08-05,Single Family,Beaverton,97003,1991,3,2.0,415000,1.13,1566,5662
24861,2020-08-05,Single Family,Beaverton,97006,1976,3,2.0,390000,1.13,1422,7840
24862,2020-08-04,Single Family,Beaverton,97006,2000,4,3.0,435000,1.13,1919,6098
24863,2020-10-13,Single Family,Beaverton,97078,1993,3,2.0,367000,1.13,1087,7405
24864,2020-10-07,Single Family,Beaverton,97007,2020,3,3.0,633000,1.13,2330,3484
24865,2020-10-13,Single Family,Aloha,97078,1992,3,3.0,425000,1.13,1659,7405
24867,2020-08-02,Single Family,Beaverton,97003,1993,4,3.0,408000,1.13,1968,5227
24868,2020-08-02,Single Family,Beaverton,97006,2014,3,3.0,455000,1.13,1942,3049
24871,2020-07-30,Single Family,Beaverton,97003,2005,3,3.0,430000,1.13,1870,3484
24872,2020-10-05,Single Family,Aloha,97078,1983,3,3.0,410000,1.13,3320,10839
24873,2020-10-02,Single Family,Beaverton,97003,1930,2,1.0,341000,1.13,924,8276
24874,2020-07-30,Single Family,Beaverton,97003,1977,3,2.0,421000,1.13,1431,6969
24875,2020-07-27,Single Family,Beaverton,97006,1987,3,3.0,386000,1.13,1662,5662
24877,2020-07-24,Single Family,Beaverton,97006,2001,3,3.0,332900,1.13,1320,1742
24878,2020-07-24,Single Family,Beaverton,97003,2000,4,3.0,407500,1.13,1561,2613
24879,2020-10-08,Single Family,Aloha,97078,1972,3,2.0,335000,1.13,1200,7405
24880,2020-09-30,Single Family,Beaverton,97007,2019,4,3.0,610000,1.13,2507,3484
24881,2020-07-24,Single Family,Beaverton,97006,1998,5,3.0,699000,1.13,3357,13503
24882,2020-07-22,Single Family,Beaverton,97006,2015,4,3.0,523500,1.13,2314,3484
24883,2020-10-08,Single Family,Beaverton,97003,1971,4,2.0,380000,1.13,1100,8276
24884,2020-07-22,Single Family,Beaverton,97003,2010,3,3.0,462000,1.13,2016,2613
24885,2020-10-13,Single Family,Aloha,97078,1968,3,2.0,390000,1.13,1028,7840
24886,2020-07-22,Single Family,Beaverton,97006,2014,3,3.0,409000,1.13,1468,2178
24887,2020-09-29,Single Family,Beaverton,97007,2020,4,3.0,654588,1.13,2917,4356
24888,2020-07-22,Single Family,Beaverton,97006,2013,3,3.0,399900,1.13,1468,2178
24889,2020-07-21,Single Family,Beaverton,97006,1993,3,2.0,457500,1.13,1312,5662
24890,2020-10-13,Single Family,Beaverton,97003,2009,3,3.0,381000,1.13,1491,2178
24891,2020-07-21,Single Family,Beaverton,97003,2000,3,3.0,360000,1.13,1526,2178
24893,2020-10-15,Single Family,Aloha,97007,1974,3,2.0,390000,1.13,1512,6534
24894,2020-07-19,Single Family,Beaverton,97006,1995,3,3.0,405000,1.13,1658,6969
24895,2020-09-29,Single Family,Beaverton,97007,2020,4,3.0,649962,1.13,2832,3920
24896,2021-06-23,Single Family,Aloha,97003,1977,3,2.0,412000,1.13,1318,7841
24897,2020-10-15,Single Family,Aloha,97003,1970,3,4.0,290000,1.13,1536,8712
24898,2021-06-23,Single Family,Beaverton,97003,1977,3,2.0,412000,1.13,1318,7840
24900,2020-10-15,Single Family,Aloha,97078,1953,3,3.0,340000,1.13,1760,9147
24901,2020-09-24,Single Family,Beaverton,97007,1993,4,4.0,860000,1.13,3722,20037
24904,2020-09-24,Single Family,Beaverton,97007,2020,4,3.0,660000,1.13,2618,3484
24907,2020-10-19,Single Family,Beaverton,97078,1960,3,2.0,466000,1.13,1464,27442
24910,2020-10-19,Single Family,Aloha,97078,1967,4,4.0,520000,1.13,2493,15681
24911,2020-10-16,Single Family,Aloha,97078,1974,3,2.0,430000,1.13,1320,7405
24915,2020-10-21,Single Family,Beaverton,97078,1973,3,2.0,435500,1.13,1624,10018
24919,2020-10-21,Single Family,Beaverton,97007,1973,3,2.0,395000,1.13,1380,6969
24921,2020-10-22,Single Family,Aloha,97078,1992,3,2.0,385000,1.13,1214,5227
24922,2020-10-22,Single Family,Aloha,97078,1975,4,3.0,405000,1.13,1912,7840
24923,2020-09-10,Single Family,Beaverton,97007,2020,4,4.0,789900,1.13,3354,4356
24925,2020-09-10,Single Family,Beaverton,97007,2018,3,3.0,482000,1.13,1800,2613
24926,2020-10-22,Single Family,Aloha,97003,1974,4,2.0,420000,1.13,1736,11324
24927,2020-10-22,Single Family,Aloha,97078,1970,3,1.0,280000,1.13,904,8270
24928,2020-10-25,Single Family,Aloha,97078,1969,3,2.0,450000,1.13,1510,9583
24931,2020-10-25,Single Family,Aloha,97078,1954,2,1.0,325000,1.13,816,20037
24933,2020-10-25,Single Family,Beaverton,97078,1997,3,3.0,457000,1.13,1732,4791
24935,2020-10-25,Single Family,Aloha,97078,1960,3,2.0,370000,1.13,1268,7405
24937,2020-09-01,Single Family,Beaverton,97007,2020,4,3.0,492911,1.13,1847,2613
24938,2020-10-27,Single Family,Beaverton,97007,2010,3,3.0,515000,1.13,2117,4356
24942,2020-09-01,Single Family,Beaverton,97007,2020,4,4.0,794400,1.13,3354,3920
24943,2020-10-30,Single Family,Aloha,97078,1975,4,3.0,458000,1.13,2253,10018
24945,2020-10-30,Single Family,Aloha,97078,1964,6,4.0,510500,1.13,2734,15245
24946,2020-10-30,Single Family,Beaverton,97003,2009,3,3.0,420000,1.13,2126,2178
24947,2020-10-29,Single Family,Beaverton,97003,1990,3,2.0,345000,1.13,1042,3484
24948,2020-08-27,Single Family,Beaverton,97007,2020,4,3.0,660000,1.13,2618,3484
24951,2020-08-24,Single Family,Beaverton,97007,2020,3,3.0,624000,1.13,2330,3484
24952,2020-10-30,Single Family,Beaverton,97003,1978,3,2.0,389000,1.13,1442,6969
24955,2020-10-30,Single Family,Beaverton,97003,2005,3,3.0,373000,1.13,1576,3484
24956,2020-10-30,Single Family,Aloha,97078,1961,3,1.0,383000,1.13,1464,12632
24957,2020-08-24,Single Family,Beaverton,97007,2020,4,3.0,650000,1.13,2618,4356
24959,2020-08-21,Single Family,Beaverton,97007,2002,7,4.0,735000,1.13,4228,7840
24960,2020-11-04,Single Family,Beaverton,97003,1986,3,2.0,370000,1.13,1178,4356
24961,2020-11-02,Single Family,Beaverton,97078,2003,3,3.0,409000,1.13,1788,3049
24964,2020-08-13,Single Family,Beaverton,97007,2020,3,3.0,607500,1.13,2330,3920
24965,2020-11-05,Single Family,Aloha,97078,2001,4,4.0,400000,1.13,2152,2613
24966,2020-08-11,Single Family,Beaverton,97007,1951,1,1.0,355000,1.13,616,16117
24967,2020-11-10,Single Family,Aloha,97078,1971,3,2.0,350000,1.13,1460,9583
24968,2020-11-10,Single Family,Beaverton,97078,1984,3,2.0,400000,1.13,1537,7840
24970,2020-08-05,Single Family,Beaverton,97007,2018,4,3.0,777000,1.13,4686,6098
24971,2020-11-10,Single Family,Aloha,97078,1971,5,3.0,410000,1.13,2065,8712
24972,2020-07-30,Single Family,Beaverton,97007,2020,3,3.0,605000,1.13,2330,3920
24976,2020-11-12,Single Family,Beaverton,97078,2006,3,3.0,363000,1.13,1311,2178
24978,2020-11-05,Single Family,Aloha,97007,1955,3,2.0,445000,1.13,1402,17859
24979,2020-10-21,Single Family,Beaverton,97007,1985,6,3.0,375000,1.13,2188,7405
24980,2020-07-19,Single Family,Beaverton,97007,2001,4,3.0,570000,1.13,2720,8712
24982,2020-10-21,Single Family,Beaverton,97007,1998,3,2.0,490000,1.13,1650,6969
24983,2020-10-22,Single Family,Beaverton,97008,1969,4,3.0,575000,1.13,2671,6534
24984,2020-10-21,Single Family,Beaverton,97007,1976,3,2.0,473000,1.13,1581,8276
24985,2020-07-19,Single Family,Beaverton,97007,2020,3,3.0,590900,1.13,2322,3920
24987,2020-10-25,Single Family,Beaverton,97007,1977,4,2.0,380000,1.13,2344,15681
24988,2020-10-22,Single Family,Portland,97223,1955,3,2.0,565000,1.13,1771,15681
24989,2020-10-27,Single Family,Beaverton,97007,2014,3,3.0,460000,1.13,1744,3049
24991,2021-06-09,Single Family,Beaverton,97007,1998,4,3.0,735000,1.13,2855,9147
24992,2020-10-27,Single Family,Beaverton,97008,1985,4,2.0,476000,1.13,1718,6534
24994,2020-10-27,Single Family,Beaverton,97008,2015,4,3.0,538000,1.13,2185,3484
24996,2020-10-21,Single Family,Beaverton,97007,2004,4,3.0,538500,1.13,2226,4356
24998,2020-10-27,Single Family,Beaverton,97008,1980,3,2.0,428000,1.13,1560,6969
