Crime Count
448.0
722.0
731.0
2775.0
3292.0
892.0
2165.0
1003.0
560.0
647.0
878.0
1185.0
718.0
2829.0
890.0
1377.0
234.0
728.0
166.0
48.0
1234.0
164.0
1443.0
231.0
1060.0
2192.0
1477.0
366.0
2723.0
207.0
