Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SF,Zip Population,Zip SqMi,Zip Pop Density,Zip Mean HHI
2021-05-07,Gresham,97080,1963,4,2,340000,2060,82328,165.05,31446,23.246,1352.74886,97765
2021-05-07,Gresham,97080,1995,3,4,575000,2640,8712,217.8,31446,23.246,1352.74886,97765
2021-05-06,Gresham,97080,1996,3,2.5,420000,1780,5263,235.96,31446,23.246,1352.74886,97765
2021-05-04,Gresham,97080,2004,3,2,429500,1522,6969,282.19,31446,23.246,1352.74886,97765
2021-05-04,Gresham,97080,2017,3,3,550000,2209,5227,248.98,31446,23.246,1352.74886,97765
2021-05-03,Gresham,97080,1981,3,3,463800,1697,10890,273.31,31446,23.246,1352.74886,97765
2021-05-03,Gresham,97080,1972,3,2,386000,1464,7405,263.66,31446,23.246,1352.74886,97765
2021-05-03,Gresham,97080,1999,3,3,515000,1633,6098,315.37,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1998,4,3,585000,2384,8712,245.39,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1973,3,2.5,400000,1470,7140,272.11,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1978,3,3,482000,2808,10890,171.65,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1993,3,2,390000,1228,5227,317.59,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1995,4,3,575000,2388,7840,240.79,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1980,3,3,450000,1936,10018,232.44,31446,23.246,1352.74886,97765
2021-04-28,Gresham,97080,1997,4,3,625000,2680,10890,233.21,31446,23.246,1352.74886,97765
2021-04-28,Gresham,97080,2003,3,3,490000,1871,7840,261.89,31446,23.246,1352.74886,97765
2021-04-28,Gresham,97080,1996,3,2,416000,1358,4791,306.33,31446,23.246,1352.74886,97765
2021-04-28,Gresham,97080,1982,3,2,370000,1186,6969,311.97,31446,23.246,1352.74886,97765
2021-04-26,Gresham,97080,2003,4,3,510000,2415,6534,211.18,31446,23.246,1352.74886,97765
2021-04-26,Gresham,97080,2019,3,3,425000,1497,3049,283.9,31446,23.246,1352.74886,97765
2021-04-26,Gresham,97080,2016,3,2,462000,1926,5227,239.88,31446,23.246,1352.74886,97765
2021-04-26,Gresham,97080,1979,5,3,540000,2641,13503,204.47,31446,23.246,1352.74886,97765
2021-04-23,Gresham,97080,1962,3,1,529000,1926,28749,274.66,31446,23.246,1352.74886,97765
2021-04-23,Gresham,97080,1969,3,2,426000,1647,7405,258.65,31446,23.246,1352.74886,97765
2021-04-23,Gresham,97080,1956,2,1,314000,762,7405,412.07,31446,23.246,1352.74886,97765
2021-04-22,Gresham,97080,1977,4,3,420000,1854,6969,226.54,31446,23.246,1352.74886,97765
2021-04-22,Gresham,97080,1982,4,3,485000,2368,10454,204.81,31446,23.246,1352.74886,97765
2021-04-22,Gresham,97080,1992,4,3,480000,1960,7840,244.9,31446,23.246,1352.74886,97765
2021-04-20,Gresham,97080,2020,3,3,525000,2015,3049,260.55,31446,23.246,1352.74886,97765
2021-04-20,Gresham,97080,1977,3,3,400000,2856,9460,140.06,31446,23.246,1352.74886,97765
2021-04-18,Gresham,97080,2009,3,2,500000,2253,7840,221.93,31446,23.246,1352.74886,97765
2021-04-15,Gresham,97080,2001,4,3,467500,2148,5227,217.64,31446,23.246,1352.74886,97765
2021-04-15,Gresham,97080,2000,4,3,525000,2711,10890,193.66,31446,23.246,1352.74886,97765
2021-04-14,Gresham,97080,1982,3,2,425000,1456,10454,291.9,31446,23.246,1352.74886,97765
2021-04-12,Gresham,97080,1975,3,3,465300,1864,8712,249.62,31446,23.246,1352.74886,97765
2021-04-12,Gresham,97080,2006,4,3,464000,2053,5227,226.01,31446,23.246,1352.74886,97765
2021-04-09,Gresham,97080,1993,4,5,665000,3752,68389,177.24,31446,23.246,1352.74886,97765
2021-04-09,Gresham,97080,1989,3,2,440000,1307,7840,336.65,31446,23.246,1352.74886,97765
2021-04-09,Gresham,97080,2016,4,3,550000,2338,4791,235.24,31446,23.246,1352.74886,97765
2021-04-06,Gresham,97080,2018,4,3,582000,2448,5662,237.75,31446,23.246,1352.74886,97765
2021-04-06,Gresham,97080,1980,4,2,401000,2051,11325,195.51,31446,23.246,1352.74886,97765
2021-04-06,Gresham,97080,2007,3,2,450000,1541,6969,292.02,31446,23.246,1352.74886,97765
2021-04-01,Gresham,97080,1967,3,2,395000,1291,9583,305.96,31446,23.246,1352.74886,97765
2021-04-01,Gresham,97080,2018,5,4,699900,3040,10890,230.23,31446,23.246,1352.74886,97765
2021-04-01,Gresham,97080,1979,3,2,431000,1519,8276,283.74,31446,23.246,1352.74886,97765
2021-03-29,Gresham,97080,1978,4,3,480000,2199,8276,218.28,31446,23.246,1352.74886,97765
2021-03-29,Gresham,97080,1997,4,3,523000,2389,7405,218.92,31446,23.246,1352.74886,97765
2021-03-26,Gresham,97080,1986,4,3,562000,2449,10454,229.48,31446,23.246,1352.74886,97765
2021-03-24,Gresham,97080,1982,3,3,425000,1653,11761,257.11,31446,23.246,1352.74886,97765
2021-03-23,Gresham,97080,2020,3,4,552400,3180,5227,173.71,31446,23.246,1352.74886,97765
2021-03-23,Gresham,97080,1973,6,2,447500,2328,14374,192.23,31446,23.246,1352.74886,97765
2021-03-23,Gresham,97080,1975,3,2,380000,1483,7840,256.24,31446,23.246,1352.74886,97765
2021-03-23,Gresham,97080,2017,4,3,600000,2480,8276,241.94,31446,23.246,1352.74886,97765
2021-03-21,Gresham,97080,1997,4,3,549900,2382,6969,230.86,31446,23.246,1352.74886,97765
2021-03-18,Gresham,97080,1988,3,3,440000,2207,8276,199.37,31446,23.246,1352.74886,97765
2021-03-18,Gresham,97080,2008,5,3,575000,3263,6969,176.22,31446,23.246,1352.74886,97765
2021-03-15,Gresham,97080,1979,4,3,605000,3103,10018,194.97,31446,23.246,1352.74886,97765
2021-03-15,Gresham,97080,1980,3,2,395000,1378,8712,286.65,31446,23.246,1352.74886,97765
2021-03-15,Gresham,97080,2005,3,3,500000,2430,5227,205.76,31446,23.246,1352.74886,97765
2021-03-15,Gresham,97080,1977,3,1.5,306000,1008,10375,303.57,31446,23.246,1352.74886,97765
2021-03-15,Gresham,97080,1994,5,4,720000,3600,91040,200,31446,23.246,1352.74886,97765
2021-03-12,Gresham,97080,1993,4,3,470000,2170,6969,216.59,31446,23.246,1352.74886,97765
2021-03-12,Gresham,97080,1994,5,4,692000,4332,13503,159.74,31446,23.246,1352.74886,97765
2021-03-09,Gresham,97080,1979,3,2,432500,1824,9583,237.12,31446,23.246,1352.74886,97765
2021-03-07,Gresham,97080,1992,3,2,488000,2013,8276,242.42,31446,23.246,1352.74886,97765
2021-03-04,Gresham,97080,1967,3,2.5,320000,1669,9500,191.73,31446,23.246,1352.74886,97765
2021-03-04,Gresham,97080,2008,3,3,640000,2812,17859,227.6,31446,23.246,1352.74886,97765
2021-03-04,Gresham,97080,2021,4,3,531400,2448,5227,217.08,31446,23.246,1352.74886,97765
2020-11-24,Gresham,97080,1976,4,2,467000,1972,10890,236.82,31446,23.246,1352.74886,97765
2020-09-16,Gresham,97080,2004,3,2,255500,970,2613,263.4,31446,23.246,1352.74886,97765
2020-10-16,Gresham,97080,1979,3,2,327000,1088,4791,300.55,31446,23.246,1352.74886,97765
2020-11-16,Gresham,97080,2008,4,3,420000,1902,5227,220.82,31446,23.246,1352.74886,97765
2020-11-24,Gresham,97080,1972,3,2,380000,1332,9147,285.29,31446,23.246,1352.74886,97765
2020-10-16,Gresham,97080,1979,4,3,400000,2690,10720,148.7,31446,23.246,1352.74886,97765
2020-09-18,Gresham,97080,1992,4,2,479900,2203,13068,217.84,31446,23.246,1352.74886,97765
2020-11-29,Gresham,97080,2008,4,3,455000,2233,5227,203.76,31446,23.246,1352.74886,97765
2020-12-02,Gresham,97080,1975,4,3,428900,2481,6969,172.87,31446,23.246,1352.74886,97765
2020-09-21,Gresham,97080,1984,3,2.5,400000,1776,8662,225.23,31446,23.246,1352.74886,97765
2020-10-22,Gresham,97080,1979,4,3,391000,2196,7405,178.05,31446,23.246,1352.74886,97765
2020-10-22,Gresham,97080,1975,3,2,409500,1302,7405,314.52,31446,23.246,1352.74886,97765
2020-12-07,Gresham,97080,1975,3,2,395000,1400,8712,282.14,31446,23.246,1352.74886,97765
2020-09-21,Gresham,97080,1994,4,3,445000,2229,8712,199.64,31446,23.246,1352.74886,97765
2020-10-25,Gresham,97080,1978,4,3,425800,2070,7405,205.7,31446,23.246,1352.74886,97765
2020-12-08,Gresham,97080,1980,4,3,425000,2310,10454,183.98,31446,23.246,1352.74886,97765
2020-10-25,Gresham,97080,1976,3,3,420000,1885,7405,222.81,31446,23.246,1352.74886,97765
2020-10-27,Gresham,97080,1989,3,2,370000,1236,10018,299.35,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,1979,3,3,425000,1936,10018,219.52,31446,23.246,1352.74886,97765
2020-10-27,Gresham,97080,1985,3,3,450000,2039,11761,220.7,31446,23.246,1352.74886,97765
2020-12-02,Gresham,97080,1997,4,3,445000,2505,8712,177.64,31446,23.246,1352.74886,97765
2020-09-23,Gresham,97080,1994,3,2,430000,2547,7405,168.83,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2002,3,3,381300,1682,3920,226.69,31446,23.246,1352.74886,97765
2020-10-27,Gresham,97080,1988,4,3,435000,2391,9147,181.93,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,1974,5,3,405000,2044,7405,198.14,31446,23.246,1352.74886,97765
2020-10-29,Gresham,97080,1996,4,3,645000,3271,12632,197.19,31446,23.246,1352.74886,97765
2020-09-29,Gresham,97080,1989,3,3,415000,1729,7840,240.02,31446,23.246,1352.74886,97765
2020-10-30,Gresham,97080,1978,4,3,440000,1810,10454,243.09,31446,23.246,1352.74886,97765
2020-12-13,Gresham,97080,1978,4,2,430000,1976,8064,217.61,31446,23.246,1352.74886,97765
2020-10-30,Gresham,97080,1979,3,3,450000,2034,10890,221.24,31446,23.246,1352.74886,97765
2020-09-29,Gresham,97080,1993,3,2,484200,2429,9583,199.34,31446,23.246,1352.74886,97765
2020-10-30,Gresham,97080,1980,3,2,364000,1675,8712,217.31,31446,23.246,1352.74886,97765
2020-10-30,Gresham,97080,1977,3,2,375000,1852,7405,202.48,31446,23.246,1352.74886,97765
2020-09-30,Gresham,97080,2003,3,3,376500,1712,4356,219.92,31446,23.246,1352.74886,97765
2020-12-14,Gresham,97080,1987,4,3,490000,2096,8712,233.78,31446,23.246,1352.74886,97765
2020-11-02,Gresham,97080,1978,3,2,365000,1256,7405,290.61,31446,23.246,1352.74886,97765
2020-11-10,Gresham,97080,1978,5,3,415000,2504,7840,165.73,31446,23.246,1352.74886,97765
2020-12-18,Gresham,97080,1984,4,3,439000,2464,8276,178.17,31446,23.246,1352.74886,97765
2020-11-18,Gresham,97080,1979,3,3,455000,1941,12196,234.42,31446,23.246,1352.74886,97765
2020-11-18,Gresham,97080,2007,4,3,649900,3720,13068,174.7,31446,23.246,1352.74886,97765
2020-11-18,Gresham,97080,1980,4,3,448000,2552,10018,175.55,31446,23.246,1352.74886,97765
2020-11-18,Gresham,97080,1974,3,1.5,240000,980,7000,244.9,31446,23.246,1352.74886,97765
2020-11-19,Gresham,97080,1978,4,3,423000,2086,6969,202.78,31446,23.246,1352.74886,97765
2020-11-24,Gresham,97080,1995,3,2,390000,1880,6969,207.45,31446,23.246,1352.74886,97765
2020-11-29,Gresham,97080,2017,4,3,599900,2460,7405,243.86,31446,23.246,1352.74886,97765
2020-12-04,Gresham,97080,1979,3,2,390000,1387,8276,281.18,31446,23.246,1352.74886,97765
2020-10-21,Gresham,97080,1984,3,2,401000,1601,8712,250.47,31446,23.246,1352.74886,97765
2020-12-07,Gresham,97080,1994,4,4,698888,4298,23522,162.61,31446,23.246,1352.74886,97765
2020-12-08,Gresham,97080,1974,3,2,323000,1379,7030,234.23,31446,23.246,1352.74886,97765
2020-12-13,Gresham,97080,1975,5,3,397000,2717,10454,146.12,31446,23.246,1352.74886,97765
2020-12-22,Gresham,97080,1979,3,2,249999,1285,7000,194.55,31446,23.246,1352.74886,97765
2020-12-16,Gresham,97080,1990,4,3,507000,3266,13068,155.24,31446,23.246,1352.74886,97765
2020-12-16,Gresham,97080,1978,3,2,380000,1562,10454,243.28,31446,23.246,1352.74886,97765
2020-12-18,Gresham,97080,1989,4,3,574500,3048,13503,188.48,31446,23.246,1352.74886,97765
2020-12-30,Gresham,97080,1989,4,3,550000,3038,7840,181.04,31446,23.246,1352.74886,97765
2020-10-29,Gresham,97080,2020,4,3,519950,2589,5227,200.83,31446,23.246,1352.74886,97765
2020-10-30,Gresham,97080,2020,4,2,529950,2728,4791,194.26,31446,23.246,1352.74886,97765
2020-12-30,Gresham,97080,1975,4,3,413000,1820,11761,226.92,31446,23.246,1352.74886,97765
2021-07-01,Gresham,97080,1955,3,3,670000,2884,174240,232.32,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2003,3,4,615000,3703,11761,166.08,31446,23.246,1352.74886,97765
2020-10-02,Gresham,97080,1997,4,3,515000,2186,8712,235.59,31446,23.246,1352.74886,97765
2021-01-04,Gresham,97080,1978,4,2,475000,2015,10454,235.73,31446,23.246,1352.74886,97765
2020-10-13,Gresham,97080,1966,3,2,625000,1869,100623,334.4,31446,23.246,1352.74886,97765
2021-01-05,Gresham,97080,1977,3,3,407000,1744,6969,233.37,31446,23.246,1352.74886,97765
2020-12-30,Gresham,97080,1985,4,3,440000,2064,7840,213.18,31446,23.246,1352.74886,97765
2020-10-16,Gresham,97080,2003,4,3,479000,2367,6969,202.37,31446,23.246,1352.74886,97765
2020-10-27,Gresham,97080,2016,3,2,455000,1834,5227,248.09,31446,23.246,1352.74886,97765
2020-11-12,Gresham,97080,1956,4,2,705000,3148,87120,223.95,31446,23.246,1352.74886,97765
2021-05-18,Gresham,97080,2017,4,4,875000,3248,8276,269.4,31446,23.246,1352.74886,97765
2021-04-29,Gresham,97080,1979,4,3,450000,2428,10185,185.34,31446,23.246,1352.74886,97765
2020-09-30,Gresham,97080,2000,3,3,390000,1710,4791,228.07,31446,23.246,1352.74886,97765
2020-10-05,Gresham,97080,1996,4,3,443000,2129,6969,208.08,31446,23.246,1352.74886,97765
2020-10-05,Gresham,97080,1973,2,1,200000,896,56192,223.21,31446,23.246,1352.74886,97765
2020-10-13,Gresham,97080,2002,4,3,404000,2290,5662,176.42,31446,23.246,1352.74886,97765
2020-10-16,Gresham,97080,1969,3,2,674900,2016,83199,334.77,31446,23.246,1352.74886,97765
2020-10-21,Gresham,97080,2012,4,3,555000,2720,9147,204.04,31446,23.246,1352.74886,97765
2021-03-21,Gresham,97080,2009,3,3,527500,1900,5227,277.63,31446,23.246,1352.74886,97765
2021-03-18,Gresham,97080,2011,4,3,508000,2622,5227,193.75,31446,23.246,1352.74886,97765
2021-03-17,Gresham,97080,2018,4,3,450000,1833,3920,245.5,31446,23.246,1352.74886,97765
2021-03-17,Gresham,97080,1995,3,2,300000,1706,10164,175.85,31446,23.246,1352.74886,97765
2021-03-12,Gresham,97080,1982,3,2,423000,1248,323215,338.94,31446,23.246,1352.74886,97765
2021-03-07,Gresham,97080,1997,4,3,495000,2056,6969,240.76,31446,23.246,1352.74886,97765
2021-03-07,Gresham,97080,1974,3,2,420000,1684,6098,249.41,31446,23.246,1352.74886,97765
2021-03-04,Gresham,97080,2007,4,3,532350,2934,5662,181.44,31446,23.246,1352.74886,97765
2021-03-01,Gresham,97080,1966,4,3,668000,3060,90604,218.3,31446,23.246,1352.74886,97765
2021-03-03,Gresham,97080,2004,3,3,405000,1703,7405,237.82,31446,23.246,1352.74886,97765
2021-02-24,Gresham,97080,1969,3,1.5,360000,1636,81457,220.05,31446,23.246,1352.74886,97765
2021-02-12,Gresham,97080,1997,3,3,470000,2084,6969,225.53,31446,23.246,1352.74886,97765
2021-01-27,Gresham,97080,1974,3,3,340000,2252,7840,150.98,31446,23.246,1352.74886,97765
2021-02-01,Gresham,97080,2007,4,2.5,400000,2472,5800,161.81,31446,23.246,1352.74886,97765
2021-01-21,Gresham,97080,2009,3,3,445000,1727,6534,257.67,31446,23.246,1352.74886,97765
2021-01-27,Gresham,97080,2001,4,3,425000,2058,4791,206.51,31446,23.246,1352.74886,97765
2021-01-18,Gresham,97080,1965,4,3,508000,2000,87120,254,31446,23.246,1352.74886,97765
2021-01-15,Gresham,97080,1997,4,3,495000,1896,9583,261.08,31446,23.246,1352.74886,97765
2021-01-13,Gresham,97080,2001,4,2,450000,1865,6534,241.29,31446,23.246,1352.74886,97765
2021-01-13,Gresham,97080,2005,4,3,420000,1975,5227,212.66,31446,23.246,1352.74886,97765
2021-01-04,Gresham,97080,1976,3,1,338000,960,5227,352.08,31446,23.246,1352.74886,97765
2020-12-30,Gresham,97080,1999,4,3,460000,2528,6969,181.96,31446,23.246,1352.74886,97765
2020-12-22,Gresham,97080,1994,4,4,1250000,5380,48351,232.34,31446,23.246,1352.74886,97765
2020-12-22,Gresham,97080,1996,4,3,474900,2349,6969,202.17,31446,23.246,1352.74886,97765
2020-12-16,Gresham,97080,1979,5,4,725000,2850,20908,254.39,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2018,4,4,510000,2439,6098,209.1,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2001,3,2,400000,1548,6098,258.4,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,1974,3,2,355000,1690,6098,210.06,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2020,4,3,660000,2325,30927,283.87,31446,23.246,1352.74886,97765
2020-12-10,Gresham,97080,2013,4,3,490000,2780,5227,176.26,31446,23.246,1352.74886,97765
2020-12-08,Gresham,97080,2013,3,3,459000,2153,5227,213.19,31446,23.246,1352.74886,97765
2021-05-26,Gresham,97080,2006,3,3,515000,2060,4791,250,31446,23.246,1352.74886,97765
2020-12-08,Gresham,97080,1994,4,3,442500,2436,12196,181.65,31446,23.246,1352.74886,97765
2020-12-07,Gresham,97080,1960,3,3,535800,2276,30056,235.41,31446,23.246,1352.74886,97765
2020-12-02,Gresham,97080,2007,3,3,324000,1614,3049,200.74,31446,23.246,1352.74886,97765
2021-05-24,Gresham,97080,2004,5,3,580000,2990,4791,193.98,31446,23.246,1352.74886,97765
2020-11-29,Gresham,97080,2014,3,4,667500,3383,13503,197.31,31446,23.246,1352.74886,97765
2020-12-02,Gresham,97080,1960,3,2,369000,1774,87555,208,31446,23.246,1352.74886,97765
2020-11-24,Gresham,97080,1981,3,2,427000,1720,13503,248.26,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1959,4,2,399000,2064,6098,193.31,31446,23.246,1352.74886,97765
2020-11-23,Gresham,97080,1988,4,3,510000,1809,18295,281.92,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1990,3,2,390000,1565,6969,249.2,31446,23.246,1352.74886,97765
2020-11-24,Gresham,97080,2002,4,3,400000,2109,3920,189.66,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1984,3,2,425000,1396,10018,304.44,31446,23.246,1352.74886,97765
2020-11-23,Gresham,97080,2002,3,2,380000,1489,4356,255.2,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,2019,3,3,420000,1671,4791,251.35,31446,23.246,1352.74886,97765
2020-11-19,Gresham,97080,2005,4,3,395900,1981,3920,199.85,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1965,3,2,395000,1488,13068,265.46,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1995,3,2,385000,1265,6534,304.35,31446,23.246,1352.74886,97765
2020-11-19,Gresham,97080,2003,3,3,428000,1772,6969,241.53,31446,23.246,1352.74886,97765
2021-05-23,Gresham,97080,1995,4,3,550000,2189,11325,251.26,31446,23.246,1352.74886,97765
2020-11-18,Gresham,97080,2011,5,3,430000,2623,5227,163.93,31446,23.246,1352.74886,97765
2020-11-15,Gresham,97080,2013,4,3,465000,2440,5227,190.57,31446,23.246,1352.74886,97765
2020-11-15,Gresham,97080,2008,3,3,466000,2459,5227,189.51,31446,23.246,1352.74886,97765
2020-11-10,Gresham,97080,2000,4,3,450000,2234,6098,201.43,31446,23.246,1352.74886,97765
2021-05-21,Gresham,97080,1972,5,3,475000,2212,11761,214.74,31446,23.246,1352.74886,97765
2020-11-09,Gresham,97080,2003,4,3,454000,2152,5662,210.97,31446,23.246,1352.74886,97765
2020-10-29,Gresham,97080,2003,3,2,405000,1725,4791,234.78,31446,23.246,1352.74886,97765
2020-10-27,Gresham,97080,2000,4,3,402500,2058,4791,195.58,31446,23.246,1352.74886,97765
2020-10-22,Gresham,97080,1980,3,3,420000,1894,10018,221.75,31446,23.246,1352.74886,97765
2021-05-21,Gresham,97080,1993,4,3,485100,2008,6969,241.58,31446,23.246,1352.74886,97765
2020-10-21,Gresham,97080,1973,4,3,675000,2246,517057,300.53,31446,23.246,1352.74886,97765
2021-05-20,Gresham,97080,2005,3,2,515000,1811,6098,284.37,31446,23.246,1352.74886,97765
2020-10-21,Gresham,97080,2000,4,3,375000,2091,6534,179.34,31446,23.246,1352.74886,97765
2020-10-19,Gresham,97080,1979,4,3,425000,2020,11325,210.4,31446,23.246,1352.74886,97765
2020-10-21,Gresham,97080,2008,3,3,415000,2008,4791,206.67,31446,23.246,1352.74886,97765
2021-05-20,Gresham,97080,2009,4,5,820000,3661,15245,223.98,31446,23.246,1352.74886,97765
2020-10-16,Gresham,97080,2020,4,3,490000,2200,5227,222.73,31446,23.246,1352.74886,97765
2020-10-13,Gresham,97080,2001,4,3,445000,2072,5662,214.77,31446,23.246,1352.74886,97765
2020-10-13,Gresham,97080,1993,3,2,200000,1296,7160,154.32,31446,23.246,1352.74886,97765
2021-05-18,Gresham,97080,1977,4,3,495000,2616,11761,189.22,31446,23.246,1352.74886,97765
2021-05-18,Gresham,97080,1993,4,3,525000,2108,7840,249.05,31446,23.246,1352.74886,97765
2020-10-05,Gresham,97080,1977,3,2,600000,2463,40946,243.61,31446,23.246,1352.74886,97765
2021-05-18,Gresham,97080,1975,3,2,458000,1801,8276,254.3,31446,23.246,1352.74886,97765
2020-09-29,Gresham,97080,1988,5,4,525000,3218,7840,163.14,31446,23.246,1352.74886,97765
2020-09-24,Gresham,97080,2013,4,3,445000,2110,5662,210.9,31446,23.246,1352.74886,97765
2020-09-27,Gresham,97080,2010,4,2,494950,2759,5662,179.39,31446,23.246,1352.74886,97765
2021-05-17,Gresham,97080,1985,3,3,474000,1582,11325,299.62,31446,23.246,1352.74886,97765
2020-09-26,Gresham,97080,1964,4,3,415000,2352,10018,176.45,31446,23.246,1352.74886,97765
2021-05-17,Gresham,97080,1980,3,2,340000,2266,8250,150.04,31446,23.246,1352.74886,97765
2021-05-17,Gresham,97080,1983,3,2,460000,1322,8712,347.96,31446,23.246,1352.74886,97765
2020-09-24,Gresham,97080,1999,4,3,475000,2398,7405,198.08,31446,23.246,1352.74886,97765
2021-05-13,Gresham,97080,2001,3,3,425000,1684,3920,252.38,31446,23.246,1352.74886,97765
2020-09-23,Gresham,97080,1979,4,3,455000,2032,10018,223.92,31446,23.246,1352.74886,97765
2020-09-21,Gresham,97080,1966,4,2,230000,1557,6969,147.72,31446,23.246,1352.74886,97765
2021-05-13,Gresham,97080,1989,3,3,445000,1601,7405,277.95,31446,23.246,1352.74886,97765
2020-09-18,Gresham,97080,2002,3,3,800000,2524,43560,316.96,31446,23.246,1352.74886,97765
2020-09-16,Gresham,97080,1979,3,2,357500,1412,10010,253.19,31446,23.246,1352.74886,97765
2020-09-18,Gresham,97080,2005,4,3,389900,1981,3920,196.82,31446,23.246,1352.74886,97765
2020-09-15,Gresham,97080,1995,4,3,447400,2030,8276,220.39,31446,23.246,1352.74886,97765
2020-09-10,Gresham,97080,2005,4,3,436500,3002,6098,145.4,31446,23.246,1352.74886,97765
2020-09-10,Gresham,97080,1969,5,2,470000,1712,120661,274.53,31446,23.246,1352.74886,97765
2020-09-07,Gresham,97080,1999,3,2,439900,1972,6969,223.07,31446,23.246,1352.74886,97765
2020-09-04,Gresham,97080,2009,3,3,423000,1978,5662,213.85,31446,23.246,1352.74886,97765
2020-07-24,Gresham,97080,2020,3,3,424400,2019,7408,210.2,31446,23.246,1352.74886,97765
2020-07-30,Gresham,97080,1989,3,3,535000,2232,14374,239.7,31446,23.246,1352.74886,97765
2020-08-04,Gresham,97080,1995,3,3,375000,1707,4791,219.68,31446,23.246,1352.74886,97765
2020-08-05,Gresham,97080,1998,4,3,519950,2822,6969,184.25,31446,23.246,1352.74886,97765
2020-08-07,Gresham,97080,1997,4,3,539000,2708,11761,199.04,31446,23.246,1352.74886,97765
2020-08-10,Gresham,97080,1976,4,3,430000,2144,7405,200.56,31446,23.246,1352.74886,97765
2020-08-13,Gresham,97080,1995,3,3,539900,2578,9583,209.43,31446,23.246,1352.74886,97765
2020-08-13,Gresham,97080,2020,4,3,483945,2479,5227,195.22,31446,23.246,1352.74886,97765
2020-08-13,Gresham,97080,1993,3,2,410000,1644,10454,249.39,31446,23.246,1352.74886,97765
2020-08-13,Gresham,97080,2006,9,8,705000,4295,10018,164.14,31446,23.246,1352.74886,97765
2020-08-19,Gresham,97080,2008,4,3,435000,2166,5662,200.83,31446,23.246,1352.74886,97765
2020-08-19,Gresham,97080,2018,3,3,360000,1671,3049,215.44,31446,23.246,1352.74886,97765
2020-08-19,Gresham,97080,2018,3,3,360000,1671,3049,215.44,31446,23.246,1352.74886,97765
2020-08-19,Gresham,97080,2002,3,3,385000,1794,3920,214.6,31446,23.246,1352.74886,97765
2020-08-19,Gresham,97080,1980,2,2,270000,1141,6969,236.63,31446,23.246,1352.74886,97765
2020-08-24,Gresham,97080,1977,3,3,415500,1812,6534,229.3,31446,23.246,1352.74886,97765
2020-08-24,Gresham,97080,2004,3,2,406900,1469,5662,276.99,31446,23.246,1352.74886,97765
2020-08-26,Gresham,97080,1977,3,2,398000,1759,9583,226.26,31446,23.246,1352.74886,97765
2020-08-26,Gresham,97080,1979,3,2,380000,1500,7405,253.33,31446,23.246,1352.74886,97765
2020-08-27,Gresham,97080,1996,3,3,380000,1460,4791,260.27,31446,23.246,1352.74886,97765
2020-08-30,Gresham,97080,2018,4,3,384995,1863,3049,206.65,31446,23.246,1352.74886,97765
2020-09-01,Gresham,97080,1995,3,2,350000,1265,5662,276.68,31446,23.246,1352.74886,97765
2020-09-01,Gresham,97080,1990,4,4,450000,3420,7405,131.58,31446,23.246,1352.74886,97765
2020-09-01,Gresham,97080,2014,4,3,655000,2690,47480,243.49,31446,23.246,1352.74886,97765
2020-07-27,Gresham,97080,1993,3,2,370000,1222,4791,302.78,31446,23.246,1352.74886,97765
2020-09-04,Gresham,97080,2004,3,2,380000,1400,5662,271.43,31446,23.246,1352.74886,97765
2020-09-10,Gresham,97080,1980,3,2,340500,2109,13068,161.45,31446,23.246,1352.74886,97765
2020-09-15,Gresham,97080,1995,3,2,360000,1372,5662,262.39,31446,23.246,1352.74886,97765
2020-09-15,Gresham,97080,1995,3,3,380000,1567,5227,242.5,31446,23.246,1352.74886,97765
2020-08-02,Gresham,97080,1962,4,2,385500,2273,10454,169.6,31446,23.246,1352.74886,97765
2020-07-30,Gresham,97080,1977,3,2,409000,1597,8712,256.11,31446,23.246,1352.74886,97765
2020-09-21,Gresham,97080,2020,4,3,474500,2306,5227,205.77,31446,23.246,1352.74886,97765
2020-08-07,Gresham,97080,1993,3,2,350000,1184,6098,295.61,31446,23.246,1352.74886,97765
2020-08-07,Gresham,97080,1975,3,2,360000,1372,6969,262.39,31446,23.246,1352.74886,97765
