Sale Date,City,Zip Code,Year Built,Bed,Bath,Sale Price,Square Feet,Lot Size,$/SF,Zip Population,Zip SqMi,Zip Pop Density,Zip Mean HHI
2020-08-10,Portland,97222,1970,3,1,256250,1140,7024,224.78,29786,9.009,3306.249306,79481
2020-08-11,Portland,97222,1951,3,1,445500,2839,8712,156.92,29786,9.009,3306.249306,79481
2020-08-13,Portland,97222,2020,4,3,545000,2764,4791,197.18,29786,9.009,3306.249306,79481
2020-08-13,Milwaukie,97222,1964,4,2,300000,2127,6984,141.04,29786,9.009,3306.249306,79481
2020-07-24,Portland,97222,2010,3,2,347250,1497,871,231.96,29786,9.009,3306.249306,79481
2020-08-13,Portland,97222,1975,4,3,500000,2020,10018,247.52,29786,9.009,3306.249306,79481
2020-09-10,Portland,97222,1953,4,3,559800,3675,9147,152.33,29786,9.009,3306.249306,79481
2020-09-04,Milwaukie,97222,1956,3,1,430000,1159,8276,371.01,29786,9.009,3306.249306,79481
2020-09-04,Portland,97222,2007,3,2,410500,1140,5227,360.09,29786,9.009,3306.249306,79481
2020-09-04,Milwaukie,97222,2020,3,3,536500,2392,6969,224.29,29786,9.009,3306.249306,79481
2020-09-04,Portland,97222,1979,3,2,405000,1354,5000,299.11,29786,9.009,3306.249306,79481
2020-09-02,Portland,97222,1978,3,3,478000,1987,10890,240.56,29786,9.009,3306.249306,79481
2020-09-02,Portland,97222,1978,3,3,478000,1915,10890,249.61,29786,9.009,3306.249306,79481
2020-09-01,Portland,97222,1970,3,1,339900,960,6969,354.06,29786,9.009,3306.249306,79481
2020-09-01,Portland,97222,1993,4,3,488000,2166,7405,225.3,29786,9.009,3306.249306,79481
2020-09-01,Portland,97222,1952,3,2,440000,1624,11761,270.94,29786,9.009,3306.249306,79481
2020-08-30,Portland,97222,1956,3,1,337630,1502,9147,224.79,29786,9.009,3306.249306,79481
2020-08-27,Portland,97222,2020,3,3,502000,1909,5662,262.96,29786,9.009,3306.249306,79481
2020-08-27,Portland,97222,1966,4,4,500000,2130,10736,234.74,29786,9.009,3306.249306,79481
2020-08-27,Portland,97222,1951,2,1,338000,1667,8712,202.76,29786,9.009,3306.249306,79481
2020-08-26,Portland,97222,1951,4,2,439900,2219,13068,198.24,29786,9.009,3306.249306,79481
2020-08-26,Portland,97222,2015,3,3,512000,2006,3484,255.23,29786,9.009,3306.249306,79481
2020-08-24,Milwaukie,97222,1955,5,3,497000,3032,13503,163.92,29786,9.009,3306.249306,79481
2020-08-19,Milwaukie,97222,2020,4,3,525000,2325,4791,225.81,29786,9.009,3306.249306,79481
2020-08-19,Portland,97222,1971,4,2,365000,1624,8517,224.75,29786,9.009,3306.249306,79481
2020-08-18,Portland,97222,1976,5,3,502380,2918,6969,172.17,29786,9.009,3306.249306,79481
2020-08-18,Milwaukie,97222,1994,3,3,430000,1360,6969,316.18,29786,9.009,3306.249306,79481
2020-08-13,Milwaukie,97222,1964,4,3,495000,2030,11761,243.84,29786,9.009,3306.249306,79481
2020-08-13,Milwaukie,97222,1975,3,3,485000,2532,9583,191.55,29786,9.009,3306.249306,79481
2020-08-13,Milwaukie,97222,1965,1,1,249950,703,3484,355.55,29786,9.009,3306.249306,79481
2020-08-13,Portland,97222,1960,3,1,329000,1586,11326,207.44,29786,9.009,3306.249306,79481
2020-08-13,Portland,97222,1951,2,1,410000,1161,7216,353.14,29786,9.009,3306.249306,79481
2020-08-30,Portland,97222,1963,4,3,599000,2646,20037,226.38,29786,9.009,3306.249306,79481
2020-08-30,Portland,97222,1971,3,2,360000,1414,8712,254.6,29786,9.009,3306.249306,79481
2020-09-04,Milwaukie,97222,2020,3,3,635000,2437,7840,260.57,29786,9.009,3306.249306,79481
2021-01-10,Portland,97222,2018,4,3,420000,1440,3049,291.67,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1963,4,3,575000,1966,8276,292.47,29786,9.009,3306.249306,79481
2020-09-04,Portland,97222,1956,6,2,549900,2258,11761,243.53,29786,9.009,3306.249306,79481
2021-07-13,Milwaukie,97222,1983,3,2,485000,1620,7840,299.38,29786,9.009,3306.249306,79481
2021-07-12,Milwaukie,97222,1955,3,1,435000,1026,7840,423.98,29786,9.009,3306.249306,79481
2021-07-12,Portland,97222,1955,3,1,395000,884,7405,446.83,29786,9.009,3306.249306,79481
2021-07-12,Milwaukie,97222,1955,3,2,435000,1272,16117,341.98,29786,9.009,3306.249306,79481
2021-07-09,Milwaukie,97222,1995,3,3,420000,1514,4791,277.41,29786,9.009,3306.249306,79481
2020-07-07,Portland,97222,1960,3,1,410000,2280,6970,179.82,29786,9.009,3306.249306,79481
2020-07-07,Milwaukie,97222,1960,3,1,410000,2250,6969,182.22,29786,9.009,3306.249306,79481
2020-07-08,Portland,97222,1952,3,1,355000,1000,4791,355,29786,9.009,3306.249306,79481
2020-07-08,Milwaukie,97222,2002,4,3,429900,1446,6098,297.3,29786,9.009,3306.249306,79481
2020-07-22,Portland,97222,1962,3,3,435000,1795,6969,242.34,29786,9.009,3306.249306,79481
2020-07-24,Portland,97222,1979,3,2,367500,1487,11761,247.14,29786,9.009,3306.249306,79481
2020-07-24,Portland,97222,1976,4,2,338000,2297,10018,147.15,29786,9.009,3306.249306,79481
2020-07-24,Portland,97222,1958,3,2,469425,2423,6969,193.74,29786,9.009,3306.249306,79481
2020-07-19,Milwaukie,97222,1992,5,4,665000,4499,10454,147.81,29786,9.009,3306.249306,79481
2020-07-22,Portland,97222,1968,3,1,368000,924,6098,398.27,29786,9.009,3306.249306,79481
2020-07-16,Portland,97222,1990,3,2,360000,1533,9583,234.83,29786,9.009,3306.249306,79481
2020-07-16,Milwaukie,97222,2019,5,4,585000,2860,4791,204.55,29786,9.009,3306.249306,79481
2020-07-14,Portland,97222,1977,3,2,399900,1814,7840,220.45,29786,9.009,3306.249306,79481
2020-07-14,Portland,97222,1986,3,2,455000,1476,5227,308.27,29786,9.009,3306.249306,79481
2020-07-13,Portland,97222,1987,3,1,355000,984,5662,360.77,29786,9.009,3306.249306,79481
2020-07-13,Portland,97222,1973,5,3,428000,2190,6534,195.43,29786,9.009,3306.249306,79481
2020-07-13,Portland,97222,1987,3,3,407500,2028,11325,200.94,29786,9.009,3306.249306,79481
2020-07-13,Milwaukie,97222,1971,5,3,430000,2264,7840,189.93,29786,9.009,3306.249306,79481
2020-07-10,Portland,97222,2020,3,2,510000,1723,4791,296,29786,9.009,3306.249306,79481
2020-07-05,Milwaukie,97222,2020,3,3,549000,2408,7405,227.99,29786,9.009,3306.249306,79481
2021-07-15,Milwaukie,97222,1991,3,2,495000,1448,8712,341.85,29786,9.009,3306.249306,79481
2021-07-15,Portland,97222,1975,3,3,440000,2388,6969,184.25,29786,9.009,3306.249306,79481
2021-07-15,Portland,97222,1978,3,2,430000,1224,4791,351.31,29786,9.009,3306.249306,79481
2021-06-29,Portland,97222,1959,3,2,460500,1539,8712,299.22,29786,9.009,3306.249306,79481
2021-07-01,Milwaukie,97222,1968,4,3,370000,2100,7000,176.19,29786,9.009,3306.249306,79481
2021-07-06,Portland,97222,1959,3,2,439605,1750,11325,251.2,29786,9.009,3306.249306,79481
2021-07-06,Portland,97222,1962,3,2,420000,1496,7136,280.75,29786,9.009,3306.249306,79481
2021-07-07,Portland,97222,1974,3,1,390000,1160,8712,336.21,29786,9.009,3306.249306,79481
2021-07-07,Milwaukie,97222,1981,3,3,553000,1902,10018,290.75,29786,9.009,3306.249306,79481
2021-07-09,Portland,97222,1952,2,1,420000,942,9147,445.86,29786,9.009,3306.249306,79481
2021-05-24,Portland,97222,1968,3,1,450000,1345,10018,334.57,29786,9.009,3306.249306,79481
2021-05-26,Portland,97222,1974,3,2,465000,1036,8712,448.84,29786,9.009,3306.249306,79481
2021-05-26,Portland,97222,1963,3,2,360000,1358,6098,265.1,29786,9.009,3306.249306,79481
2021-05-26,Portland,97222,1968,3,3,550000,2174,7405,252.99,29786,9.009,3306.249306,79481
2021-05-26,Portland,97222,1967,3,2,452000,1516,9583,298.15,29786,9.009,3306.249306,79481
2021-05-28,Portland,97222,1986,3,2,400000,1131,7006,353.67,29786,9.009,3306.249306,79481
2021-05-28,Milwaukie,97222,2002,3,2,450000,1694,7405,265.64,29786,9.009,3306.249306,79481
2021-05-28,Portland,97222,1987,4,4,538000,2352,9147,228.74,29786,9.009,3306.249306,79481
2021-05-28,Portland,97222,1954,3,1,420000,1089,4791,385.67,29786,9.009,3306.249306,79481
2021-05-28,Portland,97222,1977,3,1,339000,1032,4791,328.49,29786,9.009,3306.249306,79481
2021-06-01,Portland,97222,1964,4,2,550000,2228,9544,246.86,29786,9.009,3306.249306,79481
2021-06-01,Milwaukie,97222,1978,2,2,475000,1152,10018,412.33,29786,9.009,3306.249306,79481
2021-06-01,Milwaukie,97222,2018,3,3,575000,2289,6098,251.2,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1956,3,3,564000,3084,21780,182.88,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1980,4,3,665000,2256,15245,294.77,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1973,3,1,369900,1056,5662,350.28,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1956,3,2,351000,1104,7405,317.93,29786,9.009,3306.249306,79481
2021-06-03,Portland,97222,1988,3,2,522500,1581,8712,330.49,29786,9.009,3306.249306,79481
2021-06-03,Milwaukie,97222,1956,5,2,600000,2712,5227,221.24,29786,9.009,3306.249306,79481
2021-06-06,Portland,97222,1962,4,3,560000,2216,10018,252.71,29786,9.009,3306.249306,79481
2021-06-07,Portland,97222,1953,4,2,420000,1477,5662,284.36,29786,9.009,3306.249306,79481
2021-06-09,Milwaukie,97222,1958,5,3,630000,2356,6969,267.4,29786,9.009,3306.249306,79481
2021-06-11,Portland,97222,1977,3,2,464000,1310,6969,354.2,29786,9.009,3306.249306,79481
2021-06-11,Portland,97222,1963,3,2,535000,2000,6969,267.5,29786,9.009,3306.249306,79481
2021-06-14,Portland,97222,1970,2,2,440000,1944,23958,226.34,29786,9.009,3306.249306,79481
2021-06-15,Portland,97222,1963,4,2,590000,2192,5662,269.16,29786,9.009,3306.249306,79481
2021-06-15,Portland,97222,2005,2,1,435000,1280,8583,339.84,29786,9.009,3306.249306,79481
2021-06-15,Milwaukie,97222,1986,3,3,550000,1749,9147,314.47,29786,9.009,3306.249306,79481
2021-06-17,Portland,97222,1959,3,2,498000,1430,9147,348.25,29786,9.009,3306.249306,79481
2021-06-17,Portland,97222,1962,3,2,500000,1252,6969,399.36,29786,9.009,3306.249306,79481
2021-06-17,Portland,97222,2015,3,3,545000,2182,4791,249.77,29786,9.009,3306.249306,79481
2021-06-17,Portland,97222,1999,3,3,560000,1645,4791,340.43,29786,9.009,3306.249306,79481
2021-06-17,Milwaukie,97222,1997,3,2,500000,1886,8712,265.11,29786,9.009,3306.249306,79481
2021-06-20,Portland,97222,1952,3,2,452900,1378,10018,328.66,29786,9.009,3306.249306,79481
2021-06-20,Milwaukie,97222,1964,3,1,425000,1152,8276,368.92,29786,9.009,3306.249306,79481
2021-06-20,Portland,97222,1971,4,2,475500,1204,6534,394.93,29786,9.009,3306.249306,79481
2021-06-22,Milwaukie,97222,1954,4,3,560000,3170,19166,176.66,29786,9.009,3306.249306,79481
2021-06-23,Portland,97222,1965,3,1,380000,864,8276,439.81,29786,9.009,3306.249306,79481
2021-06-23,Milwaukie,97222,1953,3,3,825000,2931,26571,281.47,29786,9.009,3306.249306,79481
2021-06-23,Portland,97222,1966,3,2,515000,1296,10890,397.38,29786,9.009,3306.249306,79481
2021-06-25,Portland,97222,2001,3,2,461000,1143,4791,403.32,29786,9.009,3306.249306,79481
2021-06-28,Portland,97222,1960,3,2,375000,1638,6969,228.94,29786,9.009,3306.249306,79481
2021-06-29,Milwaukie,97222,1998,3,2,410000,1210,4800,338.84,29786,9.009,3306.249306,79481
2021-06-29,Portland,97222,1959,3,2,480000,1154,7840,415.94,29786,9.009,3306.249306,79481
2021-06-29,Milwaukie,97222,1967,4,3,555000,1994,6969,278.34,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1984,3,2,437000,1368,6969,319.44,29786,9.009,3306.249306,79481
2021-04-15,Milwaukie,97222,1962,4,2,468000,2204,6534,212.34,29786,9.009,3306.249306,79481
2021-04-15,Portland,97222,1956,4,2,626000,2676,16117,233.93,29786,9.009,3306.249306,79481
2021-04-18,Portland,97222,2020,4,3,585000,2030,5227,288.18,29786,9.009,3306.249306,79481
2021-04-20,Portland,97222,1958,3,2,435000,2090,7840,208.13,29786,9.009,3306.249306,79481
2021-04-20,Portland,97222,1986,3,2,425000,1491,9012,285.04,29786,9.009,3306.249306,79481
2021-04-22,Milwaukie,97222,1955,4,2,465000,1970,13939,236.04,29786,9.009,3306.249306,79481
2021-04-23,Portland,97222,1962,3,2,450000,1496,6969,300.8,29786,9.009,3306.249306,79481
2021-04-23,Portland,97222,1968,3,3,437000,1871,6534,233.56,29786,9.009,3306.249306,79481
2021-04-26,Milwaukie,97222,1956,3,3,500000,2418,6534,206.78,29786,9.009,3306.249306,79481
2021-04-26,Portland,97222,1959,3,2,475000,1324,7405,358.76,29786,9.009,3306.249306,79481
2021-04-28,Portland,97222,2001,5,3,515000,3066,6534,167.97,29786,9.009,3306.249306,79481
2021-04-28,Milwaukie,97222,2012,3,2,435000,1261,4791,344.96,29786,9.009,3306.249306,79481
2021-04-28,Milwaukie,97222,1992,4,3,600000,4365,10890,137.46,29786,9.009,3306.249306,79481
2021-04-28,Portland,97222,1979,3,2,550000,2280,4791,241.23,29786,9.009,3306.249306,79481
2021-04-28,Portland,97222,1959,3,2,520000,1587,6969,327.66,29786,9.009,3306.249306,79481
2021-04-28,Portland,97222,1958,3,2,450000,1236,6969,364.08,29786,9.009,3306.249306,79481
2021-04-28,Portland,97222,1959,3,2,520000,1587,6969,327.66,29786,9.009,3306.249306,79481
2021-04-29,Portland,97222,1970,3,1.5,317500,1978,6479,160.52,29786,9.009,3306.249306,79481
2021-04-29,Milwaukie,97222,1978,3,2,435000,1300,15551,334.62,29786,9.009,3306.249306,79481
2021-04-29,Portland,97222,1963,2,2,420000,1522,5227,275.95,29786,9.009,3306.249306,79481
2021-04-29,Milwaukie,97222,1955,5,3,565000,3086,9583,183.08,29786,9.009,3306.249306,79481
2021-04-29,Portland,97222,2021,3,2,440000,1297,4791,339.24,29786,9.009,3306.249306,79481
2021-04-29,Milwaukie,97222,1968,4,3,500000,3400,10454,147.06,29786,9.009,3306.249306,79481
2021-04-29,Milwaukie,97222,1990,3,2,515000,1460,9583,352.74,29786,9.009,3306.249306,79481
2021-04-29,Milwaukie,97222,1961,2,3,650000,2884,7405,225.38,29786,9.009,3306.249306,79481
2021-04-29,Portland,97222,1977,4,3,485000,2173,7840,223.19,29786,9.009,3306.249306,79481
2021-05-03,Milwaukie,97222,1970,3,1,358000,916,6995,390.83,29786,9.009,3306.249306,79481
2021-05-03,Portland,97222,1955,3,2,475000,1128,7405,421.1,29786,9.009,3306.249306,79481
2021-05-04,Portland,97222,1991,3,3,475000,1946,8712,244.09,29786,9.009,3306.249306,79481
2021-05-04,Portland,97222,1962,3,2,490000,1176,6969,416.67,29786,9.009,3306.249306,79481
2021-05-04,Portland,97222,1997,4,3,485000,1996,11427,242.99,29786,9.009,3306.249306,79481
2021-05-06,Milwaukie,97222,2007,3,2,445000,1256,4791,354.3,29786,9.009,3306.249306,79481
2021-05-07,Portland,97222,1960,4,2,545001,1906,6969,285.94,29786,9.009,3306.249306,79481
2021-05-07,Portland,97222,1960,3,3,455000,1820,8276,250,29786,9.009,3306.249306,79481
2021-05-09,Portland,97222,1991,3,2,425000,1460,4791,291.1,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1977,3,2,450000,1527,13503,294.7,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1974,3,3,517000,1894,17424,272.97,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1962,3,2,516000,1741,10454,296.38,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1995,4,3,485000,1532,4791,316.58,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1960,4,2,435000,1936,6999,224.69,29786,9.009,3306.249306,79481
2021-05-12,Portland,97222,1954,2,1,470000,1272,6534,369.5,29786,9.009,3306.249306,79481
2021-05-13,Portland,97222,1955,4,3,480000,2090,6497,229.67,29786,9.009,3306.249306,79481
2021-05-13,Portland,97222,1978,4,3,620000,2752,16117,225.29,29786,9.009,3306.249306,79481
2021-05-18,Milwaukie,97222,2018,4,3,510000,1906,3484,267.58,29786,9.009,3306.249306,79481
2021-05-23,Portland,97222,1956,4,2,430000,2266,7840,189.76,29786,9.009,3306.249306,79481
2021-05-24,Portland,97222,1970,3,1,378000,949,6098,398.31,29786,9.009,3306.249306,79481
2021-05-24,Portland,97222,1970,2,2,448000,1896,17121,236.29,29786,9.009,3306.249306,79481
2021-05-24,Portland,97222,1968,4,2,460000,1249,8712,368.29,29786,9.009,3306.249306,79481
2021-04-12,Milwaukie,97222,1960,3,3,525000,1564,6969,335.68,29786,9.009,3306.249306,79481
2021-04-12,Portland,97222,1974,3,2,432000,1008,8712,428.57,29786,9.009,3306.249306,79481
2021-04-09,Portland,97222,1995,3,2,432000,1123,6098,384.68,29786,9.009,3306.249306,79481
2021-04-06,Portland,97222,1958,3,3,498500,2044,7405,243.88,29786,9.009,3306.249306,79481
2021-04-08,Milwaukie,97222,1977,3,2,410000,1382,6981,296.67,29786,9.009,3306.249306,79481
2021-04-08,Milwaukie,97222,1970,3,3,535000,1728,8712,309.61,29786,9.009,3306.249306,79481
2021-03-31,Milwaukie,97222,1972,3,1,402000,970,10018,414.43,29786,9.009,3306.249306,79481
2021-04-01,Milwaukie,97222,1981,3,2,431000,1134,7405,380.07,29786,9.009,3306.249306,79481
2021-03-31,Portland,97222,1975,3,2,435000,1360,12632,319.85,29786,9.009,3306.249306,79481
2021-03-31,Portland,97222,1973,3,3,475000,1533,9147,309.85,29786,9.009,3306.249306,79481
2021-03-29,Portland,97222,1968,3,2,445000,1211,6969,367.46,29786,9.009,3306.249306,79481
2021-03-29,Portland,97222,1953,3,2,580000,2424,17859,239.27,29786,9.009,3306.249306,79481
2021-03-26,Milwaukie,97222,1986,3,3,517000,2788,30056,185.44,29786,9.009,3306.249306,79481
2021-03-26,Portland,97222,1953,3,1,369000,922,8712,400.22,29786,9.009,3306.249306,79481
2021-03-23,Milwaukie,97222,1962,3,3,475000,1875,7405,253.33,29786,9.009,3306.249306,79481
2021-03-17,Portland,97222,1998,3,2,450000,1372,6098,327.99,29786,9.009,3306.249306,79481
2021-03-18,Milwaukie,97222,2021,4,3,620000,2849,8712,217.62,29786,9.009,3306.249306,79481
2021-03-17,Portland,97222,1956,3,2,600000,2509,27878,239.14,29786,9.009,3306.249306,79481
2021-03-18,Portland,97222,2004,3,3,487579,1400,6098,348.27,29786,9.009,3306.249306,79481
2021-03-17,Portland,97222,1998,3,2,450000,1372,6098,327.99,29786,9.009,3306.249306,79481
2021-03-15,Portland,97222,1963,3,2,450000,1532,10018,293.73,29786,9.009,3306.249306,79481
2021-03-12,Portland,97222,1977,3,2,347900,1050,4791,331.33,29786,9.009,3306.249306,79481
2021-03-12,Portland,97222,1963,3,1,457000,1344,6534,340.03,29786,9.009,3306.249306,79481
2021-03-12,Milwaukie,97222,2015,3,2,435000,1442,4791,301.66,29786,9.009,3306.249306,79481
2021-03-07,Portland,97222,1970,3,1,175000,960,7443,182.29,29786,9.009,3306.249306,79481
2021-02-26,Portland,97222,1969,4,3,485000,1714,6969,282.96,29786,9.009,3306.249306,79481
2021-03-01,Milwaukie,97222,2003,3,2,400000,1568,5662,255.1,29786,9.009,3306.249306,79481
2021-03-01,Milwaukie,97222,2000,2,1,315000,786,4791,400.76,29786,9.009,3306.249306,79481
2021-03-01,Milwaukie,97222,1957,3,2,495000,2548,6969,194.27,29786,9.009,3306.249306,79481
2021-02-26,Milwaukie,97222,1988,3,2,453200,1026,17859,441.72,29786,9.009,3306.249306,79481
2021-02-21,Milwaukie,97222,1957,3,2,410000,1375,5662,298.18,29786,9.009,3306.249306,79481
2021-02-26,Milwaukie,97222,1978,3,2,409595,1541,6098,265.8,29786,9.009,3306.249306,79481
2021-02-21,Milwaukie,97222,1977,4,3,520000,2220,10018,234.23,29786,9.009,3306.249306,79481
2021-02-21,Milwaukie,97222,1972,3,2,481000,1556,13068,309.13,29786,9.009,3306.249306,79481
2021-02-21,Portland,97222,1959,5,2,500000,2472,7405,202.27,29786,9.009,3306.249306,79481
2021-02-18,Milwaukie,97222,1955,4,2,475000,1440,13068,329.86,29786,9.009,3306.249306,79481
2021-02-18,Milwaukie,97222,1993,3,3,485000,2051,13068,236.47,29786,9.009,3306.249306,79481
2021-02-18,Portland,97222,2018,4,3,535000,2429,7840,220.26,29786,9.009,3306.249306,79481
2021-02-18,Milwaukie,97222,1997,4,3,553000,1996,11325,277.05,29786,9.009,3306.249306,79481
2021-02-18,Portland,97222,1970,3,2,430000,1416,6534,303.67,29786,9.009,3306.249306,79481
2021-02-15,Milwaukie,97222,1965,3,1,357000,864,9147,413.19,29786,9.009,3306.249306,79481
2021-02-10,Portland,97222,1980,4,3,447000,1982,8485,225.53,29786,9.009,3306.249306,79481
2021-02-09,Milwaukie,97222,1967,3,2,461500,1212,6534,380.78,29786,9.009,3306.249306,79481
2021-02-04,Portland,97222,1992,3,2,470000,1646,6969,285.54,29786,9.009,3306.249306,79481
2021-02-01,Portland,97222,1980,2,1,330000,955,8104,345.55,29786,9.009,3306.249306,79481
2021-02-04,Milwaukie,97222,1966,3,2,435000,1907,6969,228.11,29786,9.009,3306.249306,79481
2021-02-01,Portland,97222,1959,3,1,355000,1075,10799,330.23,29786,9.009,3306.249306,79481
2021-01-29,Portland,97222,1982,3,2,511000,1654,23522,308.95,29786,9.009,3306.249306,79481
2021-01-29,Milwaukie,97222,1991,3,2,489000,1562,7840,313.06,29786,9.009,3306.249306,79481
2021-01-27,Milwaukie,97222,1960,5,3,497000,2406,7840,206.57,29786,9.009,3306.249306,79481
2021-01-27,Portland,97222,1966,3,1.5,335000,1282,7921,261.31,29786,9.009,3306.249306,79481
2021-01-18,Portland,97222,2016,4,3,540000,2637,5227,204.78,29786,9.009,3306.249306,79481
2021-01-26,Milwaukie,97222,1996,3,2,330000,1620,8276,203.7,29786,9.009,3306.249306,79481
2021-01-21,Milwaukie,97222,1968,3,2,405000,1623,8712,249.54,29786,9.009,3306.249306,79481
2021-01-21,Milwaukie,97222,1958,3,1,400000,1424,7840,280.9,29786,9.009,3306.249306,79481
2021-01-21,Milwaukie,97222,1959,3,2,379000,1310,10018,289.31,29786,9.009,3306.249306,79481
2021-01-18,Portland,97222,1958,3,1.5,430000,1404,7002,306.27,29786,9.009,3306.249306,79481
2021-01-04,Milwaukie,97222,1979,4,3,735000,3010,10454,244.19,29786,9.009,3306.249306,79481
2021-01-15,Milwaukie,97222,1987,3,2,460000,1719,9147,267.6,29786,9.009,3306.249306,79481
2021-01-05,Milwaukie,97222,1982,3,1,352000,1118,11325,314.85,29786,9.009,3306.249306,79481
2021-01-05,Portland,97222,1963,3,1,270000,884,4999,305.43,29786,9.009,3306.249306,79481
2020-12-29,Milwaukie,97222,1985,3,2,430000,1391,6969,309.13,29786,9.009,3306.249306,79481
2020-12-16,Milwaukie,97222,1997,3,3,529000,2302,13068,229.8,29786,9.009,3306.249306,79481
2020-12-22,Milwaukie,97222,2001,3,2,446000,1968,12632,226.63,29786,9.009,3306.249306,79481
2020-12-18,Portland,97222,1956,3,1,415000,1032,12196,402.13,29786,9.009,3306.249306,79481
2020-12-14,Portland,97222,2004,4,3,525000,2724,6969,192.73,29786,9.009,3306.249306,79481
2020-12-16,Milwaukie,97222,1966,3,2,386000,1339,6098,288.27,29786,9.009,3306.249306,79481
2020-12-16,Portland,97222,1992,3,3,505000,2412,7405,209.37,29786,9.009,3306.249306,79481
2021-01-12,Milwaukie,97222,1978,3,3,440000,2140,10018,205.61,29786,9.009,3306.249306,79481
2020-12-16,Milwaukie,97222,1970,4,2,409950,1176,8276,348.6,29786,9.009,3306.249306,79481
2020-12-29,Milwaukie,97222,1959,3,2,375000,1288,6969,291.15,29786,9.009,3306.249306,79481
2021-01-12,Portland,97222,2010,4,3,409500,2166,1306,189.06,29786,9.009,3306.249306,79481
2021-01-13,Milwaukie,97222,2007,4,3,429900,1675,5227,256.66,29786,9.009,3306.249306,79481
2021-01-29,Portland,97222,1956,4,2,403300,2392,10018,168.6,29786,9.009,3306.249306,79481
2021-02-15,Milwaukie,97222,1953,4,2,476000,2041,5662,233.22,29786,9.009,3306.249306,79481
2021-02-26,Milwaukie,97222,1959,4,2,490000,2128,10018,230.26,29786,9.009,3306.249306,79481
2021-03-10,Milwaukie,97222,1955,3,2,397000,2154,11325,184.31,29786,9.009,3306.249306,79481
2021-03-15,Portland,97222,1955,3,1,408000,1118,6969,364.94,29786,9.009,3306.249306,79481
2021-03-31,Milwaukie,97222,1958,4,3.1,670000,2949,16552,227.2,29786,9.009,3306.249306,79481
2021-04-08,Milwaukie,97222,1963,3,2,523000,1574,7405,332.27,29786,9.009,3306.249306,79481
2021-04-06,Portland,97222,1967,3,1,308000,996,7657,309.24,29786,9.009,3306.249306,79481
2021-04-09,Milwaukie,97222,1962,3,2.5,458000,2132,8085,214.82,29786,9.009,3306.249306,79481
2021-04-12,Portland,97222,2020,4,3,750000,2820,4791,265.96,29786,9.009,3306.249306,79481
2021-04-08,Portland,97222,1967,4,2,515000,1774,6969,290.3,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1965,3,1,450000,1135,6534,396.48,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1959,2,2,485000,1496,6969,324.2,29786,9.009,3306.249306,79481
2021-04-14,Milwaukie,97222,1997,3,2,430000,1375,6969,312.73,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1976,3,2,430000,1810,7405,237.57,29786,9.009,3306.249306,79481
2021-04-14,Milwaukie,97222,1976,3,3,420000,1674,4356,250.9,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,2003,3,2.5,340000,1517,863,224.13,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1962,4,2,510000,1832,6969,278.38,29786,9.009,3306.249306,79481
2021-04-14,Portland,97222,1971,3,1,415000,988,8712,420.04,29786,9.009,3306.249306,79481
2020-10-19,Portland,97222,1961,3,2,479900,2040,6098,235.25,29786,9.009,3306.249306,79481
2020-10-19,Portland,97222,1955,3,1,400000,1014,8276,394.48,29786,9.009,3306.249306,79481
2020-10-21,Portland,97222,1977,3,2,426000,1558,10890,273.43,29786,9.009,3306.249306,79481
2020-10-21,Portland,97222,1979,3,3,575000,1956,19166,293.97,29786,9.009,3306.249306,79481
2020-10-27,Portland,97222,1952,3,3,594242,1850,10890,321.21,29786,9.009,3306.249306,79481
2020-10-27,Portland,97222,1957,3,2,400000,1578,6534,253.49,29786,9.009,3306.249306,79481
2020-10-27,Portland,97222,1976,3,2,400000,1118,6098,357.78,29786,9.009,3306.249306,79481
2020-10-27,Portland,97222,2020,3,3,659923,2632,7840,250.73,29786,9.009,3306.249306,79481
2020-10-29,Portland,97222,2013,3,3,750000,2987,27442,251.09,29786,9.009,3306.249306,79481
2020-10-30,Portland,97222,1977,4,2,467500,2668,13939,175.22,29786,9.009,3306.249306,79481
2020-10-30,Portland,97222,1964,4,2,450000,1960,7840,229.59,29786,9.009,3306.249306,79481
2020-11-02,Portland,97222,1962,3,2,275000,1070,7644,257.01,29786,9.009,3306.249306,79481
2020-11-04,Milwaukie,97222,1993,3,4,465000,2732,7405,170.2,29786,9.009,3306.249306,79481
