SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-23-2020,Single Family Residential,16632 SE Ankeny St,Portland,OR,97233,370000,4,2.0,Portland Southeast,1222,6969,1958,,303,,Sold,,,https://www.redfin.com/OR/Portland/16632-SE-Ankeny-St-97233/home/26645658,RMLS,20353140,N,Y,45.5211773,-122.4915182
PAST SALE,May-12-2021,Condo/Co-op,1540 NE Sumner St,Portland,OR,97211,660000,3,2.5,Portland Northeast,1742,,2018,,379,25,Sold,,,https://www.redfin.com/OR/Portland/1540-NE-Sumner-St-97211/home/170025301,RMLS,21223158,N,Y,45.560194,-122.649355
PAST SALE,September-24-2021,Single Family Residential,8748 SE Knapp St,Portland,OR,97266,375000,3,2.0,Portland Southeast,1197,6534,1910,,313,,Sold,,,https://www.redfin.com/OR/Portland/8748-SE-Knapp-St-97266/home/25794644,RMLS,21123724,N,Y,45.4701024,-122.5726789
PAST SALE,July-20-2020,Single Family Residential,7219 SE Insley St,Portland,OR,97206,375000,2,1.0,Portland Southeast,1356,4791,1907,,277,,Sold,,,https://www.redfin.com/OR/Portland/7219-SE-Insley-St-97206/home/26468341,RMLS,20298399,N,Y,45.4839145,-122.5886195
PAST SALE,March-5-2021,Single Family Residential,3404 SE 51st Ave,Portland,OR,97206,625000,5,2.0,Portland Southeast,3387,4791,1908,,185,,Sold,,,https://www.redfin.com/OR/Portland/3404-SE-51st-Ave-97206/home/25812367,RMLS,20354328,N,Y,45.4982341,-122.6098567
PAST SALE,June-18-2020,Single Family Residential,12610 NW Milazzo Ln,Portland,OR,97229,570000,3,2.5,BAUER HIGHLANDS/ BETHANY,2550,3920,2002,,224,20,Sold,,,https://www.redfin.com/OR/Portland/12610-NW-Milazzo-Ln-97229/home/26707829,RMLS,20298664,N,Y,45.5511544,-122.8070284
PAST SALE,May-22-2020,Single Family Residential,7251 SW 33rd Ave,Portland,OR,97219,695000,4,3.5,"Portland West, Raleigh Hills",3052,14374,1964,,228,,Sold,,,https://www.redfin.com/OR/Portland/7251-SW-33rd-Ave-97219/home/25855805,RMLS,20043574,N,Y,45.4718081,-122.7105147
PAST SALE,August-14-2020,Single Family Residential,7010 SE Norbert Dr,Milwaukie,OR,97222,495000,4,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2030,11761,1964,,244,,Sold,,,https://www.redfin.com/OR/Milwaukie/7010-SE-Norbert-Dr-97222/home/26058451,RMLS,20157372,N,Y,45.4420914,-122.5911623
PAST SALE,September-1-2020,Single Family Residential,4224 SE Ivon St,Portland,OR,97206,500000,3,1.0,Portland Southeast,1008,3920,1970,,496,,Sold,,,https://www.redfin.com/OR/Portland/4224-SE-Ivon-St-97206/home/25857438,RMLS,20016781,N,Y,45.5038205,-122.6185472
PAST SALE,August-7-2020,Single Family Residential,3155 NE 80th Ave,Portland,OR,97213,413500,2,1.0,Portland Northeast,1176,4791,1954,,352,,Sold,,,https://www.redfin.com/OR/Portland/3155-NE-80th-Ave-97213/home/25768435,RMLS,20677019,N,Y,45.5453879,-122.5810743
PAST SALE,September-9-2020,Townhouse,10582 SW Windwood Way,Portland,OR,97210,526000,2,2.5,"Portland West, Raleigh Hills",2082,1306,2007,,253,335,Sold,,,https://www.redfin.com/OR/Portland/10582-SW-Windwood-Way-97225/home/26720076,RMLS,20490229,N,Y,45.5152519,-122.7850462
PAST SALE,June-9-2021,Condo/Co-op,971 N Killingsworth Ct,Portland,OR,97217,425000,2,2.5,Portland North,1104,,2017,,385,165,Sold,,,https://www.redfin.com/OR/Portland/971-N-Killingsworth-Ct-97217/home/113643035,RMLS,21077340,N,Y,45.5619851,-122.6768371
PAST SALE,September-1-2020,Single Family Residential,8332 N Dickens St,Portland,OR,97203,433000,2,1.0,ST JOHNS,2728,4791,1927,,159,,Sold,,,https://www.redfin.com/OR/Portland/8332-N-Dickens-St-97203/home/26428717,RMLS,20624989,N,Y,45.5919277,-122.7510987
PAST SALE,April-2-2021,Single Family Residential,16822 NE Schuyler Ct,Portland,OR,97230,525000,3,2.0,Portland Northeast,1961,6969,1994,,268,,Sold,,,https://www.redfin.com/OR/Portland/16822-NE-Schuyler-Ct-97230/home/26630872,RMLS,21304795,N,Y,45.5358748,-122.4900951
PAST SALE,July-14-2021,Single Family Residential,433 SE 30th Ave,Portland,OR,97214,645000,4,2.5,Portland Southeast,2217,2178,2014,,291,,Sold,,,https://www.redfin.com/OR/Portland/433-SE-30th-Ave-97214/home/52927292,RMLS,21300081,N,Y,45.5194705,-122.6351344
PAST SALE,January-28-2021,Single Family Residential,9706 NE Prescott St,Portland,OR,97220,468000,5,3.0,Maywood Park,2264,7840,1961,,207,,Sold,,,https://www.redfin.com/OR/Portland/9706-NE-Prescott-St-97220/home/26571331,RMLS,20573377,N,Y,45.5551199,-122.5626963
PAST SALE,October-25-2021,Single Family Residential,8424 NE Humboldt St,Portland,OR,97220,335000,2,1.0,Portland Northeast,848,6098,1948,,395,,Sold,,,https://www.redfin.com/OR/Portland/8424-NE-Humboldt-St-97220/home/26504877,RMLS,21204498,N,Y,45.558434,-122.5759994
PAST SALE,June-11-2021,Single Family Residential,5117 NE 16th Ave,Portland,OR,97211,665000,4,2.0,Portland Northeast,2278,4791,1910,,292,,Sold,,,https://www.redfin.com/OR/Portland/5117-NE-16th-Ave-97211/home/26526272,RMLS,21077096,N,Y,45.5599577,-122.6490011
PAST SALE,August-25-2021,Single Family Residential,721 NE Prescott St,Portland,OR,97211,810000,4,2.5,Portland Northeast,3205,4791,2013,,253,,Sold,,,https://www.redfin.com/OR/Portland/721-NE-Prescott-St-97211/home/39967997,RMLS,21506752,N,Y,45.5556789,-122.6579927
PAST SALE,May-20-2021,Single Family Residential,3675 SE Center St,Portland,OR,97202,712000,3,3.0,CRESTON - KENILWORTH,2623,4791,1925,,271,,Sold,,,https://www.redfin.com/OR/Portland/3675-SE-Center-St-97202/home/26430067,RMLS,21159178,N,Y,45.4942945,-122.624994
PAST SALE,July-24-2020,Single Family Residential,8719 N Portsmouth Ave,Portland,OR,97203,410000,3,1.5,Portland North,1288,6534,2000,,318,,Sold,,,https://www.redfin.com/OR/Portland/8719-N-Portsmouth-Ave-97203/home/26523430,RMLS,20626301,N,Y,45.5861458,-122.7216827
PAST SALE,August-20-2020,Single Family Residential,1742 SE 151st Ave,Portland,OR,97233,365000,5,2.0,Portland Southeast,1904,7405,1960,,192,,Sold,,,https://www.redfin.com/OR/Portland/1742-SE-151st-Ave-97233/home/26491064,RMLS,20571994,N,Y,45.5106582,-122.5070214
PAST SALE,June-23-2020,Single Family Residential,1825 NE 153rd Pl,Portland,OR,97230,385000,3,2.0,Portland Northeast,1415,9147,1963,,272,,Sold,,,https://www.redfin.com/OR/Portland/1825-NE-153rd-Pl-97230/home/26594649,RMLS,20131150,N,Y,45.5362947,-122.5054089
PAST SALE,August-28-2020,Single Family Residential,7230 SW Benz Park Ct,Portland,OR,97225,434000,2,1.0,"Portland West, Raleigh Hills",1536,11761,1939,,283,,Sold,,,https://www.redfin.com/OR/Portland/7230-SW-Benz-Park-Ct-97225/home/26685209,RMLS,20384911,N,Y,45.5032664,-122.7513171
PAST SALE,July-7-2020,Single Family Residential,221 NE 117th Ave,Portland,OR,97220,330000,3,2.0,Filbert Grove,1319,6098,1953,,250,,Sold,,,https://www.redfin.com/OR/Portland/221-NE-117th-Ave-97220/home/26463648,RMLS,20542862,N,Y,45.524296,-122.5426624
PAST SALE,July-30-2020,Single Family Residential,3314 NE 65th Ave,Portland,OR,97213,545000,2,2.0,ROSE CITY,2300,4791,1940,,237,,Sold,,,https://www.redfin.com/OR/Portland/3314-NE-65th-Ave-97213/home/26528423,RMLS,20090891,N,Y,45.547159,-122.5960753
PAST SALE,October-16-2020,Single Family Residential,7425 SE 22nd Ave,Portland,OR,97202,685000,4,2.0,Westmoreland,2384,4791,1925,,287,,Sold,,,https://www.redfin.com/OR/Portland/7425-SE-22nd-Ave-97202/home/26337487,RMLS,20012817,N,Y,45.471286,-122.6427516
PAST SALE,September-18-2020,Single Family Residential,1905 SE Division St,Portland,OR,97202,689000,4,2.0,LADD'S ADDITION,2288,5227,1924,,301,,Sold,,,https://www.redfin.com/OR/Portland/1905-SE-Division-St-97202/home/26552803,RMLS,20004749,N,Y,45.505003,-122.6465749
PAST SALE,August-18-2021,Single Family Residential,6034 NE 34th Ave,Portland,OR,97211,685000,4,2.0,CONCORDIA,2024,4791,1929,,338,,Sold,,,https://www.redfin.com/OR/Portland/6034-NE-34th-Ave-97211/home/26586075,RMLS,21592272,N,Y,45.5669748,-122.6293972
PAST SALE,May-4-2021,Single Family Residential,3315 SE Cesar E Chavez Blvd,Portland,OR,97202,530000,5,4.0,Portland Southeast,2796,4356,1930,,190,,Sold,,,https://www.redfin.com/OR/Portland/3315-SE-Cesar-Estrada-Chavez-Blvd-97202/home/26410913,RMLS,21118429,N,Y,45.498778,-122.622914
PAST SALE,October-13-2021,Single Family Residential,5727 SE 86th Ave,Portland,OR,97266,383674,3,2.0,Portland Southeast,1056,3920,1991,,363,,Sold,,,https://www.redfin.com/OR/Portland/5727-SE-86th-Ave-97266/home/26302795,RMLS,21173688,N,Y,45.4808234,-122.5752073
PAST SALE,June-28-2021,Condo/Co-op,6832 N Hudson St,Portland,OR,97203,469500,3,2.5,Portland North,1625,,2020,,289,15,Sold,,,https://www.redfin.com/OR/Portland/6832-N-Hudson-St-97203/home/172970949,RMLS,21296942,N,Y,45.588856,-122.735582
PAST SALE,July-7-2020,Single Family Residential,9725 SW Ventura Ct,Tigard,OR,97223,559000,4,2.0,"Tigard, Tualatin, Sherwood, Wilsonville",2886,9147,1977,,194,9,Sold,,,https://www.redfin.com/OR/Tigard/9725-SW-Ventura-Ct-97223/home/25794238,RMLS,20440821,N,Y,45.4502084,-122.7478354
PAST SALE,February-25-2021,Single Family Residential,2519 NW Marsden Pl,Portland,OR,97229,810000,3,2.5,"Portland West, Raleigh Hills",2857,6098,2001,,284,185,Sold,,,https://www.redfin.com/OR/Portland/2519-NW-Marsden-Pl-97229/home/25850195,RMLS,21245783,N,Y,45.5407888,-122.7778771
PAST SALE,May-19-2021,Townhouse,4656 NW Huserik Dr,Portland,OR,97229,477000,2,2.5,NW Washington Co or Sauvie Island,1697,3920,1998,,281,272,Sold,,,https://www.redfin.com/OR/Portland/4656-NW-Huserik-Dr-97229/home/26667010,RMLS,21302043,N,Y,45.5534109,-122.830431
PAST SALE,February-19-2021,Single Family Residential,3817 NE Mallory Ave,Portland,OR,97212,645000,3,1.5,BOISE ELIOT,2190,4791,1913,,295,,Sold,,,https://www.redfin.com/OR/Portland/3817-NE-Mallory-Ave-97212/home/26358524,RMLS,20327666,N,Y,45.5504006,-122.6639095
PAST SALE,June-24-2020,Single Family Residential,4604 NW Corazon Ter,Portland,OR,97229,555000,4,2.5,NW Washington Co or Sauvie Island,2630,3484,2004,,211,21,Sold,,,https://www.redfin.com/OR/Portland/4604-NW-Corazon-Ter-97229/home/25783711,RMLS,20535418,N,Y,45.5529,-122.8079984
PAST SALE,October-30-2020,Single Family Residential,8319 N Leonard St,Portland,OR,97203,485000,3,2.0,ST JOHNS,1008,4356,1980,,481,,Sold,,,https://www.redfin.com/OR/Portland/8319-N-Leonard-St-97203/home/26466051,RMLS,20256576,N,Y,45.5908272,-122.7513192
PAST SALE,January-25-2021,Single Family Residential,10324 SW 59th Pl,Portland,OR,97219,575000,3,2.5,"Portland West, Raleigh Hills",2530,7405,1985,,227,,Sold,,,https://www.redfin.com/OR/Portland/10324-SW-59th-Pl-97219/home/25849383,RMLS,20453781,N,Y,45.4510071,-122.7373055
PAST SALE,March-3-2021,Single Family Residential,2926 NE 66th Ave,Portland,OR,97213,550000,3,2.0,Portland Northeast,1831,4791,1925,,300,,Sold,,,https://www.redfin.com/OR/Portland/2926-NE-66th-Ave-97213/home/25812352,RMLS,20210424,N,Y,45.544082,-122.5950626
PAST SALE,March-9-2021,Single Family Residential,226 SE 53rd Ave,Portland,OR,97215,875000,5,4.0,Portland Southeast,3290,13068,1906,,266,,Sold,,,https://www.redfin.com/OR/Portland/226-SE-53rd-Ave-97215/home/26385410,RMLS,20596356,N,Y,45.5209337,-122.6084847
PAST SALE,April-30-2021,Single Family Residential,3807 SE 43rd Ave,Portland,OR,97206,515000,3,2.5,CRESTON-KENILWORTH,1600,2178,2010,,322,,Sold,,,https://www.redfin.com/OR/Portland/3807-SE-43rd-Ave-97206/home/25864096,RMLS,21226203,N,Y,45.4955343,-122.6182964
PAST SALE,February-5-2021,Single Family Residential,6027 N Minnesota Ave,Portland,OR,97217,560000,7,2.0,Portland North,2088,6534,1924,,268,,Sold,,,https://www.redfin.com/OR/Portland/6027-N-Minnesota-Ave-97217/home/26638117,RMLS,20268852,N,Y,45.5668622,-122.6794364
PAST SALE,June-17-2021,Single Family Residential,8027 SE 6th Ave,Portland,OR,97202,707000,3,2.5,SELLWOOD,2059,1306,2016,,343,,Sold,,,https://www.redfin.com/OR/Portland/8027-SE-6th-Ave-97202/home/69096471,RMLS,21443315,N,Y,45.4653494,-122.660226
PAST SALE,October-8-2021,Single Family Residential,14747 SE Bush St,Portland,OR,97236,245500,3,1.0,Portland Southeast,1999,11761,1949,,123,,Sold,,,https://www.redfin.com/OR/Portland/14747-SE-Bush-St-97236/home/26325274,RMLS,21104996,N,Y,45.4952719,-122.5110111
PAST SALE,June-17-2021,Single Family Residential,1911 SW Marigold St,Portland,OR,97219,506000,4,2.0,"Portland West, Raleigh Hills",1466,10018,1950,,345,,Sold,,,https://www.redfin.com/OR/Portland/1911-SW-Marigold-St-97219/home/26438446,RMLS,21562977,N,Y,45.4606873,-122.6975785
PAST SALE,June-4-2020,Single Family Residential,5542 SE 130th Ave,Portland,OR,97236,370000,3,2.0,Portland Southeast,1151,4791,2001,,321,,Sold,,,https://www.redfin.com/OR/Portland/5542-SE-130th-Ave-97236/home/26564489,RMLS,20693935,N,Y,45.4824813,-122.5286167
PAST SALE,September-8-2021,Single Family Residential,8436 SE Lafayette St,Portland,OR,97266,365000,3,1.0,Portland Southeast,1232,5662,1946,,296,,Sold,,,https://www.redfin.com/OR/Portland/8436-SE-Lafayette-St-97266/home/25852743,RMLS,21327120,N,Y,45.4960228,-122.5756749
PAST SALE,August-27-2021,Single Family Residential,9616 N Portsmouth Ave,Portland,OR,97203,400000,2,1.0,Portland North,750,4791,1952,,533,,Sold,,,https://www.redfin.com/OR/Portland/9616-N-Portsmouth-Ave-97203/home/26427046,RMLS,21272743,N,Y,45.5921688,-122.7207485
PAST SALE,October-5-2021,Single Family Residential,7404 N Omaha Ave,Portland,OR,97217,475000,2,2.0,ARBOR LODGE,1632,4791,1912,,291,,Sold,,,https://www.redfin.com/OR/Portland/7404-N-Omaha-Ave-97217/home/26508445,RMLS,21061327,N,Y,45.5765184,-122.6901252
PAST SALE,April-30-2021,Single Family Residential,14126 SE Salmon St,Portland,OR,97233,410000,4,2.0,Portland Southeast,2016,7405,1959,,203,,Sold,,,https://www.redfin.com/OR/Portland/14126-SE-Salmon-St-97233/home/26420519,RMLS,21253511,N,Y,45.5144626,-122.5178806
PAST SALE,May-15-2020,Single Family Residential,6225 SE 51st Ave,Portland,OR,97206,392000,2,1.0,WOODSTOCK,1100,4791,1958,,356,,Sold,,,https://www.redfin.com/OR/Portland/6225-SE-51st-Ave-97206/home/26411728,RMLS,20646143,N,Y,45.477295,-122.6103829
PAST SALE,February-25-2021,Single Family Residential,4522 SE Lincoln St,Portland,OR,97215,601000,3,2.0,Richmond,2080,4791,1926,,289,,Sold,,,https://www.redfin.com/OR/Portland/4522-SE-Lincoln-St-97215/home/26558057,RMLS,20300877,N,Y,45.5078414,-122.6156381
PAST SALE,August-31-2020,Single Family Residential,10247 N Oswego Ave,Portland,OR,97203,425000,3,1.0,ST JOHNS,1116,10890,1955,,381,,Sold,,,https://www.redfin.com/OR/Portland/10247-N-Oswego-Ave-97203/home/26413375,RMLS,20097666,N,Y,45.5996739,-122.7445558
PAST SALE,May-29-2020,Single Family Residential,5527 SE Oetkin Dr,Milwaukie,OR,97267,499000,3,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",2508,24393,1974,,199,,Sold,,,https://www.redfin.com/OR/Milwaukie/5527-SE-Oetkin-Dr-97267/home/26053583,RMLS,20378432,N,Y,45.4115531,-122.6076323
PAST SALE,May-22-2020,Single Family Residential,3141 SE 90th Pl,Portland,OR,97266,370000,2,2.0,Portland Southeast,2316,5662,1926,,160,,Sold,,,https://www.redfin.com/OR/Portland/3141-SE-90th-Pl-97266/home/25776142,RMLS,20390525,N,Y,45.4993002,-122.570611
PAST SALE,November-17-2020,Single Family Residential,8109 SE Knight St,Portland,OR,97206,355000,3,1.0,Portland Southeast,1487,4791,1911,,239,,Sold,,,https://www.redfin.com/OR/Portland/8109-SE-Knight-St-97206/home/25844342,RMLS,20017206,N,Y,45.4804099,-122.5798417
PAST SALE,February-9-2021,Single Family Residential,2233 SE 43rd Ave,Portland,OR,97215,575000,2,1.0,RICHMOND,2160,3484,1914,,266,,Sold,,,https://www.redfin.com/OR/Portland/2233-SE-43rd-Ave-97215/home/26639377,RMLS,20613830,N,Y,45.5070477,-122.6183759
PAST SALE,October-21-2020,Condo/Co-op,4609 NE 118th Ave,Portland,OR,97220,280000,3,2.5,Portland Northeast,1376,,2005,,203,160,Sold,,,https://www.redfin.com/OR/Portland/4609-NE-118th-Ave-97220/unit-7/home/26577610,RMLS,20303294,N,Y,45.5564079,-122.5418556
PAST SALE,December-23-2020,Single Family Residential,9195 NW Stark Ct,Portland,OR,97229,560000,5,3.0,NW Washington Co or Sauvie Island,2601,13068,1957,,215,,Sold,,,https://www.redfin.com/OR/Portland/9195-NW-Stark-Ct-97229/home/25777359,RMLS,20090223,N,Y,45.5203136,-122.771518
PAST SALE,December-14-2020,Single Family Residential,7941 SE 36th Ave,Portland,OR,97202,830000,4,2.5,EASTMORELAND,2656,6098,1925,,313,,Sold,,,https://www.redfin.com/OR/Portland/7941-SE-36th-Ave-97202/home/26602269,RMLS,20557915,N,Y,45.4657339,-122.6265086
PAST SALE,July-22-2020,Condo/Co-op,908 SW Gaines St #22,Portland,OR,97239,239000,2,1.0,"Portland West, Raleigh Hills",842,,1960,,284,523,Sold,,,https://www.redfin.com/OR/Portland/908-SW-Gaines-St-97239/unit-22/home/25758545,RMLS,20018162,N,Y,45.4965754,-122.6897813
PAST SALE,July-31-2020,Single Family Residential,13654 SE Bush St,Portland,OR,97236,325000,3,1.5,Portland Southeast,1794,5227,1941,,181,,Sold,,,https://www.redfin.com/OR/Portland/13654-SE-Bush-St-97236/home/26590072,RMLS,20467435,N,Y,45.4949022,-122.5223412
PAST SALE,October-30-2020,Single Family Residential,6236 N Denver Ave,Portland,OR,97217,600000,3,3.0,ARBOR LODGE,2874,8276,1923,,209,,Sold,,,https://www.redfin.com/OR/Portland/6236-N-Denver-Ave-97217/home/26624981,RMLS,20528683,N,Y,45.5680361,-122.687193
PAST SALE,October-9-2020,Single Family Residential,8416 SE 146th Pl,Portland,OR,97236,555000,5,3.5,Portland Southeast,3954,7405,2007,,140,38,Sold,,,https://www.redfin.com/OR/Portland/8416-SE-146th-Pl-97236/home/25749993,RMLS,20504545,N,Y,45.4623656,-122.5122158
PAST SALE,December-16-2020,Single Family Residential,10906 SW 59th Ave,Portland,OR,97219,420000,3,1.0,"Portland West, Raleigh Hills",1008,8276,1960,,417,,Sold,,,https://www.redfin.com/OR/Portland/10906-SW-59th-Ave-97219/home/26489380,RMLS,20566063,N,Y,45.4467256,-122.7374711
PAST SALE,December-16-2020,Condo/Co-op,344 NE Morgan St,Portland,OR,97211,317000,3,2.5,Portland Northeast,1281,,2008,,247,276,Sold,,,https://www.redfin.com/OR/Portland/344-NE-Morgan-St-97211/unit-11-2/home/26451754,RMLS,20606805,N,Y,45.5742825,-122.6617904
PAST SALE,November-20-2020,Single Family Residential,2811 SE 35th Pl,Portland,OR,97202,622000,3,1.0,Portland Southeast,2132,5662,1892,,292,,Sold,,,https://www.redfin.com/OR/Portland/2811-SE-35th-Pl-97202/home/26553849,RMLS,20513692,N,Y,45.5024286,-122.6275487
PAST SALE,September-3-2020,Single Family Residential,3256 SE Evergreen Ave,Milwaukie,OR,97222,478000,3,3.0,"Milwaukie, Gladstone, Happy Valley, Clckmas, Dmscus, Estacada",1915,10890,1978,,250,,Sold,,,https://www.redfin.com/OR/Milwaukie/3256-SE-Evergreen-Ave-97222/home/26034708,RMLS,20688930,N,Y,45.4283568,-122.6300001
PAST SALE,May-27-2021,Single Family Residential,5314 NE 32nd Pl,Portland,OR,97211,575000,2,1.5,CONCORDIA,1560,4791,1928,,369,,Sold,,,https://www.redfin.com/OR/Portland/5314-NE-32nd-Pl-97211/home/26491455,RMLS,21107463,N,Y,45.5617856,-122.6314768
PAST SALE,September-30-2020,Townhouse,1612 SE Clatsop St,Portland,OR,97202,687000,3,2.5,Portland Southeast,2440,2613,2016,,282,,Sold,,,https://www.redfin.com/OR/Portland/1612-SE-Clatsop-St-97202/home/101096363,RMLS,20096220,N,Y,45.4606044,-122.6486176
PAST SALE,October-28-2020,Single Family Residential,9517 SW 53rd Ave,Portland,OR,97219,464900,4,2.5,"Portland West, Raleigh Hills",1813,4791,1990,,256,,Sold,,,https://www.redfin.com/OR/Portland/9517-SW-53rd-Ave-97219/home/26513065,RMLS,20637898,N,Y,45.4565528,-122.7316747
PAST SALE,March-22-2021,Single Family Residential,6180 NE 8th Ave,Portland,OR,97211,605000,3,3.5,Portland Northeast,2033,1742,2019,,298,,Sold,,,https://www.redfin.com/OR/Portland/6180-NE-8th-Ave-97211/home/170024344,RMLS,21142393,N,Y,45.5675753,-122.6570628
PAST SALE,July-12-2021,Single Family Residential,4407 SE 75th Ave,Portland,OR,97206,485000,3,1.0,Portland Southeast,960,6098,1955,,505,,Sold,,,https://www.redfin.com/OR/Portland/4407-SE-75th-Ave-97206/home/26303743,RMLS,21215171,N,Y,45.4908885,-122.5860926
PAST SALE,August-31-2020,Single Family Residential,7493 NW Tanoak Ter,Portland,OR,97229,450000,3,2.5,NW Washington Co or Sauvie Island,1724,3049,2015,,261,50,Sold,,,https://www.redfin.com/OR/Portland/7493-NW-Tanoak-Ter-97229/home/112775579,RMLS,20416648,N,Y,45.5739076,-122.8493539
PAST SALE,October-13-2020,Single Family Residential,5521 SE Ogden St,Portland,OR,97206,435000,5,2.0,Portland Southeast,1944,4791,1951,,224,,Sold,,,https://www.redfin.com/OR/Portland/5521-SE-Ogden-St-97206/home/26549419,RMLS,20549445,N,Y,45.4712959,-122.6061733
PAST SALE,August-13-2021,Condo/Co-op,7520 SE Milwaukie Ave #208,Portland,OR,97202,435000,2,2.5,WESTMORELAND/SELLWOOD,1072,,2009,,406,291,Sold,,,https://www.redfin.com/OR/Portland/7520-SE-Milwaukie-Ave-97202/unit-208/home/25851292,RMLS,21490359,N,Y,45.4705222,-122.6482274
PAST SALE,September-30-2021,Single Family Residential,16212 SW Oneill Ct,Portland,OR,97223,795000,6,3.5,"Beaverton, Aloha",3525,13068,1996,,226,,Sold,,,https://www.redfin.com/OR/Portland/16212-SW-Oneill-Ct-97223/home/26685886,RMLS,21011086,N,Y,45.4261551,-122.8435976
PAST SALE,August-5-2021,Condo/Co-op,7302 N New York Ave #7,Portland,OR,97203,188500,1,1.0,Portland North,520,,1959,,363,318,Sold,,,https://www.redfin.com/OR/Portland/7302-N-New-York-Ave-97203/unit-7/home/26448076,RMLS,21287912,N,Y,45.5918044,-122.7573091
PAST SALE,June-21-2021,Single Family Residential,2680 SW Maple Ln,Portland,OR,97225,1100000,3,2.5,"Portland West, Raleigh Hills",3137,14810,1938,,351,,Sold,,,https://www.redfin.com/OR/Portland/2680-SW-Maple-Ln-97225/home/26639100,RMLS,21375579,N,Y,45.5003583,-122.7504133
PAST SALE,July-22-2021,Single Family Residential,5134 NE 15th Ave,Portland,OR,97211,636000,3,2.5,Portland Northeast,1752,,2018,,363,,Sold,,,https://www.redfin.com/OR/Portland/5134-NE-15th-Ave-97211/home/26517647,RMLS,21249430,N,Y,45.5601831,-122.6494851
PAST SALE,September-24-2021,Single Family Residential,11669 NW Vallevue Ct,Portland,OR,97229,825000,4,2.5,NW Washington Co or Sauvie Island,2697,10890,1979,,306,,Sold,,,https://www.redfin.com/OR/Portland/11669-NW-Vallevue-Ct-97229/home/26639940,RMLS,21416235,N,Y,45.5321009,-122.7971903
PAST SALE,October-25-2021,Single Family Residential,8962 N Courtenay Ave,Portland,OR,97203,480000,3,2.0,Portland North,1312,3484,2014,,366,,Sold,,,https://www.redfin.com/OR/Portland/8962-N-Courtenay-Ave-97203/home/26396018,RMLS,21274701,N,Y,45.5874944,-122.7191198
PAST SALE,October-25-2021,Townhouse,4144 N Commercial Ave,Portland,OR,97217,475000,3,2.0,BOISE,1570,2613,2000,,303,,Sold,,,https://www.redfin.com/OR/Portland/4144-N-Commercial-Ave-97217/home/26606418,RMLS,21073773,N,Y,45.5539157,-122.6708715
PAST SALE,November-30-2020,Single Family Residential,10843 SE Schiller St,Portland,OR,97266,350000,2,2.0,HOLGATE,1508,12196,1925,,232,,Sold,,,https://www.redfin.com/OR/Portland/10843-SE-Schiller-St-97266/home/26412399,RMLS,20237852,N,Y,45.4874466,-122.5516349
PAST SALE,May-4-2021,Single Family Residential,7125 N Seward Ave,Portland,OR,97217,716000,3,2.0,ARBOR LODGE/OVERLOOK,2371,4791,1926,,302,,Sold,,,https://www.redfin.com/OR/Portland/7125-N-Seward-Ave-97217/home/25777971,RMLS,21219252,N,Y,45.5750289,-122.704129
PAST SALE,December-8-2020,Single Family Residential,13151 NW Alvada St,Portland,OR,97229,799900,5,3.0,NW Washington Co or Sauvie Island,3270,5662,2009,,245,143,Sold,,,https://www.redfin.com/OR/Portland/13151-NW-Alvada-St-97229/home/26737101,RMLS,20186093,N,Y,45.5564674,-122.8123856
PAST SALE,October-7-2020,Single Family Residential,4332 SW Lobelia St,Portland,OR,97219,707500,4,3.0,MULTNOMAH VILLAGE AREA,3048,8276,1928,,232,,Sold,,,https://www.redfin.com/OR/Portland/4332-SW-Lobelia-St-97219/home/26537238,RMLS,20126422,N,Y,45.4611743,-122.7220184
PAST SALE,October-9-2020,Single Family Residential,7409 SE Bybee Blvd,Portland,OR,97206,440000,3,2.0,BRENTWOOD-DARLINGTON,1814,6098,1921,,243,,Sold,,,https://www.redfin.com/OR/Portland/7409-SE-Bybee-Blvd-97206/home/26513358,RMLS,20638290,N,Y,45.4725432,-122.5872546
PAST SALE,September-23-2020,Single Family Residential,9804 N Hudson St,Portland,OR,97203,445000,3,1.0,Portland North,980,5227,1970,,454,,Sold,,,https://www.redfin.com/OR/Portland/9804-N-Hudson-St-97203/home/26459644,RMLS,20023998,N,Y,45.5984532,-122.7582156
PAST SALE,April-9-2021,Single Family Residential,74 NE Ivy St,Portland,OR,97212,710000,4,3.0,Portland Northeast,2384,4791,1900,,298,,Sold,,,https://www.redfin.com/OR/Portland/74-NE-Ivy-St-97212/home/26598271,RMLS,21160643,N,Y,45.5473292,-122.664672
